base	base_kind	offset	widths	access	indexed	depth	readers	writers	writer_names
0x0055b1b0	indirect	0x60	4	write	scalar	2	0	2	createtemparmy,createvirtualarmy
0x0055b1b0	indirect	0x64	4	write	scalar	2	0	2	createtemparmy,createvirtualarmy
0x0055b1b0	indirect	0x68	4	write	scalar	2	0	2	createtemparmy,createvirtualarmy
0x0055b1b0	indirect	0x6c	4	write	scalar	2	0	2	createtemparmy,createvirtualarmy
0x0055b1b0	indirect	0x74	4	write	scalar	2	0	2	createtemparmy,createvirtualarmy
0x0055b1b0	indirect	0x78	1	write	scalar	2	0	2	createtemparmy,createvirtualarmy
0x0055b1b0	indirect	0xc0	1	write	scalar	1	0	2	createtemparmy,createvirtualarmy
0x0055b1b0	indirect	0xc4	0	read	scalar	1	2	0	-
0x0055b1b0	indirect	0x538	4	write	scalar	2	0	2	createtemparmy,createvirtualarmy
0x0055b1b0	indirect	0x53c	4	write	scalar	2	0	2	createtemparmy,createvirtualarmy
0x0055b1b0	indirect	0x540	4	write	scalar	2	0	2	createtemparmy,createvirtualarmy
0x0055b1b0	indirect	0x544	4	write	scalar	2	0	2	createtemparmy,createvirtualarmy
0x0055b1b0	indirect	0x548	4	write	scalar	2	0	2	createtemparmy,createvirtualarmy
0x0055b1b0	indirect	0x54c	4	write	scalar	2	0	2	createtemparmy,createvirtualarmy
0x0055b1b0	indirect	0x550	4	write	scalar	2	0	2	createtemparmy,createvirtualarmy
0x0055b1b0	indirect	0x55c	0|4	read-write	scalar	1	2	2	createtemparmy,createvirtualarmy
0x0055b1b0	indirect	0x560	4	write	scalar	2	0	2	createtemparmy,createvirtualarmy
0x0055b1b0	indirect	0x564	4	write	scalar	2	0	2	createtemparmy,createvirtualarmy
0x0055b1b0	indirect	0x568	0|4	read-write	scalar	1	2	2	createtemparmy,createvirtualarmy
0x0055b1b0	indirect	0x56c	4	write	scalar	2	0	2	createtemparmy,createvirtualarmy
0x0055b1b0	indirect	0x574	4	write	scalar	2	0	2	createtemparmy,createvirtualarmy
0x0055b1b0	indirect	0x578	4	write	scalar	2	0	2	createtemparmy,createvirtualarmy
0x0055b1b0	indirect	0x57c	4	write	scalar	2	0	2	createtemparmy,createvirtualarmy
0x0055b1b0	indirect	0x580	4	write	scalar	2	0	2	createtemparmy,createvirtualarmy
0x0055b1b0	indirect	0x584	4	write	scalar	2	0	2	createtemparmy,createvirtualarmy
0x0055b1b0	indirect	0x588	4	write	scalar	2	0	2	createtemparmy,createvirtualarmy
0x0055b1b0	indirect	0x58c	4	write	scalar	2	0	2	createtemparmy,createvirtualarmy
0x0055b1b0	indirect	0x590	4	write	scalar	2	0	2	createtemparmy,createvirtualarmy
0x0055b1b0	indirect	0x598	4	write	scalar	2	0	2	createtemparmy,createvirtualarmy
0x0055b1b0	indirect	0x59c	4	write	scalar	2	0	2	createtemparmy,createvirtualarmy
0x0055b1b0	indirect	0x5a0	4	write	scalar	2	0	2	createtemparmy,createvirtualarmy
0x0055b1b0	indirect	0x5a4	4	write	scalar	2	0	2	createtemparmy,createvirtualarmy
0x0055b1b0	indirect	0x5a8	4	write	scalar	2	0	2	createtemparmy,createvirtualarmy
0x0055b1b0	indirect	0x5ac	1	write	scalar	2	0	2	createtemparmy,createvirtualarmy
0x0055b1b0	indirect	0x5b0	4	write	scalar	2	0	2	createtemparmy,createvirtualarmy
0x0055b1b0	indirect	0x5b4	4	write	scalar	2	0	2	createtemparmy,createvirtualarmy
0x0055b1b0	indirect	0x5b8	4	write	scalar	2	0	2	createtemparmy,createvirtualarmy
0x0055b1b0	indirect	0x5bc	4	write	scalar	2	0	2	createtemparmy,createvirtualarmy
0x0055b1b0	indirect	0x5c0	4	write	scalar	2	0	2	createtemparmy,createvirtualarmy
0x0055b1b0	indirect	0x5c4	4	write	scalar	2	0	2	createtemparmy,createvirtualarmy
0x0055b1b0	indirect	0x5c8	1	write	scalar	2	0	2	createtemparmy,createvirtualarmy
0x0055b1b0	indirect	0x5cc	4	write	scalar	2	0	2	createtemparmy,createvirtualarmy
0x0055b1b0	indirect	0x5d4	4	write	scalar	2	0	2	createtemparmy,createvirtualarmy
0x0058516c	indirect	0x0	4	read	scalar	0	2	0	-
0x005863bc	static	0x0	4	read-write	scalar	1	1	1	setmaxsoundfx
0x005863bc	static	0x4	4	read-write	scalar	1	1	2	addsoundfx,setmaxsoundfx
0x005863bc	static	0x8	4	read-write	scalar	1	2	1	setmaxsoundfx
0x005aa78c	indirect	0x3c	4	read	scalar	0	2	0	-
0x005aad68	indirect	0x3c	4	read	scalar	0	2	0	-
0x005ae998	indirect	0x4	4	read	scalar	0	2	0	-
0x005ae998	indirect	0x1c	4	read	scalar	0	1	0	-
0x005ae998	indirect	0x28	4	read	scalar	0	1	0	-
0x005ae998	indirect	0x30	4	read	scalar	0	2	0	-
0x005ae998	indirect	0x48	4	read	scalar	0	2	0	-
0x005ae998	indirect	0xc4	0|4	read	scalar	1	1	0	-
0x005ae998	indirect	0xd8	4	read	scalar	2	1	0	-
0x005ae998	indirect	0x5ac	1	read	scalar	0	1	0	-
0x005aec60	static	0x0	4	read-write	scalar	1	2	1	setscenarioproperty
0x005aee8c	static	0x0	4	read-write	scalar	1	2	2	cancelturnalarm,turnalarm
0x005aee8c	static	0x4	4	read-write	scalar	2	2	2	cancelturnalarm,turnalarm
0x005aee8c	static	0x8	4	read-write	scalar	1	1	1	turnalarm
0x005aee8c	static	0xc	4	read	scalar	1	1	0	-
0x005aeeb0	static	0x0	4	read-write	scalar	1	2	2	cancelmovealarm,movealarm
0x005aeeb0	static	0x4	4	read-write	scalar	2	2	2	cancelmovealarm,movealarm
0x005aeeb0	static	0x8	4	read-write	scalar	1	1	1	movealarm
0x005aeeb0	static	0xc	4	read	scalar	1	1	0	-
0x005aeec0	static	0x0	4	read-write	scalar	1	2	2	canceldiscoveralarm,discoveralarm
0x005aeec0	static	0x4	4	read-write	scalar	2	2	2	canceldiscoveralarm,discoveralarm
0x005aeec0	static	0x8	4	read-write	scalar	1	1	1	discoveralarm
0x005aeec0	static	0xc	4	read	scalar	1	1	0	-
0x005ccedc	static	0x0	4	read	scalar	2	2	0	-
0x005ccedc	static	0x4	4	read	scalar	2	2	0	-
0x005ccedc	static	0x8	4	read	scalar	2	2	0	-
0x005ccedc	static	0x10	0	read	scalar	2	2	0	-
0x005cd2f8	static	0x0	4	read-write	scalar	1	1	1	maxmissiletypes
0x005cd2f8	static	0x4	4	read-write	scalar	1	1	2	addmissiletype,maxmissiletypes
0x005cd2f8	static	0x8	4	read-write	scalar	1	2	1	maxmissiletypes
0x005cd328	static	0x0	4	read-write	scalar	1	1	1	maxmounttypes
0x005cd328	static	0x4	4	read-write	scalar	1	1	2	addmounttype,maxmounttypes
0x005cd328	static	0x8	4	read-write	scalar	1	2	1	maxmounttypes
0x005cd334	static	0x0	4	read-write	scalar	1	1	1	maxauratypes
0x005cd334	static	0x4	4	read-write	scalar	1	1	2	addauratype,maxauratypes
0x005cd334	static	0x8	4	read-write	scalar	1	2	1	maxauratypes
0x005d2f10	static	0x0	4	read	scalar	1	2	0	-
0x005d2f10	static	0x4	4	read	scalar	1	2	0	-
0x00555d70	indirect	0x0	0	read	indexed	0	1	0	-
0x00555d74	indirect	0x4c	4	read	scalar	0	1	0	-
0x00555d74	indirect	0xc4	0	read	indexed	0	1	0	-
0x00555d74	indirect	0xe0	4	read	indexed	1	1	0	-
0x005564c8	static	0x0	4	write	scalar	0	0	1	setsatellitechildoffsets
0x005564c8	static	0x4	4	write	scalar	0	0	1	setsatellitechildoffsets
0x005564e0	static	0x0	4	write	scalar	0	0	1	setcitychildoffsets
0x005564e0	static	0x4	4	write	scalar	0	0	1	setcitychildoffsets
0x0055cb50	static	0x0	4	write	scalar	0	0	1	setmapretreatimp
0x0055e7f0	static	0x0	4	read	scalar	0	1	0	-
0x0055e7f0	static	0x4	4	read	scalar	0	1	0	-
0x0055e92c	static	0x0	4	read	scalar	0	1	0	-
0x00573c38	static	0x0	4	read	scalar	0	1	0	-
0x005787ac	indirect	0x1c	4	read	scalar	0	1	0	-
0x005787ac	indirect	0x44	4	read	scalar	0	1	0	-
0x005787b0	indirect	0x1c	4	read	scalar	0	1	0	-
0x005787b8	static	0x0	4	read	scalar	1	1	0	-
0x005787b8	static	0x4	4	read	scalar	1	1	0	-
0x00583ac0	indirect	0x70	1	read	scalar	0	1	0	-
0x00585170	indirect	0x0	4	read	scalar	0	1	0	-
0x00585174	indirect	0x0	4	read	scalar	0	1	0	-
0x005854fc	static	0x0	4	read	scalar	0	1	0	-
0x005869f8	static	0x0	4	read	scalar	0	1	0	-
0x005876d0	indirect	0x28	4	read	scalar	0	1	0	-
0x005a79f0	static	0x0	4	read-write	scalar	2	1	1	adddirtyregion
0x005a79f0	static	0x4	4	read	scalar	2	1	0	-
0x005a79f0	static	0x8	4	read-write	scalar	2	1	1	adddirtyregion
0x005a79f0	static	0xc	4	read-write	scalar	2	1	1	adddirtyregion
0x005a79f0	static	0x10	4	read	scalar	2	1	0	-
0x005a79f0	static	0x14	4	read	scalar	1	1	0	-
0x005a79f0	static	0x18	4	read	scalar	1	1	0	-
0x005a79f0	static	0x1c	4	read	scalar	1	1	0	-
0x005a79f0	static	0x20	4	read	scalar	1	1	0	-
0x005a7b54	indirect	0x0	4	read	indexed	0	1	0	-
0x005a9ddc	static	0x14	4	write	scalar	1	0	1	cancelpathballs
0x005a9ddc	static	0x20	4	read	scalar	1	1	0	-
0x005aa08c	static	0x4	0|4	read	scalar	2	1	0	-
0x005aa08c	static	0x18	0|4	read	scalar	2	1	0	-
0x005aa08c	static	0x2c	0|4	read	scalar	2	1	0	-
0x005aa08c	static	0x40	0|4	read	scalar	2	1	0	-
0x005aa08c	static	0x7c	4	read	scalar	2	1	0	-
0x005aa08c	static	0x80	4	read	scalar	2	1	0	-
0x005aa08c	static	0x84	4	write	scalar	2	0	1	geteditdata
0x005aa08c	static	0x88	4	write	scalar	2	0	1	geteditdata
0x005aa64c	static	0x0	4	write	scalar	1	0	1	setmultiscenarioname
0x005aa64c	static	0x4	1	write	scalar	1	0	1	setmultiscenarioname
0x005aa64c	static	0x5	0|4	read-write	scalar	1	1	1	setmultiscenarioname
0x005aa64c	static	0x9	1	write	scalar	1	0	1	setmultiscenarioname
0x005aa64c	static	0xa	0|4	read-write	scalar	1	1	1	setmultiscenarioname
0x005aa64c	static	0xe	1	write	scalar	1	0	1	setmultiscenarioname
0x005aa64c	static	0xf	0|4	read-write	scalar	1	1	1	setmultiscenarioname
0x005aa64c	static	0x13	1	write	scalar	1	0	1	setmultiscenarioname
0x005aa64c	static	0x14	0|4	read-write	scalar	1	1	1	setmultiscenarioname
0x005aa64c	static	0x18	1	write	scalar	1	0	1	setmultiscenarioname
0x005aa64c	static	0x19	0|4	read-write	scalar	1	1	1	setmultiscenarioname
0x005aa64c	static	0x1d	1	write	scalar	1	0	1	setmultiscenarioname
0x005aa64c	static	0x1e	0|4	read-write	scalar	1	1	1	setmultiscenarioname
0x005aa64c	static	0x22	1	write	scalar	1	0	1	setmultiscenarioname
0x005aa64c	static	0x23	0|4	read-write	scalar	1	1	1	setmultiscenarioname
0x005aa64c	static	0x27	1	write	scalar	1	0	1	setmultiscenarioname
0x005aa64c	static	0x2d	0|1|4	read-write	scalar	1	1	1	setmultiscenarioname
0x005aa64c	static	0x31	1	write	scalar	1	0	1	setmultiscenarioname
0x005aa64c	static	0x32	0	read	scalar	1	1	0	-
0x005aad68	static	0x2c	4	read-write	scalar	1	1	1	cleardefenderarmy
0x005aad68	static	0x4c	4	write	scalar	1	0	1	cleardefenderarmy
0x005aad68	static	0xe0	0|4	read-write	scalar	1	1	1	cleardefenderarmy
0x005aad68	static	0x538	4	write	scalar	1	0	1	cleardefenderarmy
0x005aad68	static	0x550	4	write	scalar	1	0	1	cleardefenderarmy
0x005aad68	static	0x55c	0|4	read-write	scalar	1	1	1	cleardefenderarmy
0x005aad68	static	0x560	4	read-write	scalar	1	1	1	cleardefenderarmy
0x005aad68	static	0x564	4	read-write	scalar	1	1	1	cleardefenderarmy
0x005aad68	static	0x568	0	read	scalar	1	1	0	-
0x005aad68	static	0x578	4	read-write	scalar	1	1	1	cleardefenderarmy
0x005aad68	static	0x57c	4	read-write	scalar	1	1	1	cleardefenderarmy
0x005aad68	static	0x580	4	read-write	scalar	1	1	1	cleardefenderarmy
0x005aad68	static	0x584	4	read-write	scalar	1	1	1	cleardefenderarmy
0x005aad68	static	0x58c	4	read-write	scalar	1	1	1	cleardefenderarmy
0x005aad68	static	0x598	4	read-write	scalar	1	1	1	cleardefenderarmy
0x005ae8a0	indirect	0x28	4	read	scalar	0	1	0	-
0x005ae924	indirect	0x1	0	read	scalar	0	1	0	-
0x005ae924	indirect	0x5	0	read	scalar	0	1	0	-
0x005ae928	indirect	0x1	0	read	scalar	0	1	0	-
0x005ae928	indirect	0x5	0	read	scalar	0	1	0	-
0x005ae9bc	indirect	0x4	4	read	indexed	0	1	0	-
0x005aea50	indirect	0x0	4	read	indexed	0	1	0	-
0x005aee6c	indirect	0x0	1	read	scalar	0	1	0	-
0x005aee6c	indirect	0x8	4	read	scalar	0	1	0	-
0x005aee6c	indirect	0x10	4	read	scalar	0	1	0	-
0x005aee70	indirect	0x0	4	write	scalar	0	0	1	enableallspells
0x005ccd74	static	0x0	4	read	scalar	0	1	0	-
0x005cce28	static	0x0	4	read	scalar	0	1	0	-
0x005ccff4	static	0x0	4	read-write	scalar	1	1	1	spellrequest
0x005cd18c	static	0x0	4	read-write	scalar	1	1	1	addextramilitaryunitnow
0x005cd1ac	static	0x0	2	read	scalar	0	1	0	-
0x005d3820	static	0x0	4	write	scalar	1	0	1	enumfiles
0x005d3830	static	0x0	4	read-write	scalar	1	1	1	testvisit
0x005d3830	static	0x4	4	read-write	scalar	1	1	1	testvisit
0x005d3830	static	0x8	4	read-write	scalar	1	1	1	testvisit
0x005d3830	static	0x10	4	read-write	scalar	1	1	1	testvisit
0x005d3830	static	0x14	4	read-write	scalar	1	1	1	testvisit
0x005d3830	static	0x18	4	read-write	scalar	1	1	1	testvisit
0x005d3830	static	0x1c	4	read-write	scalar	1	1	1	testvisit
0x005d3830	indirect	0x0	4	read	indexed	0	1	0	-
0x005d3834	indirect	0x0	4	write	indexed	0	0	1	testvisit
