base	base_kind	offset	widths	access	indexed	depth	readers	writers	writer_names
0x005ae958	static	0x4	4	read	scalar	1	9	0	-
0x005ae958	static	0x8	4	read-write	scalar	1	6	1	newmap
0x005ae958	static	0xc	4	read	scalar	1	2	0	-
0x005ae958	static	0x14	4	read	scalar	1	14	0	-
0x005ae958	static	0x18	4	read-write	scalar	1	3	3	newmap,releasemap,resetnetworking
0x005ae958	static	0x1c	0	read	scalar	1	27	0	-
0x005ae958	static	0x20	4	read	scalar	1	6	0	-
0x005ae958	static	0x24	4	read-write	scalar	2	17	3	newmap,releasemap,resetnetworking
0x005ae958	static	0x28	4	read-write	scalar	2	9	3	newmap,releasemap,resetnetworking
0x005ae958	static	0x2c	4	read-write	scalar	2	8	3	newmap,releasemap,resetnetworking
0x005ae958	static	0x30	4	read-write	scalar	2	6	7	releasemap,resetnetworking,rotatemap,rotatex,rotatey,rotatez,scale
0x005ae958	static	0x34	4	read-write	scalar	1	39	6	addfollower,createghost,getunittypeeffectivedata,getunittypeeffectivedata_level,getunittypeeffectivedata_levelrange,newmap
0x005ae958	static	0x38	4	read-write	scalar	2	2	3	newmap,releasemap,resetnetworking
0x005ae958	static	0x3c	4	write	scalar	2	0	1	newmap
0x005ae958	static	0x40	4	read-write	scalar	1	41	1	newmap
0x005ae958	static	0x44	4	read-write	scalar	1	2	1	paintelevation
0x005ae958	static	0x48	2|4	read	scalar	1	9	0	-
0x005ae958	static	0x4c	4	read	scalar	1	8	0	-
0x005ae958	static	0x50	4	read	scalar	2	8	0	-
0x005ae958	static	0x54	4	read-write	scalar	1	26	3	newmap,releasemap,resetnetworking
0x005ae958	static	0x58	4	read-write	scalar	1	9	3	newmap,releasemap,resetnetworking
0x005ae958	static	0x5c	0|4	read-write	scalar	1	26	3	newmap,releasemap,resetnetworking
0x005ae958	static	0x60	0|4	read-write	scalar	1	25	3	newmap,releasemap,resetnetworking
0x005ae958	static	0x64	4	read-write	scalar	0	58	3	newmap,releasemap,resetnetworking
0x005ae958	static	0x68	4	read-write	scalar	0	32	3	newmap,releasemap,resetnetworking
0x005ae958	static	0x6c	4	read-write	scalar	1	61	3	newmap,releasemap,resetnetworking
0x005ae958	static	0x70	4	read-write	scalar	1	49	3	newmap,releasemap,resetnetworking
0x005ae958	static	0x74	4	write	scalar	1	0	1	newmap
0x005ae958	static	0x78	4	write	scalar	1	0	1	newmap
0x005ae958	static	0x7c	4	write	scalar	1	0	1	newmap
0x005ae958	static	0x80	4	write	scalar	1	0	1	newmap
0x005ae958	static	0x84	4	write	scalar	1	0	1	newmap
0x005ae958	static	0x88	4	write	scalar	1	0	1	newmap
0x005ae958	static	0x8c	4	write	scalar	1	0	1	newmap
0x005ae958	static	0x90	4	write	scalar	1	0	1	newmap
0x005ae958	static	0x94	4	write	scalar	1	0	1	newmap
0x005ae958	static	0x98	4	write	scalar	1	0	1	newmap
0x005ae958	static	0x9c	4	write	scalar	1	0	1	newmap
0x005ae958	static	0xa0	4	write	scalar	1	0	1	newmap
0x005ae958	static	0xa4	4	write	scalar	1	0	1	newmap
0x005ae958	static	0xc8	4	write	scalar	2	0	1	newmap
0x005ae958	static	0xd4	4	write	scalar	2	0	1	newmap
0x005ae958	static	0xd8	0|4	read	scalar	1	10	0	-
0x005ae958	static	0xe4	4	read	scalar	2	1	0	-
0x005ae958	static	0xec	4	read	scalar	2	3	0	-
0x005ae958	static	0xf0	4	read	scalar	2	4	0	-
0x005ae958	static	0xf4	4	read	scalar	2	1	0	-
0x005ae958	static	0xf8	4	read	scalar	2	3	0	-
0x005ae958	static	0x104	4	read	scalar	2	4	0	-
0x005ae958	static	0x108	0|4	read-write	scalar	2	1	1	setterrain
0x005ae958	static	0x10c	4	read	scalar	2	1	0	-
0x005ae958	static	0x110	4	read	scalar	2	1	0	-
0x005ae958	static	0x114	4	read	scalar	2	1	0	-
0x005ae958	static	0x118	0|1	read-write	scalar	2	1	1	changecombatmap
0x005ae958	static	0x21c	0|4	read-write	scalar	2	1	1	changecombatmap
0x005ae958	static	0x220	0|4	read-write	scalar	2	1	1	changecombatmap
0x005ae958	static	0x224	0|4	read-write	scalar	2	1	1	changecombatmap
0x005ae958	static	0x228	0|4	read-write	scalar	2	1	1	changecombatmap
0x005ae958	static	0x234	0|4	read	scalar	1	1	0	-
0x005ae958	static	0x23c	4	read	scalar	2	1	0	-
0x005ae958	static	0x240	4	read	scalar	2	1	0	-
0x005ae958	static	0x244	4	write	scalar	2	0	1	loadsubmappages
0x005ae958	static	0x250	4	read-write	scalar	2	1	1	loadsubmappages
0x005ae958	static	0x254	0|4	read	scalar	1	1	0	-
0x005ae958	static	0x25c	4	read	scalar	2	1	0	-
0x005ae958	static	0x260	4	read	scalar	2	1	0	-
0x005ae958	static	0x264	4	write	scalar	2	0	1	loadsubmappages
0x005ae958	static	0x270	4	read-write	scalar	2	1	1	loadsubmappages
0x005ae958	static	0x2e0	4	read-write	scalar	1	2	2	rotatemap,rotatez
0x005ae958	static	0x2e4	4	write	scalar	1	0	2	rotatemap,rotatez
0x005a7b50	static	0x0	4	read-write	scalar	1	108	1	maxgraphics
0x005a7b50	static	0x4	4	read-write	scalar	1	108	1	maxgraphics
0x005aa12c	static	0x0	0|4	read-write	indexed	1	3	2	cityviewtoworld,loadgame
0x005aa12c	static	0x8	0	read	scalar	0	5	0	-
0x005aa12c	static	0x18	0	read	scalar	0	1	0	-
0x005aa12c	static	0x1c	0	read	scalar	0	1	0	-
0x005aa12c	static	0x20	0	read	scalar	0	1	0	-
0x005aa12c	static	0x24	0	read	scalar	0	1	0	-
0x005aa12c	static	0x28	0|4	read-write	scalar	0	5	1	loadconfig
0x005aa12c	static	0x8c	4	read-write	scalar	1	1	3	cityviewtoworld,loadgame,savegame
0x005aa12c	static	0xa4	4	read-write	scalar	1	1	2	cityviewtoworld,loadgame
0x005aa12c	static	0xa8	4	read	scalar	1	1	0	-
0x005aa12c	static	0xac	4	read	scalar	1	1	0	-
0x005aa12c	static	0xb4	4	read	scalar	0	1	0	-
0x005aa12c	static	0xb8	4	read	scalar	0	2	0	-
0x005aa12c	static	0xbc	4	read-write	scalar	0	1	1	faithselect
0x005aa12c	static	0xc0	4	read-write	scalar	0	1	1	faithselect
0x005aa12c	static	0xc8	0|4	read	scalar	0	5	0	-
0x005aa12c	static	0xcc	4	read	scalar	0	5	0	-
0x005aa12c	static	0x128	0|4	read	scalar	0	1	0	-
0x005aa12c	static	0x12c	0|4	read-write	scalar	0	1	1	loadconfig
0x005aa12c	static	0x130	4	read-write	scalar	1	1	1	createingamemessage
0x005aa12c	static	0x134	4	read-write	scalar	1	1	1	createingamemessage
0x005aa12c	static	0x138	0	read	scalar	1	1	0	-
0x005aa12c	static	0x19c	4	write	scalar	1	0	1	createingamemessage
0x005aa12c	static	0x4c0	0|4	read-write	scalar	1	1	1	createingamemessage
0x005aa12c	static	0x4c4	4	read-write	scalar	1	1	1	createingamemessage
0x005aa12c	static	0x4c8	4	read-write	scalar	1	1	1	createingamemessage
0x005aa12c	static	0x4cc	4	read-write	scalar	2	1	1	createingamemessage
0x005aa12c	static	0x4d4	1|4	read-write	scalar	2	1	1	createingamemessage
0x005aa12c	static	0x518	4	read	scalar	1	1	0	-
0x005aa12c	static	0x520	0	read	scalar	1	4	0	-
0x005aa12c	static	0x54d	1	read-write	scalar	0	1	1	savegame
0x005aa12c	static	0x54e	1	read	scalar	1	1	0	-
0x005aa12c	static	0x54f	1	read	scalar	1	1	0	-
0x005aa12c	static	0x5e4	4	write	scalar	1	0	1	createingamemessage
0x005aa12c	static	0x5e8	0|4	read-write	scalar	0	2	1	faithselect
0x005aa12c	static	0x5ec	4	write	scalar	2	0	1	faithselect
0x005aa12c	static	0x5f0	4	read-write	scalar	1	1	1	faithselect
0x005aa12c	static	0x5f4	4	read-write	scalar	1	1	1	faithselect
0x005aa12c	static	0x5f8	4	write	scalar	1	0	1	faithselect
0x005aa12c	static	0x5fc	1|4	read-write	scalar	2	1	1	faithselect
0x005aa12c	static	0x600	4	read	scalar	2	1	0	-
0x005aa12c	static	0x604	4	read-write	scalar	1	1	1	faithselect
0x005aa12c	static	0x608	0|4	read-write	scalar	0	1	1	faithselect
0x005aa12c	static	0x60c	4	read-write	scalar	0	1	1	faithselect
0x005aa12c	static	0x610	4	read-write	scalar	0	1	1	faithselect
0x005aa12c	static	0x614	4	read-write	scalar	1	1	1	faithselect
0x005aa12c	static	0x618	4	write	scalar	1	0	1	faithselect
0x005aa12c	static	0x61c	1|4	read-write	scalar	2	1	1	faithselect
0x005aa12c	static	0x620	4	read	scalar	2	1	0	-
0x005aa12c	static	0x624	4	read-write	scalar	1	1	1	faithselect
0x005aa12c	static	0x628	4	write	scalar	0	0	1	faithselect
0x005aa12c	static	0x62c	4	write	scalar	0	0	1	faithselect
0x005aa12c	static	0x654	4	read-write	scalar	1	6	6	cityviewtoworld,faithselect,faithselectcleanup,formationview,regionview,worldview
0x005aa12c	static	0x658	4	read-write	scalar	1	4	2	cityviewtoworld,newgame
0x005aa12c	static	0x65c	4	read-write	scalar	1	2	1	cityviewtoworld
0x005aa12c	static	0x660	0|4	read	scalar	0	2	0	-
0x005aa12c	static	0x688	4	read-write	scalar	1	1	1	newgame
0x005aa12c	static	0x68c	4	read-write	scalar	1	1	2	locationview,resetcombat
0x005aa12c	static	0x6a4	4	write	scalar	1	0	1	locationview
0x005aa12c	static	0x6a8	1|4	read-write	scalar	0	14	1	locationview
0x005aa12c	static	0x6ac	4	read-write	scalar	0	6	2	locationview,resetcombat
0x005aa12c	static	0x6b0	4	write	scalar	1	0	1	locationview
0x005aa12c	static	0x6b4	4	write	scalar	1	0	1	locationview
0x005aa12c	static	0x6b8	4	write	scalar	1	0	1	locationview
0x005aa12c	static	0x6bc	4	write	scalar	1	0	1	locationview
0x005aa12c	static	0x6c0	4	write	scalar	1	0	1	locationview
0x005aa12c	static	0x6c4	4	write	scalar	1	0	1	locationview
0x005aa12c	static	0x6c8	0	read	scalar	1	1	0	-
0x005aa12c	static	0x720	4	write	scalar	1	0	1	locationview
0x005aa12c	static	0x724	0	read	indexed	0	2	0	-
0x005aa12c	static	0x740	0|4	read-write	scalar	1	1	1	resetcombat
0x005aa12c	static	0x744	0|4	read	scalar	0	1	0	-
0x005aa12c	static	0xb98	4	write	scalar	1	0	2	locationview,resetcombat
0x005aa12c	static	0xb9c	4	write	scalar	1	0	1	locationview
0x005aa12c	static	0xba0	4	write	scalar	1	0	1	locationview
0x005aa12c	static	0xba4	4	write	scalar	1	0	1	locationview
0x005aa12c	static	0xba8	4	write	scalar	1	0	1	locationview
0x005aa12c	static	0xbac	4	write	scalar	1	0	1	locationview
0x005aa12c	static	0xbb0	4	write	scalar	1	0	2	locationview,resetcombat
0x005aa12c	static	0xbb4	4	write	scalar	1	0	1	locationview
0x005aa12c	static	0xbb8	4	write	scalar	1	0	1	locationview
0x005aa12c	static	0xbbc	0|4	read-write	scalar	1	2	2	locationview,resetcombat
0x005aa12c	static	0xbc0	4	read-write	scalar	1	1	2	locationview,resetcombat
0x005aa12c	static	0xbc4	4	read-write	scalar	1	1	2	locationview,resetcombat
0x005aa12c	static	0xbc8	0	read	scalar	1	2	0	-
0x005aa12c	static	0xbd8	4	read-write	scalar	1	1	1	resetcombat
0x005aa12c	static	0xbdc	4	read-write	scalar	1	1	1	resetcombat
0x005aa12c	static	0xbe0	4	read-write	scalar	1	1	1	resetcombat
0x005aa12c	static	0xbe4	4	read-write	scalar	1	1	1	resetcombat
0x005aa12c	static	0xbec	4	read-write	scalar	1	1	2	locationview,resetcombat
0x005aa12c	static	0xbf0	4	write	scalar	1	0	1	locationview
0x005aa12c	static	0xbf4	4	write	scalar	1	0	1	locationview
0x005aa12c	static	0xbf8	4	read-write	scalar	1	1	2	locationview,resetcombat
0x005aa12c	static	0xbfc	4	write	scalar	1	0	1	locationview
0x005aa12c	static	0xc00	4	write	scalar	1	0	1	locationview
0x005aa12c	static	0xc04	4	write	scalar	1	0	1	locationview
0x005aa12c	static	0xc08	4	write	scalar	1	0	1	locationview
0x005aa12c	static	0xc0c	1	write	scalar	1	0	1	locationview
0x005aa12c	static	0xc10	4	write	scalar	1	0	1	locationview
0x005aa12c	static	0xc14	4	write	scalar	1	0	1	locationview
0x005aa12c	static	0xc18	4	write	scalar	1	0	1	locationview
0x005aa12c	static	0xc1c	4	write	scalar	1	0	1	locationview
0x005aa12c	static	0xc20	4	write	scalar	1	0	1	locationview
0x005aa12c	static	0xc24	4	write	scalar	1	0	1	locationview
0x005aa12c	static	0xc28	1	write	scalar	1	0	1	locationview
0x005aa12c	static	0xc2c	4	write	scalar	1	0	1	locationview
0x005aa12c	static	0xc30	1	write	scalar	1	0	1	locationview
0x005aa12c	static	0xc34	4	write	scalar	1	0	1	locationview
0x005aa12c	static	0xc38	1	write	scalar	1	0	1	locationview
0x005aa12c	static	0xc3c	0	read	scalar	0	1	0	-
0x005aa12c	static	0xc64	4	write	scalar	1	0	1	newgame
0x005aa12c	static	0xc68	4	read-write	scalar	1	1	1	resetcombat
0x005aa12c	static	0xc84	1|4	read	scalar	0	13	0	-
0x005aa12c	static	0xc88	4	read-write	scalar	0	6	1	resetcombat
0x005aa12c	static	0xd00	0	read	indexed	0	1	0	-
0x005aa12c	static	0xd1c	0|4	read-write	scalar	1	1	1	resetcombat
0x005aa12c	static	0xd20	0|4	read	scalar	0	1	0	-
0x005aa12c	static	0x1174	4	write	scalar	1	0	1	resetcombat
0x005aa12c	static	0x118c	4	write	scalar	1	0	1	resetcombat
0x005aa12c	static	0x1198	0|4	read-write	scalar	1	1	1	resetcombat
0x005aa12c	static	0x119c	4	read-write	scalar	1	1	1	resetcombat
0x005aa12c	static	0x11a0	4	read-write	scalar	1	1	1	resetcombat
0x005aa12c	static	0x11a4	0	read	scalar	1	1	0	-
0x005aa12c	static	0x11b4	4	read-write	scalar	1	1	1	resetcombat
0x005aa12c	static	0x11b8	4	read-write	scalar	1	1	1	resetcombat
0x005aa12c	static	0x11bc	4	read-write	scalar	1	1	1	resetcombat
0x005aa12c	static	0x11c0	4	read-write	scalar	1	1	1	resetcombat
0x005aa12c	static	0x11c8	4	read-write	scalar	1	1	1	resetcombat
0x005aa12c	static	0x11d4	4	read-write	scalar	1	1	1	resetcombat
0x005aa12c	static	0x3b24	0	read	scalar	1	1	0	-
0x005aa12c	static	0x475c	1|4	read	scalar	2	1	0	-
0x005aa12c	static	0x4760	4	read	scalar	2	1	0	-
0x005aa12c	static	0x4764	4	read-write	scalar	0	1	1	resetcombat
0x005aa12c	static	0x4768	4	read-write	scalar	0	1	1	resetcombat
0x005aa12c	static	0x476c	4	read-write	scalar	0	1	1	resetcombat
0x005aa12c	static	0x4770	4	read-write	scalar	0	1	1	resetcombat
0x005aa12c	static	0x4774	4	read	scalar	2	2	0	-
0x005aa12c	static	0x4778	4	write	scalar	1	0	1	newgame
0x005aa12c	static	0x477c	4	write	scalar	1	0	1	newgame
0x005aa12c	static	0x4788	4	write	scalar	1	0	1	newgame
0x005aa12c	static	0x478c	4	read-write	scalar	1	1	1	changecombatmap
0x005aa12c	static	0x4790	4	write	scalar	0	0	2	changecombatmap,resetcombat
0x005aa12c	static	0x4794	4	read-write	scalar	0	1	2	changecombatmap,resetcombat
0x005aa12c	static	0x4798	4	read-write	scalar	0	1	2	changecombatmap,resetcombat
0x005aa12c	static	0x479c	4	read-write	scalar	0	1	2	combatviewtoworld,resetcombat
0x005aa12c	static	0x47a8	1|4	read	scalar	1	1	0	-
0x005aa12c	static	0x47ac	4	read	scalar	1	1	0	-
0x005aa12c	static	0x47b0	1|4	read	scalar	2	1	0	-
0x005aa12c	static	0x47b4	4	read	scalar	2	1	0	-
0x005aa12c	static	0x47b8	4	write	scalar	1	0	3	cityviewtoworld,loadgame,newgame
0x005aa12c	static	0x4820	4	read	scalar	1	3	0	-
0x005aa12c	static	0x4828	4	read	scalar	1	5	0	-
0x005aa12c	static	0x482c	0	read	scalar	0	34	0	-
0x005aa12c	static	0x4830	4	write	scalar	1	0	6	cityviewtoworld,faithselect,faithselectcleanup,formationview,regionview,worldview
0x005aa12c	static	0x4834	4	write	scalar	1	0	5	changecombatmap,changescenariomap,faithselect,loadscenariomap,loadspecialmap
0x005aa12c	static	0x4838	4	write	scalar	1	0	1	cityviewtoworld
0x005aa12c	static	0x4840	4	write	scalar	1	0	1	cityviewtoworld
0x005aa12c	static	0x4844	4	read-write	scalar	1	3	3	cityviewtoworld,faithselect,newgame
0x005aa12c	static	0x4848	0	read	scalar	0	28	0	-
0x005aa12c	static	0x484c	4	read-write	scalar	2	8	5	changecombatmap,changescenariomap,loadscenariomap,loadspecialmap,scanforplaceholders
0x005aa12c	static	0x4850	4	read-write	scalar	1	18	1	faithselect
0x005aa12c	static	0x4854	4	read-write	scalar	2	3	1	faithselect
0x005aa12c	static	0x4858	4	read-write	scalar	2	11	1	faithselect
0x005aa12c	static	0x485c	4	read-write	scalar	2	2	2	addterrainsprite,tick
0x005aa12c	static	0x4860	4	read-write	scalar	1	13	6	deletearmynow,destroyterrainsprite,faithselect,getunittypeeffectivedata,getunittypeeffectivedata_level,getunittypeeffectivedata_levelrange
0x005aa12c	static	0x4864	4	write	scalar	2	0	1	faithselect
0x005aa12c	static	0x4868	4	write	scalar	2	0	1	faithselect
0x005aa12c	static	0x486c	4	read-write	scalar	1	11	1	faithselect
0x005aa12c	static	0x4874	2	read	scalar	1	1	0	-
0x005aa12c	static	0x4880	4	read-write	scalar	1	10	3	cityviewtoworld,faithselect,newgame
0x005aa12c	static	0x4884	4	read-write	scalar	1	10	3	cityviewtoworld,faithselect,newgame
0x005aa12c	static	0x4888	0|4	read-write	scalar	1	13	3	cityviewtoworld,faithselect,newgame
0x005aa12c	static	0x488c	0|4	read-write	scalar	1	13	3	cityviewtoworld,faithselect,newgame
0x005aa12c	static	0x4890	4	read-write	scalar	1	24	3	cityviewtoworld,faithselect,newgame
0x005aa12c	static	0x4894	0|4	read-write	scalar	1	19	3	cityviewtoworld,faithselect,newgame
0x005aa12c	static	0x4898	4	read-write	scalar	0	13	3	cityviewtoworld,faithselect,newgame
0x005aa12c	static	0x489c	4	read-write	scalar	0	12	3	cityviewtoworld,faithselect,newgame
0x005aa12c	static	0x48a0	4	write	scalar	1	0	1	faithselect
0x005aa12c	static	0x48a4	4	write	scalar	1	0	1	faithselect
0x005aa12c	static	0x48a8	4	write	scalar	1	0	1	faithselect
0x005aa12c	static	0x48ac	4	write	scalar	1	0	1	faithselect
0x005aa12c	static	0x48b0	4	write	scalar	1	0	1	faithselect
0x005aa12c	static	0x48b4	4	write	scalar	1	0	1	faithselect
0x005aa12c	static	0x48b8	4	write	scalar	1	0	1	faithselect
0x005aa12c	static	0x48bc	4	write	scalar	1	0	1	faithselect
0x005aa12c	static	0x48c0	4	write	scalar	1	0	1	faithselect
0x005aa12c	static	0x48c4	4	write	scalar	1	0	1	faithselect
0x005aa12c	static	0x48c8	4	write	scalar	1	0	1	faithselect
0x005aa12c	static	0x48cc	4	write	scalar	1	0	1	faithselect
0x005aa12c	static	0x48d0	4	write	scalar	1	0	1	faithselect
0x005aa12c	static	0x48f4	4	write	scalar	2	0	1	faithselect
0x005aa12c	static	0x4900	4	write	scalar	2	0	1	faithselect
0x005aa12c	static	0x4904	0|4	read-write	scalar	1	4	1	cityviewtoworld
0x005aa12c	static	0x4908	4	write	scalar	2	0	1	cityviewtoworld
0x005aa12c	static	0x490c	4	read-write	scalar	2	1	1	cityviewtoworld
0x005aa12c	static	0x4910	4	read-write	scalar	2	1	1	cityviewtoworld
0x005aa12c	static	0x4914	4	read-write	scalar	2	1	1	cityviewtoworld
0x005aa12c	static	0x4918	4	write	scalar	2	0	1	cityviewtoworld
0x005aa12c	static	0x491c	4	read-write	scalar	2	1	1	cityviewtoworld
0x005aa12c	static	0x4920	4	read-write	scalar	2	1	1	cityviewtoworld
0x005aa12c	static	0x4924	4	read-write	scalar	2	1	1	cityviewtoworld
0x005aa12c	static	0x4928	4	read-write	scalar	2	1	1	cityviewtoworld
0x005aa12c	static	0x492c	4	write	scalar	2	0	1	cityviewtoworld
0x005aa12c	static	0x4930	4	write	scalar	2	0	1	cityviewtoworld
0x005aa12c	static	0x4938	4	read-write	scalar	2	1	1	cityviewtoworld
0x005aa12c	static	0x493c	4	read-write	scalar	2	1	1	cityviewtoworld
0x005aa12c	static	0x4a58	4	read-write	scalar	2	1	1	cityviewtoworld
0x005aa12c	static	0x4a5c	4	write	scalar	2	0	1	cityviewtoworld
0x005aa12c	static	0x4b0c	4	read-write	scalar	2	1	1	cityviewtoworld
0x005aa12c	static	0x4b10	4	write	scalar	2	0	1	cityviewtoworld
0x005aa12c	static	0x4b34	0|4	read-write	scalar	1	5	2	loadscenariomap,loadspecialmap
0x005aa12c	static	0x4b38	0	read	scalar	1	1	0	-
0x005aa12c	static	0x4c3c	0	read	scalar	1	3	0	-
0x005aa12c	static	0x4d4c	0|4	read-write	scalar	0	4	3	faithselect,newgame,tick
0x005aa12c	static	0x4d50	4	read-write	scalar	2	1	1	faithselect
0x005aa12c	static	0x4d58	4	write	scalar	2	0	1	tick
0x005aa12c	static	0x4d5c	4	write	scalar	2	0	1	tick
0x005aa12c	static	0x4d60	0|4	read-write	scalar	0	3	2	faithselect,newgame
0x005aa12c	static	0x4d64	4	read-write	scalar	2	1	1	faithselect
0x005aa12c	static	0x4d74	0|4	read-write	scalar	0	3	2	faithselect,newgame
0x005aa12c	static	0x4d78	4	read-write	scalar	2	1	1	faithselect
0x005aa12c	static	0x4d84	0|4	read-write	scalar	0	3	2	faithselect,newgame
0x005aa12c	static	0x4d88	4	read-write	scalar	2	1	1	faithselect
0x005aa12c	static	0x4d94	0|4	read-write	scalar	0	3	2	faithselect,newgame
0x005aa12c	static	0x4d98	4	read-write	scalar	2	1	1	faithselect
0x005aa12c	static	0x4da4	0|4	read-write	scalar	0	3	2	faithselect,newgame
0x005aa12c	static	0x4da8	4	read-write	scalar	2	1	1	faithselect
0x005aa12c	static	0x4db0	0|4	read	scalar	1	1	0	-
0x005aa12c	static	0x4db4	0	read	scalar	2	1	0	-
0x005aa12c	static	0x4db8	4	read	scalar	2	1	0	-
0x005aa12c	static	0x4dc4	0	read	scalar	1	1	0	-
0x005aa12c	static	0x4dc8	4	read-write	scalar	1	1	1	tick
0x005aa12c	static	0x4dcc	4	write	scalar	1	0	1	tick
0x005aa12c	static	0x4dd8	0|4	read-write	scalar	0	7	6	changecombatmap,changescenariomap,faithselect,loadscenariomap,loadspecialmap,newgame
0x005aa12c	static	0x4ddc	4	write	scalar	1	0	5	changecombatmap,changescenariomap,faithselect,loadscenariomap,loadspecialmap
0x005aa12c	static	0x4de0	4	write	scalar	1	0	5	changecombatmap,changescenariomap,faithselect,loadscenariomap,loadspecialmap
0x005aa12c	static	0x4de4	4	write	scalar	1	0	5	changecombatmap,changescenariomap,faithselect,loadscenariomap,loadspecialmap
0x005aa12c	static	0x4de8	0	read	scalar	2	2	0	-
0x005aa12c	static	0x4f84	4	read-write	scalar	2	2	2	faithselect,newgame
0x005aa12c	static	0x4f90	4	write	scalar	1	0	5	changecombatmap,changescenariomap,faithselect,loadscenariomap,loadspecialmap
0x005aa12c	static	0x4f94	0	read	scalar	1	6	0	-
0x005aa12c	static	0x4fac	4	write	scalar	1	0	1	tick
0x005aa12c	static	0x4fb0	4	read-write	scalar	1	1	1	tick
0x005aa12c	static	0x4fb4	0	read	scalar	1	1	0	-
0x005aa12c	static	0x4fc8	0	read	scalar	1	1	0	-
0x005aa12c	static	0x4fcc	0|4	read	indexed	1	1	0	-
0x005aa12c	static	0x4fec	4	read-write	scalar	1	2	1	combatviewtoworld
0x005aa12c	static	0x4ff0	4	read	scalar	1	2	0	-
0x005aa12c	static	0x5004	0|4	read-write	scalar	1	1	1	newgame
0x005aa12c	static	0x5008	0|1|4	read-write	scalar	1	2	2	newgame,tick
0x005aa12c	static	0x500c	4	read	scalar	0	1	0	-
0x005aa12c	static	0x5010	4	read	scalar	0	1	0	-
0x005aa12c	static	0x501c	4	read	scalar	0	1	0	-
0x005aa12c	static	0x5024	4	read-write	scalar	1	2	2	resetcombat,tick
0x005aa12c	static	0x5028	4	write	scalar	0	0	1	resetcombat
0x005aa12c	static	0x502c	4	read	scalar	1	2	0	-
0x005aa12c	static	0x5030	4	read	scalar	1	2	0	-
0x005aa12c	static	0x5034	4	read-write	scalar	1	1	2	resetnetworking,startnetgame
0x005aa12c	static	0x5038	4	write	scalar	1	0	2	resetnetworking,startnetgame
0x005aa12c	static	0x503c	4	write	scalar	1	0	2	resetnetworking,startnetgame
0x005aa12c	static	0x5040	1|4	read	scalar	2	1	0	-
0x005aa12c	static	0x5044	4	read	scalar	2	1	0	-
0x005aa12c	static	0x5048	4	read-write	scalar	0	1	2	resetcombat,tick
0x005aa12c	static	0x504c	1|4	read	scalar	2	1	0	-
0x005aa12c	static	0x5050	4	read	scalar	2	1	0	-
0x005aa12c	static	0x5058	4	read-write	scalar	2	1	2	netgamestarted,tick
0x005aa12c	static	0x505c	4	read-write	scalar	2	1	2	netgamestarted,tick
0x005aa12c	static	0x5060	4	read-write	scalar	2	1	1	netgamestarted
0x005aa12c	static	0x5064	4	read-write	scalar	1	3	1	setpause
0x005aa12c	static	0x5068	0	read	indexed	0	12	0	-
0x005aa12c	static	0x509c	0	read	scalar	2	1	0	-
0x005aa12c	static	0x50a4	0	read	scalar	2	1	0	-
0x005aa12c	static	0x50a8	4	write	scalar	2	0	1	newgame
0x005aa12c	static	0x50ac	0	read	indexed	1	1	0	-
0x005aa12c	static	0x50d0	0	read	scalar	2	1	0	-
0x005aa12c	static	0x5d64	0	read	scalar	2	1	0	-
0x005aa12c	static	0x5d78	0	read	scalar	2	1	0	-
0x005aa12c	static	0x5d8c	4	read	scalar	2	1	0	-
0x005aa12c	static	0x5d90	0	read	scalar	2	1	0	-
0x005aa12c	static	0x6610	0|4	read-write	scalar	2	2	1	newgame
0x005aa12c	static	0x6614	0|4	read-write	scalar	2	1	1	newgame
0x005aa12c	static	0x6618	0|4	read-write	indexed	1	2	1	newgame
0x005aa12c	static	0x661c	0|4	read-write	scalar	2	1	1	loadgame
0x005aa12c	static	0x6620	0|4	read-write	indexed	1	1	1	loadgame
0x005aa12c	static	0x6624	4	read-write	scalar	2	1	1	loadgame
0x005aa12c	static	0x6640	0|1|4	read-write	indexed	0	9	3	cityviewtoworld,loadgame,newgame
0x005aa12c	static	0x6648	0	read	scalar	2	2	0	-
0x005aa12c	static	0x6ccc	0	read	scalar	2	2	0	-
0x005ae974	static	0x8	4	read	scalar	1	66	0	-
0x005ae974	static	0xc	4	read	scalar	2	1	0	-
0x005ae974	static	0x10	4	read	scalar	1	39	0	-
0x005ae974	static	0x14	4	read-write	scalar	2	1	1	indicatepath
0x005ae974	static	0x18	4	read	scalar	1	29	0	-
0x005ae974	static	0x1c	4	read	scalar	1	1	0	-
0x005ae974	static	0x24	4	read	scalar	1	27	0	-
0x00584ae8	static	0x0	4	write	indexed	1	0	1	setlineofsite
0x00584ae8	static	0x110	4	read	scalar	1	1	0	-
0x00584ae8	static	0x170	0|4	read	scalar	1	1	0	-
0x00584ae8	static	0x174	4	write	scalar	1	0	1	specifyspelltarget
0x00584ae8	static	0x178	4	write	scalar	1	0	1	specifyspelltarget
0x00584ae8	static	0x17c	4	write	scalar	1	0	1	specifyspelltarget
0x00584ae8	static	0x180	4	write	scalar	1	0	1	specifyspelltarget
0x00584ae8	static	0x184	4	write	scalar	1	0	1	specifyspelltarget
0x00584ae8	static	0x1b0	1|4	read	scalar	2	3	0	-
0x00584ae8	static	0x1b4	4	read	scalar	2	3	0	-
