operator	base	base_kind	offset	width	access	indexed	depth
abracadabra	0x005ae958	static	0x64	4	read	scalar	1
abracadabra	0x005ae958	static	0x68	4	read	scalar	1
actual2relative	0x00579458	static	0x40	4	read	scalar	1
actual2relative	0x00579458	static	0x44	4	read	scalar	1
addauratype	0x005cd334	static	0x0	4	read	scalar	1
addauratype	0x005cd334	static	0x4	4	read	scalar	1
addauratype	0x005cd334	static	0x4	4	write	scalar	1
addauratype	0x005cd334	static	0x8	4	read	scalar	1
addbestetaattackrequest	0x005ccedc	static	0x0	4	read	scalar	2
addbestetaattackrequest	0x005ccedc	static	0x4	4	read	scalar	2
addbestetaattackrequest	0x005ccedc	static	0x8	4	read	scalar	2
addbestetaattackrequest	0x005ccedc	static	0x10	0	read	scalar	2
addbuildinginfo	0x005cd310	static	0x0	4	read	scalar	2
addbuildinginfo	0x005cd310	static	0x4	4	read	scalar	2
addbuildinginfo	0x005cd310	static	0x4	4	write	scalar	2
addbuildinginfo	0x005cd310	static	0x8	4	read	scalar	2
addcapitol	0x005aa12c	static	0x482c	0	read	scalar	1
addcapitol	0x005aa12c	static	0x4848	0	read	scalar	2
addcapitol	0x005aa12c	static	0x484c	4	read	scalar	2
addcapitol	0x005aa12c	static	0x4890	4	read	scalar	2
addcapitol	0x005aa12c	static	0x4898	4	read	scalar	2
addcapitol	0x005aa12c	static	0x489c	4	read	scalar	2
addclosestarmyrequest	0x005ccedc	static	0x0	4	read	scalar	2
addclosestarmyrequest	0x005ccedc	static	0x4	4	read	scalar	2
addclosestarmyrequest	0x005ccedc	static	0x8	4	read	scalar	2
addclosestarmyrequest	0x005ccedc	static	0x10	0	read	scalar	2
adddirtyregion	0x005a79f0	static	0x0	4	read	scalar	2
adddirtyregion	0x005a79f0	static	0x0	4	write	scalar	2
adddirtyregion	0x005a79f0	static	0x4	4	read	scalar	2
adddirtyregion	0x005a79f0	static	0x8	4	read	scalar	2
adddirtyregion	0x005a79f0	static	0x8	4	write	scalar	2
adddirtyregion	0x005a79f0	static	0xc	4	read	scalar	2
adddirtyregion	0x005a79f0	static	0xc	4	write	scalar	2
adddirtyregion	0x005a79f0	static	0x10	4	read	scalar	2
adddirtyregion	0x005a79f0	static	0x14	4	read	scalar	1
adddirtyregion	0x005a79f0	static	0x18	4	read	scalar	1
adddirtyregion	0x005a79f0	static	0x1c	4	read	scalar	1
adddirtyregion	0x005a79f0	static	0x20	4	read	scalar	1
addextramilitaryunitnow	0x005aa12c	static	0x6a8	4	read	scalar	1
addextramilitaryunitnow	0x005aa12c	static	0xc84	4	read	scalar	1
addextramilitaryunitnow	0x005aa12c	static	0x482c	0	read	scalar	1
addextramilitaryunitnow	0x005aa12c	static	0x4848	0	read	scalar	2
addextramilitaryunitnow	0x005aa12c	static	0x484c	4	read	scalar	2
addextramilitaryunitnow	0x005aa12c	static	0x4890	4	read	scalar	2
addextramilitaryunitnow	0x005aa12c	static	0x4894	4	read	scalar	2
addextramilitaryunitnow	0x005aa12c	static	0x4898	4	read	scalar	2
addextramilitaryunitnow	0x005aa12c	static	0x489c	4	read	scalar	2
addextramilitaryunitnow	0x005cd18c	static	0x0	4	read	scalar	1
addextramilitaryunitnow	0x005cd18c	static	0x0	4	write	scalar	1
addextramilitaryunitnow	0x005cd2f4	indirect	0x0	0	read	indexed	0
addfaithselection	0x005aa1dc	static	0x0	4	read	scalar	1
addfaithselection	0x005aa1dc	static	0x4	4	read	scalar	1
addfaithselection	0x005aa1dc	static	0x4	4	write	scalar	1
addfaithselection	0x005aa1dc	static	0x8	4	read	scalar	1
addfaithselection	0x005cd2f4	indirect	0x0	0	read	indexed	0
addfollower	0x005ae958	static	0x1c	0	read	scalar	1
addfollower	0x005ae958	static	0x20	4	read	scalar	1
addfollower	0x005ae958	static	0x24	4	read	scalar	2
addfollower	0x005ae958	static	0x2c	4	read	scalar	2
addfollower	0x005ae958	static	0x34	4	read	scalar	2
addfollower	0x005ae958	static	0x34	4	write	scalar	2
addfollower	0x005ae958	static	0x40	4	read	scalar	2
addfollower	0x005ae958	static	0x64	4	read	scalar	1
addfollower	0x005ae958	static	0x68	4	read	scalar	2
addhelppanel	0x005aa1f0	static	0x0	4	read	scalar	1
addhelppanel	0x005aa1f0	static	0x4	4	read	scalar	1
addhelppanel	0x005aa1f0	static	0x4	4	write	scalar	1
addhelppanel	0x005aa1f0	static	0x8	4	read	scalar	1
addhotkey	0x00584cc4	static	0x0	4	read	scalar	1
addhotkey	0x00584cc4	static	0x4	4	read	scalar	1
addhotkey	0x00584cc4	static	0x4	4	write	scalar	1
addhotkey	0x00584cc4	static	0x8	4	read	scalar	1
addmissiletype	0x005cd2f8	static	0x0	4	read	scalar	1
addmissiletype	0x005cd2f8	static	0x4	4	read	scalar	1
addmissiletype	0x005cd2f8	static	0x4	4	write	scalar	1
addmissiletype	0x005cd2f8	static	0x8	4	read	scalar	1
addmounttype	0x005cd328	static	0x0	4	read	scalar	1
addmounttype	0x005cd328	static	0x4	4	read	scalar	1
addmounttype	0x005cd328	static	0x4	4	write	scalar	1
addmounttype	0x005cd328	static	0x8	4	read	scalar	1
addquest	0x005aeedc	static	0x0	4	read	scalar	1
addquest	0x005aeedc	static	0x4	4	read	scalar	1
addquest	0x005aeedc	static	0x4	4	write	scalar	2
addquest	0x005aeedc	static	0x8	4	read	scalar	2
addquest	0x005cd2e0	static	0x4	4	read	scalar	1
addquest	0x005cd2e0	static	0x8	4	read	scalar	1
addquestdefinition	0x005cd2e0	static	0x0	4	read	scalar	1
addquestdefinition	0x005cd2e0	static	0x4	4	read	scalar	1
addquestdefinition	0x005cd2e0	static	0x4	4	write	scalar	1
addquestdefinition	0x005cd2e0	static	0x8	4	read	scalar	1
addreferencepalette	0x005cd34c	static	0x0	4	read	scalar	1
addreferencepalette	0x005cd34c	static	0x4	4	read	scalar	1
addreferencepalette	0x005cd34c	static	0x4	4	write	scalar	1
addreferencepalette	0x005cd34c	static	0x8	4	read	scalar	1
addsatellite	0x005aa12c	static	0x482c	0	read	scalar	1
addsatellite	0x005aa12c	static	0x4848	0	read	scalar	2
addsatellite	0x005aa12c	static	0x484c	4	read	scalar	2
addsatellite	0x005aa12c	static	0x4890	4	read	scalar	2
addsatellite	0x005aa12c	static	0x4898	4	read	scalar	2
addsatellite	0x005aa12c	static	0x489c	4	read	scalar	2
addsatellite	0x005ae958	static	0x14	4	read	scalar	1
addsatellite	0x005ae958	static	0x6c	4	read	scalar	1
addsatellite	0x005ae958	static	0x70	4	read	scalar	1
addsatellite	0x005ae974	static	0x8	4	read	scalar	1
addsatellite	0x005ae974	static	0x18	4	read	scalar	1
addsatellite	0x005ae974	static	0x24	4	read	scalar	1
addsoundfx	0x005863bc	static	0x0	4	read	scalar	1
addsoundfx	0x005863bc	static	0x4	4	read	scalar	1
addsoundfx	0x005863bc	static	0x4	4	write	scalar	1
addsoundfx	0x005863bc	static	0x8	4	read	scalar	1
addspelldef	0x005aee6c	static	0x0	4	read	scalar	1
addspelldef	0x005aee6c	static	0x0	4	write	scalar	1
addspelldef	0x005aee6c	static	0x4	4	read	scalar	1
addspelldef	0x005aee6c	static	0x8	4	read	scalar	1
addspelleffect	0x005ae958	static	0x6c	4	read	scalar	1
addspelleffect	0x005ae958	static	0x70	4	read	scalar	1
addterrainsprite	0x005aa12c	static	0x482c	0	read	scalar	1
addterrainsprite	0x005aa12c	static	0x4848	0	read	scalar	1
addterrainsprite	0x005aa12c	static	0x484c	4	read	scalar	2
addterrainsprite	0x005aa12c	static	0x4850	4	read	scalar	2
addterrainsprite	0x005aa12c	static	0x4854	4	read	scalar	2
addterrainsprite	0x005aa12c	static	0x485c	4	read	scalar	2
addterrainsprite	0x005aa12c	static	0x485c	4	write	scalar	2
addterrainsprite	0x005aa12c	static	0x4860	4	read	scalar	2
addterrainsprite	0x005aa12c	static	0x486c	4	read	scalar	2
addterrainsprite	0x005aa12c	static	0x4890	4	read	scalar	2
addterrainsprite	0x005aa12c	static	0x4898	4	read	scalar	2
addterrainsprite	0x005aa12c	static	0x489c	4	read	scalar	2
addterrainspritetype	0x005cd304	static	0x0	4	read	scalar	1
addterrainspritetype	0x005cd304	static	0x4	4	read	scalar	1
addterrainspritetype	0x005cd304	static	0x4	4	write	scalar	1
addterrainspritetype	0x005cd304	static	0x8	4	read	scalar	1
addtobarter	0x00584cd4	static	0x8	4	read	scalar	1
addtobarter	0x00584cd4	static	0xc	4	read	scalar	1
addtobarter	0x00584cd4	static	0x2c	0	read	indexed	1
addtobarter	0x00584cd4	static	0x2c	1	read	indexed	1
addunit	0x005aa12c	static	0x6a8	4	read	scalar	1
addunit	0x005aa12c	static	0xc84	4	read	scalar	1
addunit	0x005aa12c	static	0x482c	0	read	scalar	1
addunit	0x005aa12c	static	0x4848	0	read	scalar	2
addunit	0x005aa12c	static	0x484c	4	read	scalar	2
addunit	0x005aa12c	static	0x4890	4	read	scalar	2
addunit	0x005aa12c	static	0x4894	4	read	scalar	2
addunit	0x005aa12c	static	0x4898	4	read	scalar	2
addunit	0x005aa12c	static	0x489c	4	read	scalar	2
addunit	0x005cd2f4	indirect	0x0	0	read	indexed	0
addunitnow	0x005aa12c	static	0x6a8	4	read	scalar	1
addunitnow	0x005aa12c	static	0xc84	4	read	scalar	1
addunitnow	0x005aa12c	static	0x482c	0	read	scalar	1
addunitnow	0x005aa12c	static	0x4848	0	read	scalar	2
addunitnow	0x005aa12c	static	0x484c	4	read	scalar	2
addunitnow	0x005aa12c	static	0x4890	4	read	scalar	2
addunitnow	0x005aa12c	static	0x4894	4	read	scalar	2
addunitnow	0x005aa12c	static	0x4898	4	read	scalar	2
addunitnow	0x005aa12c	static	0x489c	4	read	scalar	2
addunitnow	0x005cd2f4	indirect	0x0	0	read	indexed	0
addvirtualunit	0x005869f4	indirect	0x0	4	read	scalar	1
addvirtualunit	0x005869f4	indirect	0x4c	4	read	scalar	0
addvirtualunit	0x005869f4	indirect	0x4c	4	write	scalar	1
addvirtualunit	0x005869f4	indirect	0xc4	0	read	indexed	1
addvirtualunit	0x005869f8	static	0x0	4	read	scalar	0
adjustbartertoratio	0x00584cd4	static	0x8	4	read	scalar	1
adjustbartertoratio	0x00584cd4	static	0xc	4	read	scalar	1
adjustbartertoratio	0x00584cd4	static	0x28	0	read	indexed	2
aimedattack	0x005cd2f4	indirect	0x0	0	read	indexed	0
ambientlight	0x00584ae8	static	0x278	0	read	scalar	2
ambientlight	0x00584ae8	static	0x680	4	read	scalar	1
ambientlight	0x00584ae8	static	0x684	4	read	scalar	1
ambientlight	0x00584ae8	static	0x688	4	read	scalar	1
ambientlight	0x00584ae8	static	0x68c	4	read	scalar	1
ambientlight	0x00584ae8	static	0x2be4	4	read	scalar	2
ambientlight	0x00584ae8	static	0x2bec	4	read	scalar	1
ambientlight	0x005876d0	static	0x0	4	read	scalar	1
ambientlight	0x005876d0	static	0x8	4	write	scalar	1
ambientlight	0x005876d0	static	0xc	4	write	scalar	1
ambientlight	0x005876d0	static	0x10	4	write	scalar	1
ambientlight	0x005876d0	static	0x14	4	write	scalar	1
animation	0x005a7b50	static	0x0	4	read	scalar	2
animation	0x005a7b50	static	0x4	4	read	scalar	2
any_en_route?	0x005ae974	static	0x8	4	read	scalar	1
any_en_route?	0x005ae974	static	0x10	4	read	scalar	1
any_en_route?	0x005ae974	static	0x18	4	read	scalar	1
any_en_route?	0x005ae974	static	0x24	4	read	scalar	1
anythingat	0x005ae958	static	0x64	4	read	scalar	1
anythingat	0x005ae958	static	0x6c	4	read	scalar	1
anythingat	0x005ae958	static	0x70	4	read	scalar	1
anythinglocation	0x005ae974	static	0x8	4	read	scalar	1
anythinglocation	0x005ae974	static	0x10	4	read	scalar	1
anythingowner	0x005ae974	static	0x8	4	read	scalar	1
anythingowner	0x005ae974	static	0x10	4	read	scalar	1
armiesaveragespeed	0x005ae958	static	0x34	4	read	scalar	1
armiesaveragespeed	0x005ae958	static	0x40	4	read	scalar	1
armiesstrengthgreaterthan	0x005ae958	static	0x34	4	read	scalar	1
armiesstrengthgreaterthan	0x005ae958	static	0x40	4	read	scalar	1
armiesstrengthlessthan	0x005ae958	static	0x34	4	read	scalar	1
armiesstrengthlessthan	0x005ae958	static	0x40	4	read	scalar	1
army_en_route?	0x005ae974	static	0x8	4	read	scalar	1
army_en_route?	0x005ae974	static	0x10	4	read	scalar	1
army_en_route?	0x005ae974	static	0x18	4	read	scalar	1
army_en_route?	0x005ae974	static	0x24	4	read	scalar	1
armyactual2relative	0x00579458	static	0x40	4	read	scalar	1
armyactual2relative	0x00579458	static	0x44	4	read	scalar	1
armyat	0x005ae958	static	0x64	4	read	scalar	1
armyat	0x005ae958	static	0x6c	4	read	scalar	1
armyat	0x005ae958	static	0x70	4	read	scalar	1
armyflee	0x005aa12c	static	0x482c	0	read	scalar	1
armyflee	0x005aa12c	static	0x4890	4	read	scalar	2
armyflee	0x005aa12c	static	0x4894	4	read	scalar	2
armyrelative2actual	0x00579458	static	0x40	4	read	scalar	1
armyrelative2actual	0x00579458	static	0x44	4	read	scalar	1
arrow_scroll	0x005876d0	static	0x1a4	4	read	scalar	1
arrow_scroll	0x005876d0	static	0x1a8	4	read	scalar	1
arrow_scroll	0x005876d0	static	0x1b0	4	write	scalar	1
arrow_scroll	0x005876d0	static	0x1b4	4	write	scalar	1
arrow_scroll	0x005876d0	static	0x1ec	4	read	scalar	1
arrow_scroll	0x005876d0	static	0x1f0	4	read	scalar	1
arrow_scroll	0x005876d0	static	0x1fc	4	write	scalar	1
arrow_scroll	0x005876d0	static	0x200	4	write	scalar	1
artifacttype	0x005cd340	static	0x0	4	read	scalar	1
artifacttype	0x005cd340	static	0x0	4	write	scalar	1
artifacttype	0x005cd340	static	0x4	4	read	scalar	1
artifacttype	0x005cd340	static	0x8	4	read	scalar	1
attackfacingvalue	0x005787ac	indirect	0x1c	4	read	scalar	0
attackfacingvalue	0x005787ac	indirect	0x44	4	read	scalar	0
attackfacingvalue	0x005787b0	indirect	0x1c	4	read	scalar	0
attackorder	0x005aa12c	static	0x5068	0	read	indexed	1
autoregions	0x005ae958	static	0x14	4	read	scalar	1
autoregions	0x005ae958	static	0x6c	4	read	scalar	1
autoregions	0x005ae958	static	0x70	4	read	scalar	1
autoregions	0x005ae974	static	0x8	4	read	scalar	1
autoregions	0x005ae974	static	0x18	4	read	scalar	1
autoregions	0x005ae974	static	0x24	4	read	scalar	1
autoregions	0x005aef04	static	0x0	4	read	scalar	0
autoregions	0x005aef04	static	0x4	4	read	scalar	0
autoregions	0x005aef04	static	0x8	4	read	scalar	1
autoregions	0x005aef04	static	0xc	4	read	scalar	0
autoregions	0x005aef04	static	0x1ac	4	read	scalar	0
autoregions	0x005aef04	static	0x1ac	4	write	scalar	0
autoregions	0x005aef04	static	0x1b0	4	read	scalar	0
autoregions	0x005aef04	static	0x1b0	4	write	scalar	0
autoregions	0x005aef04	static	0x1bc	0	read	scalar	0
autoregions	0x005aef04	static	0x1d8	4	read	scalar	0
autoregions	0x005aef04	static	0x214	4	read	scalar	0
autoregions	0x005aef04	static	0x230	4	read	scalar	0
autoregions	0x005aef04	static	0x234	4	read	scalar	1
autoregions	0x005aef04	static	0x238	4	read	scalar	1
autoregions	0x005aef04	static	0x23c	4	read	scalar	0
balkothdeathcounter	0x005aa12c	static	0x8	0	read	scalar	1
balkothdeathcounter	0x005aa12c	static	0x28	0	read	scalar	1
balkothdeathcounter	0x005aa12c	static	0xc8	0	read	scalar	1
balkothdeathcounter	0x005aa12c	static	0xc8	4	read	scalar	1
balkothdeathcounter	0x005aa12c	static	0xcc	4	read	scalar	1
bargraph	0x005a7b50	static	0x0	4	read	scalar	2
bargraph	0x005a7b50	static	0x4	4	read	scalar	2
barteraccept	0x00584cd4	static	0x8	4	read	scalar	1
barteraccept	0x00584cd4	static	0xc	4	read	scalar	1
barteraccept	0x00584cd4	static	0x10	4	write	scalar	1
barteraccept	0x00584cd4	static	0x14	4	write	scalar	1
barteraccept	0x00584cd4	static	0x18	4	read	scalar	1
barteraccept	0x00584cd4	static	0x18	4	write	scalar	1
barterattack	0x00584cd4	static	0x8	4	read	scalar	1
barterattack	0x00584cd4	static	0xc	4	read	scalar	1
barterattack	0x00584cd4	static	0x10	4	write	scalar	1
barterattack	0x00584cd4	static	0x14	4	write	scalar	1
barterattack	0x00584cd4	static	0x18	4	read	scalar	1
barterattack	0x00584cd4	static	0x18	4	write	scalar	1
barterattack	0x00584cd4	static	0x1d	1	read	scalar	1
barterattack	0x00584cd4	static	0x1d	1	write	scalar	1
barterattackautocalc	0x00584cd4	static	0x8	4	read	scalar	1
barterattackautocalc	0x00584cd4	static	0xc	4	read	scalar	1
barterattackautocalc	0x00584cd4	static	0x10	4	write	scalar	1
barterattackautocalc	0x00584cd4	static	0x14	4	write	scalar	1
barterattackautocalc	0x00584cd4	static	0x18	4	read	scalar	1
barterattackautocalc	0x00584cd4	static	0x18	4	write	scalar	1
barterattackautocalc	0x00584cd4	static	0x1d	1	read	scalar	1
barterattackautocalc	0x00584cd4	static	0x1d	1	write	scalar	1
bartercancelrenegotiate	0x00584cd4	static	0x14	4	read	scalar	1
bartercancelrenegotiate	0x00584cd4	static	0x18	4	read	scalar	1
bartercancelrenegotiate	0x00584cd4	static	0x18	4	write	scalar	1
barternotinterested	0x00584cd4	static	0x8	4	read	scalar	1
barternotinterested	0x00584cd4	static	0xc	4	read	scalar	1
barternotinterested	0x00584cd4	static	0x10	4	write	scalar	1
barternotinterested	0x00584cd4	static	0x14	4	write	scalar	1
barternotinterested	0x00584cd4	static	0x18	4	read	scalar	1
barternotinterested	0x00584cd4	static	0x18	4	write	scalar	1
barterpropose	0x00584cd4	static	0x8	4	read	scalar	1
barterpropose	0x00584cd4	static	0xc	4	read	scalar	1
barterpropose	0x00584cd4	static	0x10	4	write	scalar	1
barterpropose	0x00584cd4	static	0x14	4	write	scalar	1
barterpropose	0x00584cd4	static	0x18	4	read	scalar	1
barterpropose	0x00584cd4	static	0x18	4	write	scalar	1
barterrenegotiate	0x00584cd4	static	0x14	4	read	scalar	1
barterrenegotiate	0x00584cd4	static	0x18	4	read	scalar	1
barterrenegotiate	0x00584cd4	static	0x18	4	write	scalar	1
berserk	0x005cd2f4	indirect	0x0	0	read	indexed	0
blackbackbuffer	0x00584ae8	static	0x684	4	read	scalar	1
blackbackbuffer	0x00584ae8	static	0x688	4	read	scalar	1
blackrenderbuffer	0x00584ae8	static	0x68c	4	read	scalar	1
blackrenderbuffer	0x00584ae8	static	0x2dd4	4	read	scalar	1
blackrenderbuffer	0x00584ae8	static	0x2dd8	4	read	scalar	1
blankimpplayer	0x005a7b50	static	0x0	4	read	scalar	2
blankimpplayer	0x005a7b50	static	0x4	4	read	scalar	2
blttest	0x00584ae8	static	0x684	4	read	scalar	1
blttest	0x0058516c	indirect	0x0	4	read	scalar	0
buildingat	0x005ae958	static	0x64	4	read	scalar	1
buildingat	0x005ae958	static	0x6c	4	read	scalar	1
buildingat	0x005ae958	static	0x70	4	read	scalar	1
button	0x005a7b50	static	0x0	4	read	scalar	2
button	0x005a7b50	static	0x4	4	read	scalar	2
button	0x005a7b54	indirect	0x0	4	read	indexed	0
buttonframe	0x005a7b50	static	0x0	4	read	scalar	2
buttonframe	0x005a7b50	static	0x4	4	read	scalar	2
buttonframeautofree	0x005a7b50	static	0x0	4	read	scalar	2
buttonframeautofree	0x005a7b50	static	0x4	4	read	scalar	1
buybuilding	0x005ae94c	indirect	0x28	4	read	scalar	0
buybuildingoffaith	0x005ae94c	indirect	0x28	4	read	scalar	0
cameraorientation	0x00584ae8	static	0x278	0	read	scalar	2
cameraorientation	0x00584ae8	static	0x680	4	read	scalar	1
cameraorientation	0x00584ae8	static	0x684	4	read	scalar	1
cameraorientation	0x00584ae8	static	0x688	4	read	scalar	1
cameraorientation	0x00584ae8	static	0x68c	4	read	scalar	1
cameraorientation	0x00584ae8	static	0x2be4	4	read	scalar	2
cameraorientation	0x00584ae8	static	0x2bec	4	read	scalar	1
cameraorientation	0x005876d0	static	0x0	4	read	scalar	1
cameraorientation	0x005876d0	static	0xa4	4	write	scalar	1
cameraorientation	0x005876d0	static	0xb8	4	write	scalar	1
cameraorientation	0x005876d0	static	0xbc	4	write	scalar	1
cameraorientation	0x005876d0	static	0xc8	4	write	scalar	1
cameraorientation	0x005876d0	static	0xcc	4	write	scalar	1
cameraorientation	0x005876d0	static	0xe0	4	write	scalar	1
cameraorientation	0x005876d0	static	0xe4	4	write	scalar	1
cameraorientation	0x005876d0	static	0xec	4	write	scalar	1
cameraorientation	0x005876d0	static	0xf8	4	write	scalar	1
cameraorientation	0x005876d0	static	0x104	4	write	scalar	1
cameraorientation	0x005876d0	static	0x10c	4	write	scalar	1
cameraorientation	0x005876d0	static	0x120	4	write	scalar	1
cameraposition	0x00584ae8	static	0x278	0	read	scalar	2
cameraposition	0x00584ae8	static	0x680	4	read	scalar	1
cameraposition	0x00584ae8	static	0x684	4	read	scalar	1
cameraposition	0x00584ae8	static	0x688	4	read	scalar	1
cameraposition	0x00584ae8	static	0x68c	4	read	scalar	1
cameraposition	0x00584ae8	static	0x2be4	4	read	scalar	2
cameraposition	0x00584ae8	static	0x2bec	4	read	scalar	1
cameraposition	0x005876d0	static	0x0	4	read	scalar	1
can_flank_attack?	0x005ae958	static	0x34	4	read	scalar	1
can_flank_attack?	0x005ae958	static	0x40	4	read	scalar	1
can_flank_attack?	0x005ae974	static	0x8	4	read	scalar	1
can_flank_attack?	0x005ae974	static	0x10	4	read	scalar	1
canaffordbuilding_getresourcesinfo	0x005cd31c	static	0x4	4	read	scalar	1
canaffordbuilding_getresourcesinfo	0x005cd31c	static	0x8	4	read	scalar	1
canbuildbuilding?	0x005cd31c	static	0x4	4	read	scalar	1
canbuildbuilding?	0x005cd31c	static	0x8	4	read	scalar	1
canceldiscoveralarm	0x005aeec0	static	0x0	4	read	scalar	1
canceldiscoveralarm	0x005aeec0	static	0x0	4	write	scalar	1
canceldiscoveralarm	0x005aeec0	static	0x4	4	read	scalar	2
canceldiscoveralarm	0x005aeec0	static	0x4	4	write	scalar	2
canceldiscoveralarm	0x005aeec0	static	0xc	4	read	scalar	1
cancelendofcombattickalarms	0x005aee78	static	0x0	4	read	scalar	1
cancelendofcombattickalarms	0x005aee78	static	0x0	4	write	scalar	1
cancelendofcombattickalarms	0x005aee78	static	0x4	4	read	scalar	2
cancelendofcombattickalarms	0x005aee78	static	0x4	4	write	scalar	2
cancelendofcombattickalarms	0x005aee78	static	0xc	4	write	scalar	1
cancelendofcombattickalarms	0x005aee78	static	0x10	4	write	scalar	1
canceleventalarm	0x005aeea0	static	0x0	4	read	scalar	1
canceleventalarm	0x005aeea0	static	0x0	4	write	scalar	1
canceleventalarm	0x005aeea0	static	0x4	4	read	scalar	2
canceleventalarm	0x005aeea0	static	0x4	4	write	scalar	2
canceleventalarm	0x005aeea0	static	0xc	4	read	scalar	1
cancelmovealarm	0x005aeeb0	static	0x0	4	read	scalar	1
cancelmovealarm	0x005aeeb0	static	0x0	4	write	scalar	1
cancelmovealarm	0x005aeeb0	static	0x4	4	read	scalar	2
cancelmovealarm	0x005aeeb0	static	0x4	4	write	scalar	2
cancelmovealarm	0x005aeeb0	static	0xc	4	read	scalar	1
cancelordermode	0x00584ae8	static	0x1b0	1	read	scalar	2
cancelordermode	0x00584ae8	static	0x1b0	4	read	scalar	2
cancelordermode	0x00584ae8	static	0x1b4	4	read	scalar	2
cancelordermode	0x00584ae8	static	0x1b8	4	read	scalar	1
cancelpathballs	0x005a9ddc	static	0x14	4	write	scalar	1
cancelpathballs	0x005a9ddc	static	0x20	4	read	scalar	1
canceltickalarm	0x005aee78	static	0x0	4	read	scalar	1
canceltickalarm	0x005aee78	static	0x0	4	write	scalar	1
canceltickalarm	0x005aee78	static	0x4	4	read	scalar	2
canceltickalarm	0x005aee78	static	0x4	4	write	scalar	2
canceltickalarm	0x005aee78	static	0xc	4	read	scalar	1
cancelturnalarm	0x005aee8c	static	0x0	4	read	scalar	1
cancelturnalarm	0x005aee8c	static	0x0	4	write	scalar	1
cancelturnalarm	0x005aee8c	static	0x4	4	read	scalar	2
cancelturnalarm	0x005aee8c	static	0x4	4	write	scalar	2
cancelturnalarm	0x005aee8c	static	0xc	4	read	scalar	1
cantmovehere	0x005ae958	static	0x64	4	read	scalar	1
cantmovehere	0x005ae958	static	0x6c	4	read	scalar	1
canupgradebuilding_getresourcesinfo	0x005cd31c	static	0x4	4	read	scalar	1
canupgradebuilding_getresourcesinfo	0x005cd31c	static	0x8	4	read	scalar	1
center_toolip_quick	0x005a9e04	static	0xc	0	read	scalar	1
center_toolip_quick	0x005a9e04	static	0x20	4	read	scalar	2
center_toolip_quick	0x005a9e04	static	0x24	4	read	scalar	2
center_toolip_quick	0x005a9e04	static	0x28	4	read	scalar	2
center_toolip_quick	0x005a9e04	static	0x2c	4	read	scalar	2
center_toolip_quick	0x005a9e04	static	0x38	4	write	scalar	1
center_toolip_quick	0x005a9e04	static	0x3c	4	read	scalar	1
center_toolip_quick	0x005a9e04	static	0x50	0	read	scalar	2
center_toolip_quick	0x005a9e04	static	0x54	4	read	scalar	2
center_toolip_quick	0x005a9e04	static	0x58	4	read	scalar	2
center_toolip_quick	0x005a9e04	static	0x70	0	read	scalar	1
center_toolip_quick	0x005a9e04	static	0x90	4	read	scalar	2
center_toolip_quick	0x005a9e04	static	0x98	4	read	scalar	2
center_toolip_quick	0x005a9e04	static	0x9c	4	read	scalar	2
center_toolip_quick	0x005a9e04	static	0xa0	4	read	scalar	2
center_toolip_quick	0x005a9e04	static	0xa4	4	read	scalar	2
center_toolip_quick	0x005a9e04	static	0xa8	4	write	scalar	2
center_toolip_quick	0x005a9e04	static	0xac	4	write	scalar	2
center_toolip_quick	0x005a9e04	static	0xb8	4	write	scalar	1
center_toolip_quick	0x005a9e04	static	0xcc	4	read	scalar	2
center_toolip_quick	0x005a9e04	static	0xd0	4	read	scalar	2
center_toolip_quick	0x005a9e04	static	0xd4	4	read	scalar	2
center_toolip_quick	0x005a9e04	static	0xd8	4	read	scalar	2
center_toolip_quick	0x005a9e04	static	0xdc	4	read	scalar	2
center_toolip_quick	0x005a9e04	static	0xe0	4	read	scalar	2
center_toolip_quick	0x005a9e04	static	0xe4	4	read	scalar	2
centermilitaryunit	0x00584ae8	static	0x278	0	read	scalar	2
centermilitaryunit	0x00584ae8	static	0x680	4	read	scalar	1
centermilitaryunit	0x00584ae8	static	0x684	4	read	scalar	1
centermilitaryunit	0x00584ae8	static	0x688	4	read	scalar	1
centermilitaryunit	0x00584ae8	static	0x68c	4	read	scalar	1
centermilitaryunit	0x00584ae8	static	0x2be4	4	read	scalar	2
centermilitaryunit	0x00584ae8	static	0x2bec	4	read	scalar	1
centermilitaryunit	0x00584ae8	static	0x2dd4	4	read	scalar	1
centermilitaryunit	0x00584ae8	static	0x2dd8	4	read	scalar	1
centermilitaryunit	0x005876d0	static	0x1a4	4	read	scalar	2
centermilitaryunit	0x005876d0	static	0x1a4	4	write	scalar	1
centermilitaryunit	0x005876d0	static	0x1a8	4	read	scalar	2
centermilitaryunit	0x005876d0	static	0x1a8	4	write	scalar	1
centermilitaryunit	0x005876d0	static	0x1b0	4	write	scalar	2
centermilitaryunit	0x005876d0	static	0x1b4	4	write	scalar	2
centermilitaryunit	0x005876d0	static	0x1ec	4	read	scalar	2
centermilitaryunit	0x005876d0	static	0x1f0	4	read	scalar	2
centermilitaryunit	0x005876d0	static	0x1fc	4	write	scalar	2
centermilitaryunit	0x005876d0	static	0x200	4	write	scalar	2
centermilitaryunit	0x005ae958	static	0x34	4	read	scalar	1
centermilitaryunit	0x005ae958	static	0x40	4	read	scalar	1
