operator	base	base_kind	offset	width	access	indexed	depth
newgame	0x005aa12c	static	0x4d84	4	write	scalar	2
newgame	0x005aa12c	static	0x4d94	0	read	scalar	1
newgame	0x005aa12c	static	0x4d94	4	read	scalar	2
newgame	0x005aa12c	static	0x4d94	4	write	scalar	2
newgame	0x005aa12c	static	0x4da4	0	read	scalar	1
newgame	0x005aa12c	static	0x4da4	4	read	scalar	2
newgame	0x005aa12c	static	0x4da4	4	write	scalar	2
newgame	0x005aa12c	static	0x4dd8	0	read	scalar	1
newgame	0x005aa12c	static	0x4dd8	4	read	scalar	2
newgame	0x005aa12c	static	0x4dd8	4	write	scalar	2
newgame	0x005aa12c	static	0x4de8	0	read	scalar	2
newgame	0x005aa12c	static	0x4f84	4	read	scalar	2
newgame	0x005aa12c	static	0x4f84	4	write	scalar	2
newgame	0x005aa12c	static	0x4f94	0	read	scalar	2
newgame	0x005aa12c	static	0x5004	4	write	scalar	1
newgame	0x005aa12c	static	0x5008	4	write	scalar	1
newgame	0x005aa12c	static	0x5068	0	read	scalar	1
newgame	0x005aa12c	static	0x50a8	4	write	scalar	2
newgame	0x005aa12c	static	0x6610	4	write	scalar	2
newgame	0x005aa12c	static	0x6614	4	write	scalar	2
newgame	0x005aa12c	static	0x6618	4	write	scalar	2
newgame	0x005aa12c	static	0x6640	0	read	scalar	1
newgame	0x005aa12c	static	0x6640	4	read	scalar	1
newgame	0x005aa12c	static	0x6640	4	write	scalar	1
newgame	0x005aa12c	static	0x6648	0	read	scalar	2
newgame	0x005aa12c	static	0x6ccc	0	read	scalar	2
newmap	0x005ae958	static	0x8	4	write	scalar	1
newmap	0x005ae958	static	0x18	4	read	scalar	1
newmap	0x005ae958	static	0x18	4	write	scalar	1
newmap	0x005ae958	static	0x1c	0	read	scalar	1
newmap	0x005ae958	static	0x24	4	read	scalar	2
newmap	0x005ae958	static	0x24	4	write	scalar	2
newmap	0x005ae958	static	0x28	4	read	scalar	2
newmap	0x005ae958	static	0x28	4	write	scalar	2
newmap	0x005ae958	static	0x2c	4	read	scalar	2
newmap	0x005ae958	static	0x2c	4	write	scalar	2
newmap	0x005ae958	static	0x34	4	write	scalar	2
newmap	0x005ae958	static	0x38	4	write	scalar	2
newmap	0x005ae958	static	0x3c	4	write	scalar	2
newmap	0x005ae958	static	0x40	4	write	scalar	2
newmap	0x005ae958	static	0x48	2	read	scalar	1
newmap	0x005ae958	static	0x54	4	read	scalar	1
newmap	0x005ae958	static	0x54	4	write	scalar	1
newmap	0x005ae958	static	0x58	4	read	scalar	1
newmap	0x005ae958	static	0x58	4	write	scalar	1
newmap	0x005ae958	static	0x5c	4	write	scalar	1
newmap	0x005ae958	static	0x60	4	write	scalar	1
newmap	0x005ae958	static	0x64	4	read	scalar	1
newmap	0x005ae958	static	0x64	4	write	scalar	1
newmap	0x005ae958	static	0x68	4	read	scalar	1
newmap	0x005ae958	static	0x68	4	write	scalar	1
newmap	0x005ae958	static	0x6c	4	write	scalar	1
newmap	0x005ae958	static	0x70	4	write	scalar	1
newmap	0x005ae958	static	0x74	4	write	scalar	1
newmap	0x005ae958	static	0x78	4	write	scalar	1
newmap	0x005ae958	static	0x7c	4	write	scalar	1
newmap	0x005ae958	static	0x80	4	write	scalar	1
newmap	0x005ae958	static	0x84	4	write	scalar	1
newmap	0x005ae958	static	0x88	4	write	scalar	1
newmap	0x005ae958	static	0x8c	4	write	scalar	1
newmap	0x005ae958	static	0x90	4	write	scalar	1
newmap	0x005ae958	static	0x94	4	write	scalar	1
newmap	0x005ae958	static	0x98	4	write	scalar	1
newmap	0x005ae958	static	0x9c	4	write	scalar	1
newmap	0x005ae958	static	0xa0	4	write	scalar	1
newmap	0x005ae958	static	0xa4	4	write	scalar	1
newmap	0x005ae958	static	0xc8	4	write	scalar	2
newmap	0x005ae958	static	0xd4	4	write	scalar	2
nextarmy	0x00584ae8	static	0x278	0	read	scalar	2
nextarmy	0x00584ae8	static	0x680	4	read	scalar	1
nextarmy	0x00584ae8	static	0x684	4	read	scalar	1
nextarmy	0x00584ae8	static	0x688	4	read	scalar	1
nextarmy	0x00584ae8	static	0x68c	4	read	scalar	1
nextarmy	0x00584ae8	static	0x2be4	4	read	scalar	2
nextarmy	0x00584ae8	static	0x2bec	4	read	scalar	1
nextarmymps	0x00584ae8	static	0x278	0	read	scalar	2
nextarmymps	0x00584ae8	static	0x680	4	read	scalar	1
nextarmymps	0x00584ae8	static	0x684	4	read	scalar	1
nextarmymps	0x00584ae8	static	0x688	4	read	scalar	1
nextarmymps	0x00584ae8	static	0x68c	4	read	scalar	1
nextarmymps	0x00584ae8	static	0x2be4	4	read	scalar	2
nextarmymps	0x00584ae8	static	0x2bec	4	read	scalar	1
nextcity	0x00584ae8	static	0x278	0	read	scalar	2
nextcity	0x00584ae8	static	0x680	4	read	scalar	1
nextcity	0x00584ae8	static	0x684	4	read	scalar	1
nextcity	0x00584ae8	static	0x688	4	read	scalar	1
nextcity	0x00584ae8	static	0x68c	4	read	scalar	1
nextcity	0x00584ae8	static	0x2be4	4	read	scalar	2
nextcity	0x00584ae8	static	0x2bec	4	read	scalar	1
npaintelevation	0x005ae958	static	0x5c	4	read	scalar	1
npaintelevation	0x005ae958	static	0x60	4	read	scalar	1
numattackerunits	0x005ccd74	static	0x0	4	read	scalar	0
numcomputers	0x005d1e84	indirect	0x100	4	read	scalar	0
numdefenderunits	0x005cce28	static	0x0	4	read	scalar	0
numturnstoreacharmy	0x005aef04	static	0x0	4	read	scalar	1
numturnstoreacharmy	0x005aef04	static	0xc	4	read	scalar	1
numturnstoreacharmy	0x005aef04	static	0x1b8	4	read	scalar	1
numturnstoreacharmy	0x005aef04	static	0x1b8	4	write	scalar	2
numturnstoreacharmy	0x005aef04	static	0x1bc	0	read	scalar	2
numturnstoreachcity	0x005aef04	static	0x0	4	read	scalar	1
numturnstoreachcity	0x005aef04	static	0xc	4	read	scalar	1
numturnstoreachcity	0x005aef04	static	0x1b4	4	read	scalar	2
numturnstoreachcity	0x005aef04	static	0x1b4	4	write	scalar	2
numturnstoreachcity	0x005aef04	static	0x1b8	4	read	scalar	1
numturnstoreachcity	0x005aef04	static	0x1b8	4	write	scalar	1
numturnstoreachcity	0x005aef04	static	0x1bc	0	read	scalar	1
numturnstoreachcity	0x005aef04	indirect	0x2	2	read	indexed	0
numturnstoreachsprite	0x005ae974	static	0x8	4	read	scalar	1
numturnstoreachsprite	0x005ae974	static	0x10	4	read	scalar	1
numturnstoreachsprite	0x005aef04	static	0x0	4	read	scalar	1
numturnstoreachsprite	0x005aef04	static	0xc	4	read	scalar	1
numturnstoreachsprite	0x005aef04	static	0x1b4	4	read	scalar	2
numturnstoreachsprite	0x005aef04	static	0x1b4	4	write	scalar	2
numturnstoreachsprite	0x005aef04	static	0x1b8	4	write	scalar	1
numturnstoreachsprite	0x005aef04	static	0x1bc	0	read	scalar	1
numturnstoreachsprite	0x005aef04	indirect	0x2	2	read	indexed	0
numturnstoreachsprite	0x005aef04	indirect	0x4	2	read	indexed	0
onetimeonly	0x005aa1f0	static	0x4	4	read	scalar	1
onetimeonly	0x005aa1f0	static	0x8	4	read	scalar	1
opencitygate	0x005ae8e8	static	0x3c	4	read	scalar	1
opencitygate	0x005ae8e8	static	0x40	4	read	scalar	1
opencitygate	0x005ae8e8	static	0x44	4	read	scalar	1
opencitygate	0x005ae8e8	static	0x48	4	read	scalar	1
opencitygate	0x005ae8e8	static	0x4c	1	read	scalar	1
opencitygate	0x005ae958	static	0x64	4	read	scalar	2
opencitygate	0x005ae958	static	0x6c	4	read	scalar	2
opencitygate	0x005ae958	static	0x70	4	read	scalar	2
openscriptwindow	0x00584ae8	static	0x268	4	read	scalar	1
openscriptwindow	0x00584ae8	static	0x26c	4	read	scalar	1
orthographic	0x00584ae8	static	0x278	0	read	scalar	2
orthographic	0x00584ae8	static	0x680	4	read	scalar	1
orthographic	0x00584ae8	static	0x684	4	read	scalar	1
orthographic	0x00584ae8	static	0x688	4	read	scalar	1
orthographic	0x00584ae8	static	0x68c	4	read	scalar	1
orthographic	0x00584ae8	static	0x2be4	4	read	scalar	2
orthographic	0x00584ae8	static	0x2bec	4	read	scalar	1
orthographic	0x005876d0	static	0x0	4	read	scalar	1
orthographic	0x005876d0	static	0x64	0	read	scalar	1
orthographic	0x005876d0	static	0x164	0	read	scalar	2
orthographic	0x005876d0	static	0x22c	4	write	scalar	2
orthographic	0x005876d0	static	0x230	4	write	scalar	2
orthographic	0x005876d0	static	0x234	4	read	scalar	2
orthographic	0x005876d0	static	0x234	4	write	scalar	2
orthographic	0x005876d0	static	0x238	4	read	scalar	2
orthographic	0x005876d0	static	0x238	4	write	scalar	2
orthographic	0x005876d0	static	0x23c	4	read	scalar	2
orthographic	0x005876d0	static	0x23c	4	write	scalar	2
orthographic	0x005876d0	static	0x240	4	write	scalar	2
orthographic	0x005876d0	static	0x244	4	write	scalar	2
orthographic	0x005876d0	static	0x248	4	write	scalar	2
orthographic	0x005876d0	static	0x250	4	write	scalar	2
orthographic	0x005876d0	static	0x254	4	write	scalar	2
orthographic	0x005876d0	static	0x258	4	read	scalar	2
orthographic	0x005876d0	static	0x258	4	write	scalar	2
orthographic	0x005876d0	static	0x25c	4	read	scalar	2
orthographic	0x005876d0	static	0x25c	4	write	scalar	2
orthographic	0x005876d0	static	0x260	4	read	scalar	2
orthographic	0x005876d0	static	0x260	4	write	scalar	2
orthographic	0x005876d0	static	0x264	4	write	scalar	2
orthographic	0x005876d0	static	0x268	4	write	scalar	2
orthographic	0x005876d0	static	0x26c	4	write	scalar	2
paintelevation	0x005ae958	static	0xc	4	read	scalar	2
paintelevation	0x005ae958	static	0x1c	0	read	scalar	2
paintelevation	0x005ae958	static	0x44	4	read	scalar	2
paintelevation	0x005ae958	static	0x44	4	write	scalar	1
paintelevation	0x005ae958	static	0x54	4	read	scalar	1
paintelevation	0x005ae958	static	0x5c	4	read	scalar	1
paintelevation	0x005ae958	static	0x60	4	read	scalar	1
paintelevation	0x005ae958	static	0xd8	0	read	scalar	1
paintelevation	0x005ae958	static	0xd8	4	read	scalar	2
paintelevation	0x005ae958	static	0xec	4	read	scalar	2
paintelevation	0x005ae958	static	0xf0	4	read	scalar	2
paintelevation	0x005ae958	static	0xf8	4	read	scalar	2
paintelevation	0x005ae958	static	0x104	4	read	scalar	2
perceivedbartervalue	0x00584cd4	static	0x8	4	read	scalar	1
perceivedbartervalue	0x00584cd4	static	0x28	0	read	indexed	1
perspective	0x00584ae8	static	0x278	0	read	scalar	2
perspective	0x00584ae8	static	0x680	4	read	scalar	1
perspective	0x00584ae8	static	0x684	4	read	scalar	1
perspective	0x00584ae8	static	0x688	4	read	scalar	1
perspective	0x00584ae8	static	0x68c	4	read	scalar	1
perspective	0x00584ae8	static	0x2be4	4	read	scalar	2
perspective	0x00584ae8	static	0x2bec	4	read	scalar	1
perspective	0x005876d0	static	0x0	4	read	scalar	1
perspective	0x005876d0	static	0x64	0	read	scalar	1
perspective	0x005876d0	static	0x164	0	read	scalar	2
perspective	0x005876d0	static	0x22c	4	write	scalar	2
perspective	0x005876d0	static	0x230	4	write	scalar	2
perspective	0x005876d0	static	0x234	4	read	scalar	2
perspective	0x005876d0	static	0x234	4	write	scalar	2
perspective	0x005876d0	static	0x238	4	read	scalar	2
perspective	0x005876d0	static	0x238	4	write	scalar	2
perspective	0x005876d0	static	0x23c	4	read	scalar	2
perspective	0x005876d0	static	0x23c	4	write	scalar	2
perspective	0x005876d0	static	0x240	4	write	scalar	2
perspective	0x005876d0	static	0x244	4	write	scalar	2
perspective	0x005876d0	static	0x248	4	write	scalar	2
perspective	0x005876d0	static	0x250	4	write	scalar	2
perspective	0x005876d0	static	0x254	4	write	scalar	2
perspective	0x005876d0	static	0x258	4	read	scalar	2
perspective	0x005876d0	static	0x258	4	write	scalar	2
perspective	0x005876d0	static	0x25c	4	read	scalar	2
perspective	0x005876d0	static	0x25c	4	write	scalar	2
perspective	0x005876d0	static	0x260	4	read	scalar	2
perspective	0x005876d0	static	0x260	4	write	scalar	2
perspective	0x005876d0	static	0x264	4	write	scalar	2
perspective	0x005876d0	static	0x268	4	write	scalar	2
perspective	0x005876d0	static	0x26c	4	write	scalar	2
placecitywall_cantwalkhorizontal	0x005ae958	static	0x64	4	read	scalar	2
placecitywall_cantwalkhorizontal	0x005ae958	static	0x6c	4	read	scalar	1
placecitywall_cantwalkvertical	0x005ae958	static	0x64	4	read	scalar	2
placecitywall_cantwalkvertical	0x005ae958	static	0x6c	4	read	scalar	1
placecitywall_cantwalkvertical	0x005ae958	static	0x70	4	read	scalar	1
placecitywall_gate	0x005ae958	static	0x1c	0	read	scalar	2
placecitywall_gate	0x005ae958	static	0x20	4	read	scalar	2
placecitywall_gate	0x005ae958	static	0x64	4	read	scalar	2
placecitywall_gate	0x005ae958	static	0x6c	4	read	scalar	1
placecitywall_gate	0x005ae958	static	0x70	4	read	scalar	1
placecitywall_gate	0x005aef04	static	0x0	4	read	scalar	1
placecitywall_gate	0x005aef04	static	0xc	4	read	scalar	1
placecitywall_gate	0x005aef04	static	0x1b4	4	read	scalar	2
placecitywall_gate	0x005aef04	static	0x1b4	4	write	scalar	2
placecitywall_gate	0x005aef04	static	0x1b8	4	write	scalar	1
placecitywall_gate	0x005aef04	static	0x1bc	0	read	scalar	1
placecombatarmies	0x005ae958	static	0x4	4	read	scalar	2
placecombatarmies	0x005ae958	static	0x14	4	read	scalar	2
placecombatarmies	0x005ae958	static	0x1c	0	read	scalar	2
placecombatarmies	0x005ae958	static	0x28	4	read	scalar	2
placecombatarmies	0x005ae958	static	0x30	4	read	scalar	2
placecombatarmies	0x005ae958	static	0x34	4	read	scalar	1
placecombatarmies	0x005ae958	static	0x40	4	read	scalar	1
placecombatarmies	0x005ae958	static	0x5c	4	read	scalar	2
placecombatarmies	0x005ae958	static	0x60	4	read	scalar	2
placecombatarmies	0x005ae958	static	0x64	4	read	scalar	2
placecombatarmies	0x005ae958	static	0x68	4	read	scalar	2
placecombatarmies	0x005ae958	static	0x6c	4	read	scalar	1
placecombatarmies	0x005ae958	static	0x70	4	read	scalar	2
placecornercitywall	0x005ae958	static	0x64	4	read	scalar	2
placecornercitywall	0x005ae958	static	0x6c	4	read	scalar	1
placecornercitywall	0x005ae958	static	0x70	4	read	scalar	1
placefrontcitywall	0x005ae958	static	0x64	4	read	scalar	2
placefrontcitywall	0x005ae958	static	0x6c	4	read	scalar	1
placefrontcitywall	0x005ae958	static	0x70	4	read	scalar	1
placefrontladder	0x005ae958	static	0x64	4	read	scalar	1
placefrontladder	0x005ae958	static	0x6c	4	read	scalar	1
placefrontladder	0x005ae958	static	0x70	4	read	scalar	1
placesidecitywall	0x005ae958	static	0x64	4	read	scalar	2
placesidecitywall	0x005ae958	static	0x6c	4	read	scalar	1
placesidecitywall	0x005ae958	static	0x70	4	read	scalar	1
placesideladder	0x005ae958	static	0x64	4	read	scalar	1
placesideladder	0x005ae958	static	0x6c	4	read	scalar	1
placesideladder	0x005ae958	static	0x70	4	read	scalar	1
playambientloop	0x00585408	static	0x780	0	read	scalar	1
playambientloop	0x00585408	static	0x780	4	read	scalar	1
playambientloop	0x00585408	static	0x780	4	write	scalar	2
playambientloop	0x00585408	static	0x784	4	read	scalar	2
playambientloop	0x00585408	static	0x784	4	write	scalar	2
playambientloop	0x00585408	static	0xfbc	4	read	scalar	2
playambientloop	0x00585408	static	0x1374	4	read	scalar	1
playambientloop	0x00585408	static	0x1378	4	read	scalar	1
playambientloop	0x00585408	static	0x13b4	4	read	scalar	1
playambientsfx	0x00585408	static	0x780	4	read	scalar	1
playambientsfx	0x00585408	static	0x784	0	read	scalar	1
playambientsfx	0x00585408	static	0x784	4	read	scalar	1
playambientsfx	0x00585408	static	0x784	4	write	scalar	1
playambientsfx	0x00585408	static	0x790	4	read	indexed	1
playambientsfx	0x00585408	static	0xfbc	4	read	scalar	2
playambientsfx	0x00585408	static	0x1374	4	read	scalar	1
playambientsfx	0x00585408	static	0x1380	4	write	scalar	1
playambientsfx	0x00585408	static	0x13b4	4	read	scalar	1
playerarmiesstrength	0x005ae958	static	0x34	4	read	scalar	1
playerarmiesstrength	0x005ae958	static	0x40	4	read	scalar	1
playeraveragerangemissile	0x005ae958	static	0x34	4	read	scalar	1
playeraveragerangemissile	0x005ae958	static	0x40	4	read	scalar	1
playerbarteraccept	0x00584cd4	static	0x8	4	read	scalar	1
playerbarteraccept	0x00584cd4	static	0xc	4	read	scalar	1
playerbarteraccept	0x00584cd4	static	0x10	4	write	scalar	1
playerbarteraccept	0x00584cd4	static	0x14	4	write	scalar	1
playerbarteraccept	0x00584cd4	static	0x18	4	read	scalar	1
playerbarteraccept	0x00584cd4	static	0x18	4	write	scalar	1
playerbarterattack	0x00584cd4	static	0x8	4	read	scalar	1
playerbarterattack	0x00584cd4	static	0xc	4	read	scalar	1
playerbarterattack	0x00584cd4	static	0x10	4	write	scalar	1
playerbarterattack	0x00584cd4	static	0x14	4	write	scalar	1
playerbarterattack	0x00584cd4	static	0x18	4	read	scalar	1
playerbarterattack	0x00584cd4	static	0x18	4	write	scalar	1
playerbarterattack	0x00584cd4	static	0x1d	1	read	scalar	1
playerbarterattack	0x00584cd4	static	0x1d	1	write	scalar	1
playerbartercancelrenegotiate	0x00584cd4	static	0x14	4	read	scalar	1
playerbartercancelrenegotiate	0x00584cd4	static	0x18	4	read	scalar	1
playerbartercancelrenegotiate	0x00584cd4	static	0x18	4	write	scalar	1
playerbarternotinterested	0x00584cd4	static	0x8	4	read	scalar	1
playerbarternotinterested	0x00584cd4	static	0xc	4	read	scalar	1
playerbarternotinterested	0x00584cd4	static	0x10	4	write	scalar	1
playerbarternotinterested	0x00584cd4	static	0x14	4	write	scalar	1
playerbarternotinterested	0x00584cd4	static	0x18	4	read	scalar	1
playerbarternotinterested	0x00584cd4	static	0x18	4	write	scalar	1
playerbarterpropose	0x00584cd4	static	0x8	4	read	scalar	1
playerbarterpropose	0x00584cd4	static	0xc	4	read	scalar	1
playerbarterpropose	0x00584cd4	static	0x10	4	write	scalar	1
playerbarterpropose	0x00584cd4	static	0x14	4	write	scalar	1
playerbarterpropose	0x00584cd4	static	0x18	4	read	scalar	1
playerbarterpropose	0x00584cd4	static	0x18	4	write	scalar	1
playerbarterrenegotiate	0x00584cd4	static	0x14	4	read	scalar	1
playerbarterrenegotiate	0x00584cd4	static	0x18	4	read	scalar	1
playerbarterrenegotiate	0x00584cd4	static	0x18	4	write	scalar	1
playercancelbartersession	0x00584cd4	static	0x8	4	read	scalar	1
playercancelbartersession	0x00584cd4	static	0x18	4	read	scalar	1
playercancelbartersession	0x00584cd4	static	0x18	4	write	scalar	1
playercenterlocarmies	0x005ae958	static	0x34	4	read	scalar	1
playercenterlocarmies	0x005ae958	static	0x40	4	read	scalar	1
playergetnumgroups	0x005ae974	static	0x8	4	read	scalar	1
playergetnumgroups	0x005ae974	static	0x10	4	read	scalar	1
playerlongestmissilearmy	0x005ae958	static	0x34	4	read	scalar	1
playerlongestmissilearmy	0x005ae958	static	0x40	4	read	scalar	1
playernumarmies	0x005ae958	static	0x34	4	read	scalar	1
playernumarmies	0x005ae958	static	0x40	4	read	scalar	1
playertarmiesaveragespeed	0x005ae958	static	0x34	4	read	scalar	1
playertarmiesaveragespeed	0x005ae958	static	0x40	4	read	scalar	1
playimp	0x00584ae8	static	0x278	0	read	scalar	1
playimp	0x00584ae8	static	0x278	4	read	scalar	2
playimp	0x00584ae8	static	0x680	4	read	scalar	1
playimp	0x00584ae8	static	0x684	4	read	scalar	1
playimp	0x00584ae8	static	0x688	4	read	scalar	1
playimp	0x00584ae8	static	0x2be4	4	read	scalar	1
playimp	0x005a7b50	static	0x0	4	read	scalar	2
playimp	0x005a7b50	static	0x4	4	read	scalar	2
playmoodmusic	0x00585408	static	0xfb0	4	read	scalar	1
playmoodmusic	0x00585408	static	0xfc0	0	read	scalar	0
playmoodmusic	0x00585408	static	0xfc0	4	read	scalar	1
playmoodmusic	0x00585408	static	0xfc0	4	write	scalar	1
playmoodmusic	0x00585408	static	0xfc4	4	read	scalar	1
playmoodmusic	0x00585408	static	0xfc4	4	write	scalar	1
playmoodmusic	0x00585408	static	0xfc8	4	write	scalar	1
playmoodmusic	0x00585408	static	0xfd0	4	write	scalar	2
playmoodmusic	0x00585408	static	0xfd4	4	read	scalar	2
playmoodmusic	0x00585408	static	0xfdc	4	write	scalar	0
playmoodmusic	0x00585408	static	0x123c	4	write	scalar	0
playmoodmusic	0x00585408	static	0x1240	4	read	scalar	2
playmoodmusic	0x00585408	static	0x1240	4	write	scalar	0
playmoodmusic	0x00585408	static	0x1244	0	read	scalar	2
playmoodmusic	0x00585408	static	0x1344	1	read	scalar	2
playmoodmusic	0x00585408	static	0x1344	1	write	scalar	2
playmoodmusic	0x00585408	static	0x1345	1	read	scalar	2
playmoodmusic	0x00585408	static	0x1345	1	write	scalar	0
playmoodmusic	0x00585408	static	0x1358	4	read	scalar	1
playmoodmusic	0x00585408	static	0x1358	4	write	scalar	0
playmoodmusic	0x00585408	static	0x1390	4	read	scalar	2
playmoodmusic	0x00585408	static	0x1394	4	read	scalar	2
playmoodmusic	0x00585408	static	0x13b4	4	read	scalar	0
playmusic	0x00585408	static	0x0	0	read	indexed	1
playmusic	0x00585408	static	0xfc0	0	read	indexed	1
playmusic	0x00585408	static	0xfc0	4	read	scalar	2
playmusic	0x00585408	static	0xfc0	4	write	scalar	2
playmusic	0x00585408	static	0xfc4	4	read	scalar	2
playmusic	0x00585408	static	0xfc4	4	write	scalar	2
playmusic	0x00585408	static	0xfc8	4	write	scalar	2
playmusic	0x00585408	static	0xfdc	4	write	indexed	1
playmusic	0x00585408	static	0x13b4	4	read	scalar	1
playmusicnorepeat	0x005863c8	static	0x0	4	read	scalar	1
playmusicnorepeat	0x005863c8	static	0x0	4	write	scalar	1
playmusicnorepeat	0x005863c8	static	0x4	4	read	scalar	1
playmusicnorepeat	0x005863c8	static	0x4	4	write	scalar	1
playmusicnorepeat	0x005863c8	static	0x8	4	write	scalar	1
playmusicnorepeat	0x005863c8	static	0x10	4	write	scalar	2
playmusicnorepeat	0x005863c8	static	0x14	4	read	scalar	2
playsoundfx	0x00585408	static	0x0	0	read	indexed	1
playsoundfx	0x00585408	static	0x0	4	read	scalar	1
playsoundfx	0x00585408	static	0x0	4	read	indexed	1
playsoundfx	0x00585408	static	0x0	4	write	indexed	2
playsoundfx	0x00585408	static	0x14	0	read	indexed	1
playsoundfx	0x00585408	static	0x14	4	read	indexed	1
playsoundfx	0x00585408	static	0xdc	0	read	scalar	2
playsoundfx	0x00585408	static	0xdc	0	read	indexed	1
playsoundfx	0x00585408	static	0xdc	4	read	scalar	2
playsoundfx	0x00585408	static	0xdc	4	read	indexed	1
playsoundfx	0x00585408	static	0xf0	0	read	scalar	1
playsoundfx	0x00585408	static	0xf0	0	read	indexed	2
playsoundfx	0x00585408	static	0xf0	4	read	scalar	1
playsoundfx	0x00585408	static	0x180	0	read	scalar	1
playsoundfx	0x00585408	static	0x180	4	read	scalar	1
playsoundfx	0x00585408	static	0x6f4	0	read	indexed	2
playsoundfx	0x00585408	static	0x6f8	0	read	scalar	1
playsoundfx	0x00585408	static	0x6f8	4	read	scalar	1
playsoundfx	0x00585408	static	0x6f8	4	write	indexed	2
playsoundfx	0x00585408	static	0xfb8	4	read	scalar	1
playsoundfx	0x00585408	static	0xfbc	4	read	scalar	2
playsoundfx	0x00585408	static	0x1398	4	read	scalar	1
playsoundfx	0x00585408	static	0x13a0	4	read	scalar	1
playsoundfx	0x00585408	static	0x13ac	4	read	scalar	1
playsoundfx	0x00585408	static	0x13b4	4	read	scalar	1
playsoundfxwait	0x00585408	static	0x0	0	read	indexed	1
playsoundfxwait	0x00585408	static	0x0	4	read	scalar	1
playsoundfxwait	0x00585408	static	0x0	4	read	indexed	1
playsoundfxwait	0x00585408	static	0x0	4	write	indexed	2
playsoundfxwait	0x00585408	static	0x14	0	read	indexed	1
playsoundfxwait	0x00585408	static	0x14	4	read	indexed	1
playsoundfxwait	0x00585408	static	0xdc	0	read	scalar	2
playsoundfxwait	0x00585408	static	0xdc	0	read	indexed	1
playsoundfxwait	0x00585408	static	0xdc	4	read	scalar	2
playsoundfxwait	0x00585408	static	0xdc	4	read	indexed	1
playsoundfxwait	0x00585408	static	0xf0	0	read	scalar	1
playsoundfxwait	0x00585408	static	0xf0	0	read	indexed	2
playsoundfxwait	0x00585408	static	0xf0	4	read	scalar	1
playsoundfxwait	0x00585408	static	0x180	0	read	scalar	1
playsoundfxwait	0x00585408	static	0x180	4	read	scalar	1
playsoundfxwait	0x00585408	static	0x6f4	0	read	indexed	2
playsoundfxwait	0x00585408	static	0x6f8	0	read	scalar	1
playsoundfxwait	0x00585408	static	0x6f8	4	read	scalar	1
playsoundfxwait	0x00585408	static	0x6f8	4	write	indexed	2
playsoundfxwait	0x00585408	static	0xfb8	4	read	scalar	1
playsoundfxwait	0x00585408	static	0xfbc	4	read	scalar	2
playsoundfxwait	0x00585408	static	0x1398	4	read	scalar	1
playsoundfxwait	0x00585408	static	0x13a0	4	read	scalar	1
playsoundfxwait	0x00585408	static	0x13ac	4	read	scalar	1
playsoundfxwait	0x00585408	static	0x13b4	4	read	scalar	1
playspeech	0x00585408	static	0x0	0	read	indexed	1
playspeech	0x00585408	static	0xfc0	0	read	indexed	1
playspeech	0x00585408	static	0xfc0	4	read	scalar	2
playspeech	0x00585408	static	0xfc0	4	write	scalar	2
playspeech	0x00585408	static	0xfc4	4	read	scalar	2
playspeech	0x00585408	static	0xfc4	4	write	scalar	2
playspeech	0x00585408	static	0xfc8	4	write	scalar	2
playspeech	0x00585408	static	0xfdc	4	write	indexed	1
playspeech	0x00585408	static	0x13b4	4	read	scalar	1
playspeechvol	0x00585408	static	0x0	0	read	indexed	1
playspeechvol	0x00585408	static	0x0	4	read	scalar	1
playspeechvol	0x00585408	static	0x0	4	read	indexed	1
playspeechvol	0x00585408	static	0x0	4	write	indexed	2
playspeechvol	0x00585408	static	0x14	0	read	indexed	1
playspeechvol	0x00585408	static	0x14	4	read	indexed	1
playspeechvol	0x00585408	static	0xdc	0	read	scalar	2
playspeechvol	0x00585408	static	0xdc	0	read	indexed	1
playspeechvol	0x00585408	static	0xdc	4	read	scalar	2
playspeechvol	0x00585408	static	0xdc	4	read	indexed	1
playspeechvol	0x00585408	static	0xf0	0	read	scalar	1
playspeechvol	0x00585408	static	0xf0	0	read	indexed	2
playspeechvol	0x00585408	static	0xf0	4	read	scalar	1
playspeechvol	0x00585408	static	0x180	0	read	scalar	1
playspeechvol	0x00585408	static	0x180	4	read	scalar	1
playspeechvol	0x00585408	static	0x6f4	0	read	indexed	2
playspeechvol	0x00585408	static	0x6f8	0	read	scalar	1
playspeechvol	0x00585408	static	0x6f8	4	read	scalar	1
playspeechvol	0x00585408	static	0x6f8	4	write	indexed	2
playspeechvol	0x00585408	static	0xfb8	4	read	scalar	1
playspeechvol	0x00585408	static	0xfbc	4	read	scalar	2
playspeechvol	0x00585408	static	0x1398	4	read	scalar	1
playspeechvol	0x00585408	static	0x13a0	4	read	scalar	1
playspeechvol	0x00585408	static	0x13ac	4	read	scalar	1
playspeechvol	0x00585408	static	0x13b4	4	read	scalar	1
playterrainambiance	0x005ae958	static	0x54	4	read	scalar	2
playterrainambiance	0x005ae958	static	0x5c	4	read	scalar	1
playterrainambiance	0x005ae958	static	0x60	4	read	scalar	1
playterrainambiance	0x005ae958	static	0xd8	0	read	scalar	1
playterrainambiance	0x005ae958	static	0xf0	4	read	scalar	2
playterrainambiance	0x005ae958	static	0x104	4	read	scalar	2
playunitsoundfx	0x00585408	static	0x0	0	read	indexed	1
