name	uses	class	broad-candidate	operator-entry-point
o2atkack_1	3	script-definition	no	-
o2atkack_2	1	script-definition	no	-
o2die	1	script-definition	no	-
o2mov	1	script-definition	no	-
o2movack_1	3	script-definition	no	-
o2movack_2	1	script-definition	no	-
o2selack_1	5	script-definition	no	-
o2selack_2	1	script-definition	no	-
o2selack_3	1	script-definition	no	-
o3atk	1	script-definition	no	-
o3atkack_1	5	script-definition	no	-
o3atkack_2	1	script-definition	no	-
o3atkack_3	1	script-definition	no	-
o3die	1	script-definition	no	-
o3mov	1	script-definition	no	-
o3movack_1	3	script-definition	no	-
o3movack_2	1	script-definition	no	-
o3rng	1	script-definition	no	-
o3selack_1	7	script-definition	no	-
o3selack_2	1	script-definition	no	-
o3selack_3	1	script-definition	no	-
o3selack_4	1	script-definition	no	-
o4atk	1	script-definition	no	-
o4atkack_1	1	script-definition	no	-
o4die	1	script-definition	no	-
o4mov	1	script-definition	no	-
o4movack_1	1	script-definition	no	-
o4selack_1	1	script-definition	no	-
o_city	3	script-definition	no	-
o_rally	6	script-definition	no	-
o_type	4	script-definition	no	-
obsidian_plate	4	script-definition	no	-
ocatk	2	script-definition	no	-
ocatkack_1	8	script-definition	no	-
ocatkack_2	2	script-definition	no	-
ocatkack_3	2	script-definition	no	-
ocatkack_4	2	script-definition	no	-
ocdie	2	script-definition	no	-
ocmov	2	script-definition	no	-
ocmovack_1	11	script-definition	no	-
ocmovack_2	2	script-definition	no	-
ocmovack_3	2	script-definition	no	-
ocmovack_4	2	script-definition	no	-
ocmovack_5	2	script-definition	no	-
ocselack_1	4	script-definition	no	-
ocselack_2	2	script-definition	no	-
of2atk	1	script-definition	no	-
of2atkack_1	2	script-definition	no	-
of2atkack_2	1	script-definition	no	-
of2die	1	script-definition	no	-
of2mov	1	script-definition	no	-
of2movack_1	2	script-definition	no	-
of2movack_2	1	script-definition	no	-
of2selack_1	2	script-definition	no	-
of2selack_2	1	script-definition	no	-
ofatk	1	script-definition	no	-
ofatkack_1	9	script-definition	no	-
ofatkack_2	2	script-definition	no	-
ofatkack_3	1	script-definition	no	-
ofatkack_4	1	script-definition	no	-
ofatkack_5	1	script-definition	no	-
ofdie	1	script-definition	no	-
off	114	script-definition	no	-
off_text	1	script-definition	no	-
offensive_major_multi_target	3	script-definition	no	-
offensive_major_multi_target_proc	1	script-definition	no	-
offensive_major_single_target	2	script-definition	no	-
offensive_major_single_target_proc	6	script-definition	no	-
offensive_minor_multi_target	3	script-definition	no	-
offensive_minor_multi_target_proc	1	script-definition	no	-
offensive_minor_single_target	2	script-definition	no	-
offensive_minor_single_target_proc	1	script-definition	no	-
offset	10	script-definition	no	-
offset0	6	script-definition	no	-
offset5	6	script-definition	no	-
ofmov	2	script-definition	no	-
ofmovack_1	9	script-definition	no	-
ofmovack_2	1	script-definition	no	-
ofmovack_3	2	script-definition	no	-
ofmovack_4	1	script-definition	no	-
ofmovack_5	1	script-definition	no	-
ofselack_1	7	script-definition	no	-
ofselack_2	1	script-definition	no	-
ofselack_3	1	script-definition	no	-
ofselack_4	1	script-definition	no	-
oh	6	script-definition	no	-
ohstring	2	script-definition	no	-
oiatk	1	script-definition	no	-
oiatkack_1	11	script-definition	no	-
oiatkack_2	2	script-definition	no	-
oiatkack_3	1	script-definition	no	-
oiatkack_4	2	script-definition	no	-
oiatkack_5	1	script-definition	no	-
oiatkack_6	1	script-definition	no	-
oidie	1	script-definition	no	-
oimov	1	script-definition	no	-
oimovack_1	9	script-definition	no	-
oimovack_2	1	script-definition	no	-
oimovack_3	2	script-definition	no	-
oimovack_4	1	script-definition	no	-
oimovack_5	1	script-definition	no	-
oiselack_1	7	script-definition	no	-
oiselack_2	1	script-definition	no	-
oiselack_3	1	script-definition	no	-
oiselack_4	1	script-definition	no	-
ok	67	script-definition	no	-
ok_button	4	unclassified-residue	no	-
ok_debrief_button	1	script-definition	no	-
ok_modal_string	2	script-definition	no	-
ok_provider?	1	script-definition	no	-
ok_to_attack_player?	4	script-definition	no	-
ok_to_barter	1	script-definition	no	-
ok_to_swap	1	script-definition	no	-
okay?	2	script-definition	no	-
okbutton_item	37	script-definition	no	-
old	2	unclassified-residue	no	-
old1atk	1	script-definition	no	-
old1atkack_1	2	script-definition	no	-
old1atkack_2	1	script-definition	no	-
old1die	1	script-definition	no	-
old1mov	1	script-definition	no	-
old1movack_1	2	script-definition	no	-
old1movack_2	1	script-definition	no	-
old1selack_1	2	script-definition	no	-
old1selack_2	1	script-definition	no	-
old2atk	1	script-definition	no	-
old2atkack_1	2	script-definition	no	-
old2atkack_2	1	script-definition	no	-
old2die	1	script-definition	no	-
old2mov	1	script-definition	no	-
old2movack_1	2	script-definition	no	-
old2movack_2	1	script-definition	no	-
old2selack_1	2	script-definition	no	-
old2selack_2	1	script-definition	no	-
old3atk	1	script-definition	no	-
old3atkack_1	2	script-definition	no	-
old3atkack_2	1	script-definition	no	-
old3die	1	script-definition	no	-
old3mov	1	script-definition	no	-
old3movack_1	2	script-definition	no	-
old3movack_2	1	script-definition	no	-
old3selack_1	2	script-definition	no	-
old3selack_2	1	script-definition	no	-
old_ai	1	script-definition	no	-
old_att	3	script-definition	no	-
old_building_faith	2	script-definition	no	-
old_currentuser	1	script-definition	no	-
old_displaying_building_type	2	script-definition	no	-
old_game_seed	1	script-definition	no	-
old_h	2	script-definition	no	-
old_hp	2	unclassified-residue	no	-
old_id	1	script-definition	no	-
old_lvl	1	script-definition	no	-
old_m	2	script-definition	no	-
old_mana	2	unclassified-residue	no	-
old_owner	3	script-definition	no	-
old_position	2	script-definition	no	-
old_sprite_id	2	script-definition	no	-
old_start_army_index	1	script-definition	no	-
old_t	2	script-definition	no	-
old_topdialog	1	script-definition	no	-
old_turn	1	script-definition	no	-
oldv	1	script-definition	no	-
omatk	1	script-definition	no	-
omatkack_1	9	script-definition	no	-
omatkack_2	1	script-definition	no	-
omatkack_3	2	script-definition	no	-
omatkack_4	1	script-definition	no	-
omatkack_5	1	script-definition	no	-
omdie	1	script-definition	no	-
ommov	1	script-definition	no	-
ommovack_1	7	script-definition	no	-
ommovack_2	1	script-definition	no	-
ommovack_3	1	script-definition	no	-
ommovack_4	1	script-definition	no	-
omrng	1	script-definition	no	-
omselack_1	7	script-definition	no	-
omselack_2	1	script-definition	no	-
omselack_3	1	script-definition	no	-
omselack_4	1	script-definition	no	-
on	32	script-definition	no	-
on_text	2	script-definition	no	-
one_final_offer_satisfactory?	2	script-definition	no	-
one_scout_bit	2	script-definition	no	-
onstack?	4	script-definition	no	-
opaque	2	native-host-call	yes	0x00490000
open_army_attacking_you_dialog	1	script-definition	no	-
open_book	4	unclassified-residue	no	-
open_custom_special_barter_dialog	1	unclassified-residue	no	-
open_diplomatic_confirmation_dialog	2	script-definition	no	-
open_dungeon_dialog	2	script-definition	no	-
open_faith_select_dialog	4	unclassified-residue	no	-
open_fullscreen_dialog	11	script-definition	no	-
open_generic_1button_dialog	1	script-definition	no	-
open_generic_2buttons_dlg	7	script-definition	no	-
open_generic_story_dialog	19	script-definition	no	-
open_generic_ttype_dialog	6	script-definition	no	-
open_great_temple_dialog	1	script-definition	no	-
open_meet_army_dialog	4	script-definition	no	-
open_message_from_army_dialog	3	script-definition	no	-
open_messagebox_dialog	75	script-definition	no	-
open_messagebox_dialog_specialbuilding	15	script-definition	no	-
open_prod_dlg	1	script-definition	no	-
open_random_dungeon_dialog	29	script-definition	no	-
open_this_box	1	script-definition	no	-
open_tip_event_dialog	36	script-definition	no	-
open_welcome_dialog	1	script-definition	no	-
opencitygate	3	native-host-call	yes	0x00458b10
opendialog	183	native-host-call	yes	0x0048fc70
openifnot	28	script-definition	no	-
openscriptwindow	2	native-host-call	yes	0x004c9b00
opp_f	1	script-definition	no	-
opp_p	1	script-definition	no	-
optimal_diff_with_unit	2	script-definition	no	-
optimal_diff_without_unit	2	script-definition	no	-
optimal_melee	2	script-definition	no	-
optimal_ranged	2	script-definition	no	-
optimal_special	2	script-definition	no	-
optimizefortraining	1	unclassified-residue	no	-
options_dlg	1	script-definition	no	-
or	1556	language-primitive	yes	0x004cbec0
orbrk1	1	script-definition	no	-
orbrk2	7	script-definition	no	-
orbrk3	1	script-definition	no	-
orbrk4	1	script-definition	no	-
orc	4	engine-dictionary-key	no	-
orc_rally	1	script-definition	no	-
orc_warrior_names	1	script-definition	no	-
orcav	16	script-definition	no	-
orcav2	15	script-definition	no	-
orcave	8	script-definition	no	-
orcavm	2	unclassified-residue	no	-
orcr1	10	script-definition	no	-
orcr2	21	script-definition	no	-
orcr3	21	script-definition	no	-
orcr4	7	script-definition	no	-
order_detect	4	script-definition	no	-
order_dict	4	script-definition	no	-
order_dispell	4	script-definition	no	-
order_indicator_aura	1	script-definition	no	-
order_landscape	1	script-definition	no	-
order_pal	2	script-definition	no	-
order_quest_1	2	script-definition	no	-
order_quest_13	2	script-definition	no	-
order_quest_15	2	script-definition	no	-
order_quest_17	3	script-definition	no	-
order_quest_18	5	script-definition	no	-
order_quest_19	7	script-definition	no	-
order_quest_2	2	script-definition	no	-
order_quest_20	2	script-definition	no	-
order_quest_21	2	script-definition	no	-
order_quest_22	2	script-definition	no	-
order_quest_23	6	script-definition	no	-
order_quest_24	2	script-definition	no	-
order_quest_25	5	script-definition	no	-
order_quest_26	2	script-definition	no	-
order_quest_27	2	script-definition	no	-
order_quest_28	2	script-definition	no	-
order_quest_29	2	script-definition	no	-
order_quest_3	2	script-definition	no	-
order_quest_30	3	script-definition	no	-
order_quest_31	2	script-definition	no	-
order_quest_32	2	script-definition	no	-
order_quest_33	2	script-definition	no	-
order_quest_34	2	script-definition	no	-
order_quest_35	6	script-definition	no	-
order_quest_36	2	script-definition	no	-
order_quest_37	5	script-definition	no	-
order_quest_38	2	script-definition	no	-
order_quest_4	2	script-definition	no	-
order_quest_5	2	script-definition	no	-
order_quest_6	6	script-definition	no	-
order_quest_7	2	script-definition	no	-
order_quest_8	8	script-definition	no	-
order_quest_9	3	script-definition	no	-
order_sbld_button0	1	script-definition	no	-
order_sbld_button1	1	script-definition	no	-
order_sbld_button2	1	script-definition	no	-
order_sbld_button_frame	3	unclassified-residue	no	-
order_sbld_info_dd	1	unclassified-residue	no	-
order_sbld_info_in_dd	1	unclassified-residue	no	-
order_scenario_death_names	1	script-definition	no	-
order_scenario_order_names	1	script-definition	no	-
order_seer	5	script-definition	no	-
order_telart	5	script-definition	no	-
ordung	1	script-definition	no	-
orfit	33	script-definition	no	-
orfitm	2	unclassified-residue	no	-
orft2	12	script-definition	no	-
original_army_id	2	script-definition	no	-
original_combat_dict	3	script-definition	no	-
originalunittype	8	native-host-call	yes	0x00527af0
originoffset	1	script-definition	no	-
orinf	23	script-definition	no	-
orld1	13	script-definition	no	-
orld2	12	script-definition	no	-
orld2m	1	unclassified-residue	no	-
orld3	14	script-definition	no	-
orld3m	1	unclassified-residue	no	-
orldf	47	script-definition	no	-
orldfm	1	unclassified-residue	no	-
orldt	23	script-definition	no	-
orldw	28	script-definition	no	-
orlib1	1	script-definition	no	-
orlib2	5	script-definition	no	-
ormag1	1	script-definition	no	-
ormag2	7	script-definition	no	-
ormag3	1	script-definition	no	-
ormag4	1	script-definition	no	-
ormgt1	7	script-definition	no	-
ormgt2	1	script-definition	no	-
ormgt3	1	script-definition	no	-
ormgt4	1	script-definition	no	-
ormina	5	script-definition	no	-
orminc	2	script-definition	no	-
orming	3	script-definition	no	-
ormis	20	script-definition	no	-
ormkt1	7	script-definition	no	-
ormkt2	1	script-definition	no	-
ormkt3	1	script-definition	no	-
ormkt4	1	script-definition	no	-
ormult	3	script-definition	no	-
orsbld	4	script-definition	no	-
orsblda	1	script-definition	no	-
orsbldn	1	script-definition	no	-
orshp	7	script-definition	no	-
orstat	3	script-definition	no	-
orthf	27	script-definition	no	-
orthg1	1	script-definition	no	-
orthg2	7	script-definition	no	-
orthg3	1	script-definition	no	-
orthg4	1	script-definition	no	-
ortowe	1	script-definition	no	-
ortpl1	7	script-definition	no	-
ortpl2	1	script-definition	no	-
ortpl3	1	script-definition	no	-
ortpl4	1	script-definition	no	-
ortvn1	7	script-definition	no	-
ortvn2	1	script-definition	no	-
ortvn3	1	script-definition	no	-
ortvn4	1	script-definition	no	-
orwiz	29	script-definition	no	-
orwmi	47	script-definition	no	-
orwmm	41	script-definition	no	-
osatk	1	script-definition	no	-
osatkack_1	1	script-definition	no	-
osdie	1	script-definition	no	-
osmov	1	script-definition	no	-
osmovack_1	1	script-definition	no	-
osrcx	5	script-definition	no	-
osrcxstring	2	script-definition	no	-
osrcy	5	script-definition	no	-
osrcystring	2	script-definition	no	-
osrng	1	script-definition	no	-
osselack_1	1	script-definition	no	-
otatk	1	script-definition	no	-
otatkack_1	7	script-definition	no	-
otatkack_2	1	script-definition	no	-
otatkack_3	1	script-definition	no	-
otatkack_4	1	script-definition	no	-
otdie	1	script-definition	no	-
other	11	script-definition	no	-
other_army	53	script-definition	no	-
other_army_for_barter	1	script-definition	no	-
other_army_selected_this_player	1	unclassified-residue	no	-
other_attitude	1	script-definition	no	-
other_barter_type	5	script-definition	no	-
other_commodity	6	script-definition	no	-
other_owner	19	script-definition	no	-
other_player	197	script-definition	no	-
other_region	45	script-definition	no	-
other_tree_id	22	script-definition	no	-
other_unit_for_barter	3	script-definition	no	-
otmov	2	script-definition	no	-
otmovack_1	7	script-definition	no	-
otmovack_2	1	script-definition	no	-
otmovack_3	1	script-definition	no	-
otmovack_4	1	script-definition	no	-
otrng	1	script-definition	no	-
otselack_1	9	script-definition	no	-
otselack_2	2	script-definition	no	-
otselack_3	1	script-definition	no	-
otselack_4	1	script-definition	no	-
otselack_5	1	script-definition	no	-
out_bits	3	script-definition	no	-
outfile	28	script-definition	no	-
outfilename	2	unclassified-residue	no	-
overland_offensive_artifacts	1	script-definition	no	-
overland_offensive_spells	1	script-definition	no	-
overland_spell_value	2	script-definition	no	-
overland_value	4	script-definition	no	-
overlaydood	1	script-definition	no	-
override_flag	1	script-definition	no	-
overseas_attack	1	unclassified-residue	no	-
ow	6	script-definition	no	-
owatk	1	script-definition	no	-
owatkack_1	5	script-definition	no	-
owatkack_2	1	script-definition	no	-
owatkack_3	1	script-definition	no	-
owdie	1	script-definition	no	-
owmiatk	1	script-definition	no	-
owmiatkack_1	1	script-definition	no	-
owmidie	1	script-definition	no	-
owmimov	1	script-definition	no	-
owmimovack_1	1	script-definition	no	-
owmiselack_1	1	script-definition	no	-
owmmatk	1	script-definition	no	-
owmmatkack_1	1	script-definition	no	-
owmmdie	1	script-definition	no	-
owmmmov	1	script-definition	no	-
owmmmovack_1	1	script-definition	no	-
owmmrng	1	script-definition	no	-
owmmselack_1	1	script-definition	no	-
owmov	2	script-definition	no	-
owmovack_1	7	script-definition	no	-
owmovack_2	1	script-definition	no	-
owmovack_3	1	script-definition	no	-
owmovack_4	1	script-definition	no	-
own_army	1	script-definition	no	-
owner	194	script-definition	no	-
owner_faith	9	script-definition	no	-
owner_ok	1	script-definition	no	-
owselack_1	7	script-definition	no	-
owselack_2	1	script-definition	no	-
owselack_3	1	script-definition	no	-
owselack_4	1	script-definition	no	-
owstring	2	script-definition	no	-
ox	6	script-definition	no	-
oxstring	2	script-definition	no	-
oy	6	script-definition	no	-
oystring	2	script-definition	no	-
p	319	script-definition	no	-
p0_health_dd	1	script-definition	no	-
p0_melee_units	2	script-definition	no	-
p0_range_units	5	script-definition	no	-
p0ar	3	script-definition	no	-
p0armor	16	script-definition	no	-
p0attack	14	script-definition	no	-
p0attrec	11	script-definition	no	-
p0cr	3	script-definition	no	-
p0dr	3	script-definition	no	-
p0er	3	script-definition	no	-
p0fr	3	script-definition	no	-
p0frames	13	script-definition	no	-
p0hitpoints	5	script-definition	no	-
p0level	3	script-definition	no	-
p0lr	3	script-definition	no	-
p0melee	11	script-definition	no	-
p0meleer	2	script-definition	no	-
p0movement	3	script-definition	no	-
p0mrange	4	script-definition	no	-
p0multiplier_value	3	script-definition	no	-
p0or	3	script-definition	no	-
p0orp1	3	script-definition	no	-
p0ranged	8	script-definition	no	-
p0ranger	2	script-definition	no	-
p0rattack	11	script-definition	no	-
p0sight	3	script-definition	no	-
p0snf	3	script-definition	no	-
p0survival	10	script-definition	no	-
p0unit_faith_AIR	2	script-definition	no	-
p0unit_faith_EARTH	1	script-definition	no	-
p0unit_faith_FIRE	2	script-definition	no	-
p0unit_faith_ORDER	1	script-definition	no	-
p0units	3	script-definition	no	-
p0wr	4	script-definition	no	-
p1	174	script-definition	no	-
p1_	6	script-definition	no	-
p1_melee_units	1	script-definition	no	-
p1_range_units	4	script-definition	no	-
p1_total_value	13	script-definition	no	-
p1ar	3	script-definition	no	-
p1armor	40	script-definition	no	-
p1attack	37	script-definition	no	-
p1attrec	7	script-definition	no	-
p1cr	3	script-definition	no	-
p1dr	3	script-definition	no	-
p1er	3	script-definition	no	-
p1fr	3	script-definition	no	-
p1frames	4	script-definition	no	-
p1hitpoints	5	script-definition	no	-
p1level	3	script-definition	no	-
p1lr	3	script-definition	no	-
p1melee	24	script-definition	no	-
p1meleer	6	script-definition	no	-
p1movement	3	script-definition	no	-
p1mrange	6	script-definition	no	-
p1multiplier_value	3	script-definition	no	-
p1or	3	script-definition	no	-
p1ranged	13	script-definition	no	-
p1ranger	14	script-definition	no	-
p1rattack	28	script-definition	no	-
p1sight	3	script-definition	no	-
p1snf	3	script-definition	no	-
p1survival	19	script-definition	no	-
p1units	3	script-definition	no	-
p1wr	4	script-definition	no	-
p2	156	script-definition	no	-
p2_	3	script-definition	no	-
p2_total_value	12	script-definition	no	-
p_exp_dd	37	unclassified-residue	no	-
p_exp_dd_r	2	unclassified-residue	no	-
p_loser	1	script-definition	no	-
p_melee_total	10	script-definition	no	-
p_melee_v	9	script-definition	no	-
p_missile_total	12	script-definition	no	-
p_missile_v	9	script-definition	no	-
p_special_v	9	script-definition	no	-
p_survival_v	9	script-definition	no	-
p_total_barter_value	3	script-definition	no	-
p_unit_count	3	script-definition	no	-
p_v1	5	script-definition	no	-
p_v2	6	script-definition	no	-
p_value	8	unclassified-residue	no	-
pa1	1	script-definition	no	-
pa2	1	script-definition	no	-
pact	1	script-definition	no	-
page	138	script-definition	no	-
page_list	1	script-definition	no	-
pagedown_button	3	script-definition	no	-
pagedown_button_dd	2	script-definition	no	-
pagedown_button_dd_in	2	script-definition	no	-
pagedown_button_frame	2	script-definition	no	-
pageup_button	3	script-definition	no	-
pageup_button_dd	2	script-definition	no	-
pageup_button_dd_in	2	script-definition	no	-
pageup_button_frame	2	script-definition	no	-
paint_area_above_elevation	2	script-definition	no	-
paint_area_below_elevation	5	script-definition	no	-
paint_dood	1	unclassified-residue	no	-
paintelevation	14	native-host-call	yes	0x004e4060
palfxdict	12	script-definition	no	-
palm	1	engine-dictionary-key	no	-
palm1	1	engine-dictionary-key	no	-
panel10_dlg	39	script-definition	no	-
panel10a_dlg	38	script-definition	no	-
panel11_dlg	45	script-definition	no	-
panel12_dlg	43	script-definition	no	-
panel13_dlg	40	script-definition	no	-
panel14_dlg	21	script-definition	no	-
panel15_dlg	21	script-definition	no	-
panel16_dlg	22	script-definition	no	-
panel2_dlg	40	script-definition	no	-
panel4_dlg	41	script-definition	no	-
panel5_dlg	40	script-definition	no	-
panel6_dlg	42	script-definition	no	-
panel7a_dlg	47	script-definition	no	-
panel7b_dlg	41	script-definition	no	-
panel7c_dlg	41	script-definition	no	-
panel8_dlg	45	script-definition	no	-
panel9_dlg	38	script-definition	no	-
panelSH11_dlg	25	script-definition	no	-
panelSH6_dlg	22	script-definition	no	-
panelSH7a_dlg	28	script-definition	no	-
panelSH7b_dlg	24	script-definition	no	-
panelSH7c_dlg	24	script-definition	no	-
panelSH8_dlg	22	script-definition	no	-
panel_bf	82	unclassified-residue	no	-
panel_dd	1	script-definition	no	-
panel_dict	141	script-definition	no	-
panel_dlg	6	script-definition	no	-
panel_id	163	script-definition	no	-
panel_locs	4	script-definition	no	-
panel_num	64	script-definition	no	-
panel_offset	9	script-definition	no	-
panel_page	3	script-definition	no	-
panel_x	2	script-definition	no	-
panel_y	1	script-definition	no	-
parchment_doodad	1	unclassified-residue	no	-
parent_id	18	script-definition	no	-
parentrect	28	script-definition	no	-
parley_button	2	unclassified-residue	no	-
parley_button_t	1	unclassified-residue	no	-
parley_combat_spoils	1	script-definition	no	-
parley_encounter	145	script-definition	no	-
partialarmystrength	5	native-host-call	yes	0x0051f120
partialcanmerge?	1	native-host-call	yes	0x00520e20
participant?	4	script-definition	no	-
parties_text_item	2	script-definition	no	-
parties_txt_editbox	2	unclassified-residue	no	-
partner_army	2	script-definition	no	-
partner_unit	1	script-definition	no	-
party1	3	script-definition	no	-
party2	3	script-definition	no	-
party3	1	script-definition	no	-
party_faith_suffix	1	script-definition	no	-
partyfaithstrings	1	script-definition	no	-
parzring	2	script-definition	no	-
pass	1	script-definition	no	-
pat1	14	script-definition	no	-
path	1	script-definition	no	-
pattern1_dd	1	unclassified-residue	no	-
pattern2_dd	1	unclassified-residue	no	-
pattern3_dd	1	unclassified-residue	no	-
pausecombat	1	unclassified-residue	no	-
pausedoodad	1	unclassified-residue	no	-
pcatk	1	script-definition	no	-
pcatkack	1	script-definition	no	-
pcdie	1	script-definition	no	-
pcmov	1	script-definition	no	-
pcmovack	1	script-definition	no	-
pcselack	1	script-definition	no	-
peacemaker	3	script-definition	no	-
peatk	1	script-definition	no	-
peatkack	1	script-definition	no	-
pedie	1	script-definition	no	-
pemov	1	script-definition	no	-
pemovack	1	script-definition	no	-
per	2	script-definition	no	-
per_attacker	2	script-definition	no	-
per_defender	2	script-definition	no	-
per_lvl	1	unclassified-residue	no	-
percent	9	script-definition	no	-
percentage	15	script-definition	no	-
permanent_modifications	1	script-definition	no	-
permanentpolymorph	9	native-host-call	yes	0x00527c10
persistent_counter	1	script-definition	no	-
personal_unit_stack	6	script-definition	no	-
peselack	1	script-definition	no	-
pestilence	7	script-definition	no	-
petrify	3	script-definition	no	-
pgatk	1	script-definition	no	-
pgatkack	1	script-definition	no	-
pgdie	1	script-definition	no	-
pgmov	1	script-definition	no	-
pgmovack	1	script-definition	no	-
pgselack	1	script-definition	no	-
ph	254	script-definition	no	-
phase	3	script-definition	no	-
phase_array	4	script-definition	no	-
phase_scale	1	script-definition	no	-
phase_share	4	script-definition	no	-
phase_start	4	script-definition	no	-
pheonix_in_combat	1	script-definition	no	-
pheonix_play	1	script-definition	no	-
phrase	2	script-definition	no	-
phrase_table	2	script-definition	no	-
physmem	1	script-definition	no	-
pick1	2	script-definition	no	-
pick2	4	script-definition	no	-
pick5	10	script-definition	no	-
pick_one_at_random	3	script-definition	no	-
pick_sprite	1	unclassified-residue	no	-
pikfaithdict	12	unclassified-residue	no	-
pine1	2	engine-dictionary-key	no	-
pirate_attack_if_close	1	script-definition	no	-
pirate_range	1	script-definition	no	-
pixiedust	5	script-definition	no	-
pixies	2	script-definition	no	-
pixies_aura	1	unclassified-residue	no	-
place_attacker	1	script-definition	no	-
place_capitols	1	script-definition	no	-
place_defender	1	script-definition	no	-
place_either_overlay	2	script-definition	no	-
place_in_center	1	native-host-call	yes	0x004ee5b0
place_regions	1	script-definition	no	-
place_spoils_box	5	script-definition	no	-
placecitysprites	2	script-definition	no	-
placecitywall_cantwalkhorizontal	12	native-host-call	yes	0x00458470
placecitywall_cantwalkvertical	12	native-host-call	yes	0x00458610
placecitywall_gate	4	native-host-call	yes	0x00458180
placecombatarmies	1	native-host-call	yes	0x004ee640
placecornercitywall	4	native-host-call	yes	0x004595d0
placedungeondict	645	script-definition	no	-
placedungeons	1	unclassified-residue	no	-
placefrontcitywall	52	native-host-call	yes	0x00459370
placefrontladder	32	native-host-call	yes	0x004596f0
placement	9	script-definition	no	-
placement_array	3	script-definition	no	-
placement_dict	2	script-definition	no	-
placement_x	4	script-definition	no	-
placement_y	4	script-definition	no	-
placesidecitywall	31	native-host-call	yes	0x004594b0
placesideladder	4	native-host-call	yes	0x00459810
plain_doodad_array	3	script-definition	no	-
plains1	1	script-definition	no	-
plains2	1	script-definition	no	-
plains3	1	script-definition	no	-
plains4	1	script-definition	no	-
plainsloop	1	script-definition	no	-
plant_seamonsters	1	script-definition	no	-
play_case	2	script-definition	no	-
play_number	23	script-definition	no	-
play_spells	1	script-definition	no	-
play_time	22	script-definition	no	-
play_time_duration	9	script-definition	no	-
play_to_play	9	script-definition	no	-
playambientsfx	1	native-host-call	yes	0x0047aa20
playbook	5	script-definition	no	-
playbook_1	9	script-definition	no	-
playbook_2	3	script-definition	no	-
player	17	script-definition	no	-
player1	4	script-definition	no	-
player2	4	script-definition	no	-
player_a	12	script-definition	no	-
player_affinity	5	script-definition	no	-
player_available_stack	10	script-definition	no	-
player_dies_as_balkoth_dlg	27	script-definition	no	-
player_dies_notas_balkoth_dlg	29	script-definition	no	-
player_faith	7	script-definition	no	-
player_faith_name	1	script-definition	no	-
player_health_dd	1	unclassified-residue	no	-
player_id	29	script-definition	no	-
player_ids	11	script-definition	no	-
player_list	17	script-definition	no	-
player_name	2	script-definition	no	-
player_report	119	script-definition	no	-
player_tone_count	3	script-definition	no	-
player_trrv	1	script-definition	no	-
player_used?	6	script-definition	no	-
player_win_balkoth_isdead_dlg	25	script-definition	no	-
player_wins_as_balkoth_dlg	22	script-definition	no	-
player_wins_notas_balkoth_dlg	37	script-definition	no	-
player_you	83	script-definition	no	-
playeractivate	6	native-host-call	yes	0x004b5870
playeraveragerangemissile	2	native-host-call	yes	0x00409630
playerbarteraccept	50	native-host-call	yes	0x00433b50
playerbarterattack	20	native-host-call	yes	0x00434000
playerbarternotinterested	126	native-host-call	yes	0x00433c40
playerbarterpropose	51	native-host-call	yes	0x00433d30
playercancelbartersession	2	native-host-call	yes	0x004329b0
playercenterlocarmies	16	native-host-call	yes	0x00466fd0
playergetnumgroups	2	native-host-call	yes	0x004e6e10
playergraphicsdict	4	script-definition	no	-
playerhighestkeeplevel	1	native-host-call	yes	0x004c00a0
playerincity	3	script-definition	no	-
playerintemple	11	script-definition	no	-
playerlongestmissilearmy	1	native-host-call	yes	0x00466890
playernumarmies	1	native-host-call	yes	0x00466f00
playmoodmusic	1	native-host-call	yes	0x004b3f00
playmusic	14	native-host-call	yes	0x004b3da0
playsoundfx	145	native-host-call	yes	0x0047a110
playsoundfxwait	1	native-host-call	yes	0x0047a020
playspeech	2	native-host-call	yes	0x004b4390
playterrainambiance	3	native-host-call	yes	0x0047b1a0
playvideo	20	native-host-call	yes	0x005312f0
playvideoshutdown	1	native-host-call	yes	0x005316d0
playvoice	24	native-host-call	yes	0x0047a1e0
plus1helm	2	script-definition	no	-
plus2armor	6	script-definition	no	-
plyr	4	script-definition	no	-
poatk	1	script-definition	no	-
poatkack	1	script-definition	no	-
podie	1	script-definition	no	-
pointer	118	script-definition	no	-
points	4	script-definition	no	-
poison_cloud	11	script-definition	no	-
pol_affect	4	script-definition	no	-
pol_affect_spy	1	script-definition	no	-
pol_affect_spy_get_info	2	script-definition	no	-
pol_affect_steal	1	script-definition	no	-
pol_affect_torture	1	script-definition	no	-
pol_affect_torture_get_info	1	script-definition	no	-
pol_edit0	1	script-definition	no	-
pol_edit1	1	script-definition	no	-
pol_edit10	1	script-definition	no	-
pol_edit11	1	script-definition	no	-
pol_edit12	1	script-definition	no	-
pol_edit13	1	script-definition	no	-
pol_edit14	1	script-definition	no	-
pol_edit15	1	script-definition	no	-
pol_edit2	1	script-definition	no	-
pol_edit3	1	script-definition	no	-
pol_edit4	1	script-definition	no	-
pol_edit5	1	script-definition	no	-
pol_edit6	1	script-definition	no	-
pol_edit7	1	script-definition	no	-
pol_edit8	1	script-definition	no	-
pol_edit9	1	script-definition	no	-
pol_result	1	script-definition	no	-
pol_text0	2	script-definition	no	-
