name	uses	class	broad-candidate	operator-entry-point
ACTION_HAS_MOVEPATH	2	constant-or-data	yes	-
ACTION_NOTHING	2	constant-or-data	yes	-
ACTION_NO_ACTION	2	constant-or-data	yes	-
ACTION_RESEARCH	2	constant-or-data	yes	-
ACTION_REST_INSIDE	2	constant-or-data	yes	-
ACTION_TRAINNING	2	constant-or-data	yes	-
ACTIVE_DOORWAY	42	constant-or-data	yes	-
AIR	338	constant-or-data	yes	-
AI_Melee	1	script-definition	no	-
AI_Melee_Total	68	script-definition	no	-
AI_Missile_Total	68	script-definition	no	-
AI_Missle	1	script-definition	no	-
AI_PLAYERS	3	constant-or-data	yes	-
AI_Special	1	script-definition	no	-
AI_Surv	1	script-definition	no	-
AI_player_id	2	script-definition	no	-
AMAZON	17	constant-or-data	yes	-
ANY_SPOT	57	constant-or-data	yes	-
ARMY_DESTINATION	13	constant-or-data	yes	-
ARMY_DESTINATION_ARMY	9	constant-or-data	yes	-
ARMY_DESTINATION_EVENT	3	constant-or-data	yes	-
ARMY_DRAWN_UNIT	5	constant-or-data	yes	-
ARMY_FACING	6	script-definition	no	-
ARMY_FLAGS	16	constant-or-data	yes	-
ARMY_FLAG_BIT_DEATH_FLAG	3	constant-or-data	yes	-
ARMY_FLAG_BIT_ENTER_COMBAT_AT_DESTINATION	2	constant-or-data	yes	-
ARMY_FLAG_BIT_IN_RALLY	3	constant-or-data	yes	-
ARMY_FLAG_BIT_MERGE_AT_DESTINATION	1	constant-or-data	yes	-
ARMY_FLAG_BIT_PRISONER	2	constant-or-data	yes	-
ARMY_FLAG_BIT_RETREATED	3	constant-or-data	yes	-
ARMY_LOCATION	128	script-definition	no	-
ARMY_MEETS_PLAYER_STRINGS	1	script-definition	no	-
ARMY_MPS	4	constant-or-data	yes	-
ARMY_NUM_UNITS	196	constant-or-data	yes	-
ARMY_OWNER	410	script-definition	no	-
ARTIFACT_ATTACK_MOD_PROC	1	constant-or-data	yes	-
ARTIFACT_AUTOCALC_END_COMBAT_PROC	1	constant-or-data	yes	-
ARTIFACT_BARTER_PROC	7	constant-or-data	yes	-
ARTIFACT_BEGIN_TURN_PROC	1	constant-or-data	yes	-
ARTIFACT_CAN_BE_USED	2	constant-or-data	yes	-
ARTIFACT_CATEGORY	1	constant-or-data	yes	-
ARTIFACT_CHARGES	28	constant-or-data	yes	-
ARTIFACT_DEFEND_MOD_PROC	1	constant-or-data	yes	-
ARTIFACT_DICTIONARY	25	constant-or-data	yes	-
ARTIFACT_DOODAD_ID	51	constant-or-data	no	-
ARTIFACT_END_COMBAT_PROC	1	constant-or-data	yes	-
ARTIFACT_END_TURN_PROC	1	constant-or-data	yes	-
ARTIFACT_FLAG	91	script-definition	no	-
ARTIFACT_HAND_FLAG	11	script-definition	no	-
ARTIFACT_MAX_CHARGES	12	constant-or-data	yes	-
ARTIFACT_MAX_MANA	1	constant-or-data	yes	-
ARTIFACT_MOD_PROC	6	constant-or-data	yes	-
ARTIFACT_NAME	34	constant-or-data	no	-
ARTIFACT_OVERRIDE_FLAG	1	constant-or-data	yes	-
ARTIFACT_SPELL_ID	14	constant-or-data	no	-
ARTIFACT_START_COMBAT_PROC	1	constant-or-data	yes	-
ARTIFACT_TYPE	45	constant-or-data	no	-
ARTIFACT_TYPE_FLAGS	3	constant-or-data	yes	-
ARTIFACT_UNIQUE_ID	49	constant-or-data	yes	-
ARTIFACT_UNMOD_PROC	1	constant-or-data	yes	-
ARTIFACT_USES_ARTIFACT_MANA	1	constant-or-data	yes	-
ARTIFACT_USES_CHARGES	1	constant-or-data	yes	-
ARTIFACT_USES_WIZARD_MANA	2	constant-or-data	yes	-
ARTIFACT_WIELD_BITS	2	constant-or-data	yes	-
ARTIFACT_WIELD_BOTH	3	constant-or-data	yes	-
ARTIFACT_WIELD_CHAMPION_BITS	4	constant-or-data	yes	-
ARTIFACT_WIELD_EITHER	84	constant-or-data	yes	-
ARTIFACT_WIELD_FAITH_BITS	3	constant-or-data	yes	-
ARTIFACT_WIELD_INVISIBLE	18	constant-or-data	yes	-
ARTIFACT_WIELD_LEFT	29	constant-or-data	yes	-
ARTIFACT_WIELD_RIGHT	60	constant-or-data	yes	-
ASCII_VAL	77	constant-or-data	yes	-
ATTACKER_ARMY	111	constant-or-data	yes	-
ATTACK_ACKNOWLEDGE	375	constant-or-data	yes	-
ATTACK_SPELL_TYPE	3	constant-or-data	yes	-
AT_WAR	38	constant-or-data	yes	-
AUTOCALC_ATTACKER	1	constant-or-data	yes	-
AUTOCALC_DEFENDER	1	constant-or-data	yes	-
AttackerString	2	script-definition	no	-
Ave_Melee_bv_per_hitpoint_p0	22	script-definition	no	-
Ave_Melee_bv_per_hitpoint_p1	9	script-definition	no	-
Ave_Melee_bv_per_unit_p0	4	script-definition	no	-
Ave_Melee_bv_per_unit_p1	1	script-definition	no	-
Ave_Missile_bv_per_hitpoint_p0	22	script-definition	no	-
Ave_Missile_bv_per_hitpoint_p1	9	script-definition	no	-
Ave_Missile_bv_per_unit_p0	6	script-definition	no	-
Ave_Missile_bv_per_unit_p1	1	script-definition	no	-
Ave_attack_value_p0	2	script-definition	no	-
Ave_defense_value_p1	2	script-definition	no	-
Ave_hitpoints_p1	2	script-definition	no	-
Ave_level_p1	1	script-definition	no	-
BARBARIAN	29	constant-or-data	yes	-
BARGRAPH_BAR_AMOUNT	9	constant-or-data	yes	-
BARGRAPH_BAR_ID	5	constant-or-data	yes	-
BARRACKS	52	constant-or-data	yes	-
BARTER_ACCEPTED	1	constant-or-data	yes	-
BARTER_ARMY	7	constant-or-data	yes	-
BARTER_ARTIFACT	6	constant-or-data	yes	-
BARTER_BUILDING	6	constant-or-data	yes	-
BARTER_CANCEL_CHANGING	2	constant-or-data	yes	-
BARTER_CHANGING	1	constant-or-data	yes	-
BARTER_CITY	6	constant-or-data	yes	-
BARTER_DEMAND	40	constant-or-data	yes	-
BARTER_ENDED_IN_FIGHT	1	constant-or-data	yes	-
BARTER_FOOD	78	constant-or-data	yes	-
BARTER_GIFT	96	constant-or-data	yes	-
BARTER_GOLD	79	constant-or-data	yes	-
BARTER_INACTIVE	1	constant-or-data	yes	-
BARTER_INITIATES	4	constant-or-data	yes	-
BARTER_MAGIC_CRYSTALS	76	constant-or-data	yes	-
BARTER_NOT_INTERESTED	1	constant-or-data	yes	-
BARTER_NUM_TONES	7	constant-or-data	yes	-
BARTER_PLEA	36	constant-or-data	yes	-
BARTER_PROPOSED	2	constant-or-data	yes	-
BARTER_REQUEST	86	constant-or-data	yes	-
BARTER_SLOT_EMPTY	1	constant-or-data	yes	-
BARTER_SPELL	6	constant-or-data	yes	-
BARTER_STARTUP	2	constant-or-data	yes	-
BARTER_THREAT	42	constant-or-data	yes	-
BARTER_TRADE	138	constant-or-data	yes	-
BARTER_TREE	6	constant-or-data	yes	-
BARTER_UNIT	17	constant-or-data	no	-
BESTETA_ALL_OUT_ATTACK	1	constant-or-data	yes	-
BESTETA_ATTACK_WITHOUT_FULL_STRENGTH	1	constant-or-data	yes	-
BESTETA_INVOLVE_BODYGUARDS	2	constant-or-data	yes	-
BESTETA_INVOLVE_LEADER	2	constant-or-data	yes	-
BESTETA_USE_ARMIES_INSIDE	1	constant-or-data	yes	-
BESTETA_USE_ARMIES_IN_DUNGEONS	1	constant-or-data	yes	-
BI_BEGIN_TURN_PROC	1	constant-or-data	yes	-
BI_COMBAT_PROC	1	constant-or-data	yes	-
BI_IMPFILE_PROC	5	constant-or-data	yes	-
BI_NAME	4	constant-or-data	yes	-
BI_SIGHT_RADIUS	1	constant-or-data	yes	-
BOLT_ATTACKER_UNIT_NUM	1	constant-or-data	yes	-
BOLT_DEFENDER_UNIT_NUM	1	constant-or-data	yes	-
BOLT_SPELLDEF_ID	2	constant-or-data	yes	-
BRAIN_BALANCE_RESOURCES	3	constant-or-data	yes	-
BRAIN_BUILD_SOMETHING	3	constant-or-data	yes	-
BRAIN_CONSOLIDATE_HOLD_ON_REGIONS	3	constant-or-data	yes	-
BRAIN_END_TURN_CLEANUP	3	constant-or-data	yes	-
BRAIN_EVENT_RESPONSE	3	constant-or-data	yes	-
BRAIN_HANDLE_LEADER	3	constant-or-data	yes	-
BRAIN_HANDLE_MERCENARIES	3	constant-or-data	yes	-
BRAIN_HANDLE_THREATS	1	constant-or-data	yes	-
BRAIN_INITIATE_BARTER	3	constant-or-data	yes	-
BRAIN_INVASION_SETUP	3	constant-or-data	yes	-
BRAIN_INVASION_STATUS	3	constant-or-data	yes	-
BRAIN_MAINTAIN_CITY	3	constant-or-data	yes	-
BRAIN_POSITION_DEFENDERS	3	constant-or-data	yes	-
BRAIN_PREPARE_INVADERS	3	constant-or-data	yes	-
BRAIN_RERUN	1	constant-or-data	yes	-
BRAIN_RESEARCH	3	constant-or-data	yes	-
BRAIN_REVIEW_RELATIONSHIPS	3	constant-or-data	yes	-
BRAIN_SET_REGION_TO_INVADE	3	constant-or-data	yes	-
BRAIN_SHOULD_INVASION_BEGIN	3	constant-or-data	yes	-
BUILDING_ACCUMULATED_RESEARCH	4	constant-or-data	yes	-
BUILDING_EXPERIENCE	10	constant-or-data	yes	-
BUILDING_FAITH	47	constant-or-data	no	-
BUILDING_INITIATES	1	constant-or-data	yes	-
BUILDING_LEVEL	37	constant-or-data	no	-
BUILDING_LINE_OF_RESEARCH	5	constant-or-data	yes	-
BUILDING_LOCATION	14	constant-or-data	no	-
BUILDING_OWNER	32	constant-or-data	yes	-
BUILDING_PARENT	6	constant-or-data	yes	-
BUILDING_TYPE	72	constant-or-data	yes	-
B_off	1	unclassified-residue	no	-
B_on	1	unclassified-residue	no	-
CANNOT_RESEARCH	1	constant-or-data	yes	-
CANT_COMBINE	3	constant-or-data	yes	-
CAN_AIMED	45	constant-or-data	yes	-
CAN_ATTACK	120	constant-or-data	yes	-
CAN_BERSERK	47	constant-or-data	yes	-
CAN_CAST_BREATH	2	constant-or-data	yes	-
CAN_DEFEND	118	constant-or-data	yes	-
CAN_DETECT_THIEF	18	constant-or-data	yes	-
CAN_RALLY	20	constant-or-data	yes	-
CAN_SPELLS	21	constant-or-data	yes	-
CAN_SPIT_WEB	1	constant-or-data	yes	-
CAN_STEALTH	18	constant-or-data	yes	-
CAN_SUBDUE	18	constant-or-data	yes	-
CAN_SURRENDER	58	constant-or-data	yes	-
CAN_TRANSFER_ARTIFACT	2	constant-or-data	yes	-
CAN_USE_LEFT_ARTIFACT	59	constant-or-data	yes	-
CAN_USE_RIGHT_ARTIFACT	58	constant-or-data	yes	-
CAPTURED_ATTACKER	4	constant-or-data	yes	-
CAPTURED_DEFENDER	4	constant-or-data	yes	-
CAV	32	constant-or-data	no	-
CAVALRY_CLASS	12	constant-or-data	yes	-
CEASE_FIRE	5	constant-or-data	yes	-
CHAMPION_CLASS	12	constant-or-data	yes	-
CHAMPION_NAME	5	constant-or-data	no	-
CHAOS	292	constant-or-data	yes	-
CHI	3	constant-or-data	yes	-
CITYMOD_LEVEL	8	constant-or-data	yes	-
CITYMOD_SPELLDEF_ID	14	constant-or-data	yes	-
CITY_FAITH	36	constant-or-data	no	-
CITY_LEVEL	8	constant-or-data	no	-
CITY_LOCATION	29	constant-or-data	yes	-
CITY_NAME	12	constant-or-data	no	-
CITY_OWNER	42	constant-or-data	no	-
CITY_SIGHT_RADIUS	4	constant-or-data	yes	-
CI_ARMY_ID	42	constant-or-data	yes	-
CI_ARTIFACT_UNIQUE_ID	25	constant-or-data	yes	-
CI_CASTING_ARMY	39	constant-or-data	yes	-
CI_CASTING_UNIT	37	constant-or-data	yes	-
CI_CITY_ID	12	constant-or-data	yes	-
CI_LOCATION	14	constant-or-data	yes	-
CI_TYPE	35	constant-or-data	yes	-
CI_UNIT_NUM	40	constant-or-data	yes	-
CI_UNIT_UNIQUE_ID	6	constant-or-data	yes	-
COMBAT_MODE	8	constant-or-data	yes	-
COMBAT_ORDERS	4	constant-or-data	yes	-
COMBAT_SCREEN	33	constant-or-data	yes	-
COMBAT_SPELL	128	constant-or-data	yes	-
CONTAINER_CONSOLIDATE_IDENTICAL_ITEMS	12	constant-or-data	yes	-
CONTAINER_DOODAD_ID	8	constant-or-data	yes	-
CONTAINER_DOUBLE_CLICK	10	constant-or-data	yes	-
CONTAINER_NO_EMPTY_SPOTS	9	constant-or-data	yes	-
CONTAINER_RIGHT_CLICK	7	constant-or-data	yes	-
CONTAINER_SELECTED_BITS	11	constant-or-data	yes	-
CONTAINER_SELECTED_X	7	constant-or-data	yes	-
CONTAINER_SELECTED_Y	7	constant-or-data	yes	-
COW	3	constant-or-data	yes	-
CR1	41	constant-or-data	no	-
CR2	39	constant-or-data	no	-
CR3	46	constant-or-data	no	-
CR4	39	constant-or-data	no	-
CR5	26	constant-or-data	yes	-
CRYSTALS	215	constant-or-data	no	-
CURRENT	471	constant-or-data	yes	-
CURSORS_AIR_SPELL_VALID	1	constant-or-data	yes	-
CURSORS_ATTACK_MODE	7	constant-or-data	yes	-
CURSORS_ATTACK_VALID	1	constant-or-data	yes	-
CURSORS_CHAOS_SPELL_VALID	1	constant-or-data	yes	-
CURSORS_DEATH_SPELL_VALID	1	constant-or-data	yes	-
CURSORS_EARTH_SPELL_VALID	1	constant-or-data	yes	-
CURSORS_FIRE_SPELL_VALID	1	constant-or-data	yes	-
CURSORS_LIFE_SPELL_VALID	2	constant-or-data	yes	-
CURSORS_ORDER_SPELL_VALID	1	constant-or-data	yes	-
CURSORS_POINTER	125	constant-or-data	yes	-
CURSORS_POINTER_INVALID	112	constant-or-data	yes	-
CURSORS_SUBDUE_ATTACK_VALID	1	constant-or-data	yes	-
CURSORS_WATER_SPELL_VALID	1	constant-or-data	yes	-
C_off	1	unclassified-residue	no	-
C_on	1	unclassified-residue	no	-
Caster_mod	62	script-definition	no	-
DARK_ELF	23	constant-or-data	yes	-
DEATH	404	constant-or-data	yes	-
DEFENDER_ARMY	56	constant-or-data	yes	-
DEFEND_SPELL_TYPE	3	constant-or-data	yes	-
DIE	161	constant-or-data	yes	-
DIPLO_BARTER_EFFECT	1	constant-or-data	yes	-
DIPLO_COMBAT_EFFECT	1	constant-or-data	yes	-
DIPLO_ME	3	constant-or-data	yes	-
DIPLO_PLAYER1	3	constant-or-data	yes	-
DIPLO_PLAYER1_VALUE	1	constant-or-data	yes	-
DIPLO_PLAYER2	3	constant-or-data	yes	-
DIPLO_PLAYER2_VALUE	1	constant-or-data	yes	-
DIPLO_TIME_EFFECT	1	constant-or-data	yes	-
DISPLAYING_BUILDING_INFO	1	script-definition	no	-
DISPLAYING_BUILD_BUILDING	1	script-definition	no	-
DISPLAYING_BUY_POTION	1	script-definition	no	-
DISPLAYING_SELECTION_MODE	4	constant-or-data	yes	-
DISPLAYING_UNITINFO_MODE	7	constant-or-data	yes	-
DISPLAYING_UNIT_INFO	1	script-definition	no	-
DISPLAYING_UPGRADEBUILDING	1	script-definition	no	-
DISP_ALE	7	constant-or-data	yes	-
DISP_CRYSTAL	7	constant-or-data	yes	-
DISP_FAME	3	constant-or-data	yes	-
DISP_GOLD	7	constant-or-data	yes	-
DISP_INIT	3	constant-or-data	yes	-
DISP_POWER	2	constant-or-data	yes	-
DISP_POWER_LOWER	2	constant-or-data	yes	-
DISP_POWER_MAX	2	constant-or-data	yes	-
DISP_POWER_UPPER	2	constant-or-data	yes	-
DISP_PROD_ALE	3	constant-or-data	yes	-
DISP_PROD_CRYSTAL	3	constant-or-data	yes	-
DISP_PROD_FAME	3	constant-or-data	yes	-
DISP_PROD_GOLD	3	constant-or-data	yes	-
DROP_CLICK	11	constant-or-data	yes	-
DROP_DIFFERENT_CONTAINERS	12	constant-or-data	yes	-
DROP_SAME_SPOT	2	constant-or-data	yes	-
DROP_SWAP_SPOT	7	constant-or-data	yes	-
DUNGEON_COMBAT	1	constant-or-data	yes	-
DWARF_UNITS	1	script-definition	no	-
D_off	1	unclassified-residue	no	-
D_on	1	unclassified-residue	no	-
DefenderString	2	script-definition	no	-
EARTH	389	constant-or-data	yes	-
EASY_LEVEL	19	constant-or-data	yes	-
EDITBOX_AUTO_SCROLL	1	constant-or-data	yes	-
EDITBOX_NOSCROLL	3	constant-or-data	yes	-
EDITBOX_SCROLL	744	constant-or-data	yes	-
EDITBOX_VCENTER	20	constant-or-data	yes	-
EDITBOX_WANTS_ARROWS	1	constant-or-data	yes	-
EDITMODE_DOWN_TX	3	constant-or-data	yes	-
EDITMODE_DOWN_TY	3	constant-or-data	yes	-
EDITMODE_EVENT_TYPE	1	constant-or-data	yes	-
EDITMODE_LEFT_CLICK	1	constant-or-data	yes	-
EDITMODE_MOVE_WHILE_UP	1	constant-or-data	yes	-
EDITMODE_RIGHT_CLICK	1	constant-or-data	yes	-
ELE	4	constant-or-data	yes	-
ELF	20	constant-or-data	yes	-
FAITHSELECT_SCREEN	3	constant-or-data	yes	-
FAME	65	constant-or-data	no	-
FATE_UNKNOWN	5	constant-or-data	yes	-
FIRE	372	constant-or-data	yes	-
FIT	35	constant-or-data	no	-
FLAG_ACTION_CITY_SELECTED	12	constant-or-data	yes	-
FLAG_ACTION_CITY_UNSELECTED	42	constant-or-data	yes	-
FLAG_ACTION_UNIT_UNSELECTED	4	constant-or-data	yes	-
FOOD	212	constant-or-data	no	-
FT2	24	constant-or-data	yes	-
FYI_TEXT_ARRAY	1	script-definition	no	-
GAT	4	constant-or-data	yes	-
GENERAL_SPELL_TYPE	3	constant-or-data	yes	-
GENERIC_PROC_CANT_INTERROGATE_MESSAGE	1	constant-or-data	yes	-
GENERIC_PROC_CANT_TORTURE_MESSAGE	1	constant-or-data	yes	-
GENERIC_PROC_CAST_BREATH_GET_SPELL_ID	1	constant-or-data	yes	-
GENERIC_PROC_GET_SIR_TEXT	1	constant-or-data	yes	-
GENERIC_PROC_HYDRA_DAMAGE	1	constant-or-data	yes	-
GENERIC_PROC_HYDRA_GET_AURA2	1	constant-or-data	yes	-
GENERIC_PROC_HYDRA_GET_AURA2B	1	constant-or-data	yes	-
GENERIC_PROC_HYDRA_GET_AURA3	1	constant-or-data	yes	-
GENERIC_PROC_HYDRA_GET_AURA3B	1	constant-or-data	yes	-
GENERIC_PROC_MINIMUM_KNOWLEDGE_POL	1	constant-or-data	yes	-
GENERIC_PROC_OPEN_CITY_GATE	1	constant-or-data	yes	-
GENERIC_PROC_SET_UNIT_LEVEL_MODIFICATION	1	constant-or-data	yes	-
GENERIC_PROC_SPIT_WEB_GET_SPELL_ID	1	constant-or-data	yes	-
GENERIC_PROC_TELEPORT_ARTIFACTS	1	constant-or-data	yes	-
GET	15	native-host-call	yes	0x004ca590
GET_ARMY_IN_BUILDING	1	constant-or-data	yes	-
GET_HIT	4	constant-or-data	yes	-
GHOST_DRAW_AS_SHADOW	3	constant-or-data	yes	-
GHOST_NEEDS_SAME_FACING	3	constant-or-data	yes	-
GIVE	19	constant-or-data	yes	-
GOA	3	constant-or-data	yes	-
GOLD	228	constant-or-data	no	-
GRAPHIC_TYPES	3	constant-or-data	yes	-
GREAT_TEMPLE	22	constant-or-data	no	-
HARD_LEVEL	17	constant-or-data	yes	-
HIGHLIGHT_INVALID	1	constant-or-data	yes	-
HIGHLIGHT_OTHER	1	constant-or-data	yes	-
HIGHLIGHT_SELF	1	constant-or-data	yes	-
HIST_ALL_DIED	1	constant-or-data	yes	-
HIST_ATTACKED	2	constant-or-data	yes	-
HIST_BARTER	3	constant-or-data	yes	-
HIST_BROKE_PROMISE	2	constant-or-data	yes	-
HIST_BROKE_TREATY	2	constant-or-data	yes	-
HIST_CHANGED_RANKING	2	constant-or-data	yes	-
HIST_CONQUERED_REGION	2	constant-or-data	yes	-
HIST_DEFENDED	2	constant-or-data	yes	-
HIST_KEPT_PROMISE	2	constant-or-data	yes	-
HIST_KILLED_LEADER	2	constant-or-data	yes	-
HIST_LAST_TIME	1	constant-or-data	yes	-
HIST_LOST	1	constant-or-data	yes	-
HIST_LOST_REGION	2	constant-or-data	yes	-
HIST_MADE_PROMISE	2	constant-or-data	yes	-
HIST_MADE_TREATY	2	constant-or-data	yes	-
HIST_TIED	1	constant-or-data	yes	-
HIST_TYPE	3	constant-or-data	yes	-
HIST_WHAT	2	constant-or-data	yes	-
HIST_WHO	2	constant-or-data	yes	-
HIST_WON	1	constant-or-data	yes	-
HUMAN	25	constant-or-data	yes	-
HUT	24	constant-or-data	yes	-
Human_Melee	1	script-definition	no	-
Human_Melee_Total	66	script-definition	no	-
Human_Missile_Total	66	script-definition	no	-
Human_Missle	1	script-definition	no	-
Human_Surv	1	script-definition	no	-
Human_player_id	2	script-definition	no	-
Human_special	1	script-definition	no	-
INACTIVE_DOORWAY	2	constant-or-data	yes	-
INFANTRY_CLASS	13	constant-or-data	yes	-
INFO_ARTIFACTS	3	constant-or-data	yes	-
INFO_BUILDINGS_LEVEL	1	constant-or-data	yes	-
INFO_GCAF	4	constant-or-data	yes	-
INFO_LEADER_LOCATION	1	constant-or-data	yes	-
INFO_MAP_EXPLORATION	1	constant-or-data	yes	-
INFO_MILITARY_ARTIFACTS	2	constant-or-data	yes	-
INFO_MILITARY_LOCATIONS	1	constant-or-data	yes	-
INFO_MILITARY_SPELLS	2	constant-or-data	yes	-
INFO_PRODUCTION	3	constant-or-data	yes	-
INFO_UNIT_LEVEL	2	constant-or-data	yes	-
INITIATES	6	constant-or-data	no	-
INTEL_MESSAGE_BARTER	7	constant-or-data	yes	-
INTEL_MESSAGE_COMBAT	9	constant-or-data	yes	-
INTRO_SCREEN	2	constant-or-data	yes	-
ITEM_CATEGORY	18	constant-or-data	yes	-
ITEM_DOODAD_ID	12	constant-or-data	no	-
ITEM_GRAPHIC_ID	88	constant-or-data	yes	-
ITEM_QTY	72	constant-or-data	yes	-
ITEM_UNIQUE_ID	129	constant-or-data	yes	-
Introstrings	1	script-definition	no	-
JUST_CENTER	266	constant-or-data	yes	-
JUST_LEFT	289	constant-or-data	yes	-
JUST_RIGHT	191	constant-or-data	yes	-
KEEP	102	constant-or-data	yes	-
KILLED_ATTACKER	10	constant-or-data	yes	-
KILLED_DEFENDER	10	constant-or-data	yes	-
LD1	4	constant-or-data	yes	-
LD2	6	constant-or-data	yes	-
LD3	3	constant-or-data	yes	-
LDF	24	constant-or-data	yes	-
LDR	3	constant-or-data	no	-
LDT	18	constant-or-data	yes	-
LDW	34	constant-or-data	yes	-
LESSER_FIRE_GIANT	15	constant-or-data	yes	-
LESSER_STONE_GIANT	17	constant-or-data	yes	-
LESSER_STORM_GIANT	18	constant-or-data	yes	-
LIBRARY	20	constant-or-data	yes	-
LIFE	301	constant-or-data	yes	-
LIMIT_DRAGGING	3	constant-or-data	yes	-
LOADING_GAME	2	constant-or-data	yes	-
LOADING_GAME_AFTER_COMBAT	1	constant-or-data	yes	-
LOADING_MAP	1	constant-or-data	yes	-
LOADING_SCENARIO_MAP	1	constant-or-data	yes	-
LOADING_SPECIAL_MAP	1	constant-or-data	yes	-
LOADING_UNIT_GRAPHICS	2	constant-or-data	yes	-
LOCATION_SCREEN	10	constant-or-data	yes	-
LOMSTART_TEXT_ARRAY	1	script-definition	no	-
LOU_SPEECH_DESC_ARRAY	2	script-definition	no	-
LOU_SPEECH_INTRO_ARRAY	2	script-definition	no	-
LOU_TEXT_ARRAY	2	script-definition	no	-
Lead_type_wav	6	script-definition	no	-
MAGISTRATE	41	constant-or-data	no	-
MAJOR_SPELL	2	constant-or-data	yes	-
MARKETPLACE	33	constant-or-data	no	-
MAX_PLAYERS	2	constant-or-data	yes	-
MAX_SPELL_CATEGORIES	2	constant-or-data	yes	-
MAX_UNITS_PER_ARMY	1	constant-or-data	no	-
MEDIUM_LEVEL	15	constant-or-data	yes	-
MELEE_ATTACK	159	constant-or-data	yes	-
MESSAGE_POLITICAL_EFFECT	2	constant-or-data	yes	-
MESSAGE_STEAL_VALUE	2	constant-or-data	yes	-
MINOR_SPELL	5	constant-or-data	yes	-
MIS	31	constant-or-data	no	-
MISSILE_CLASS	11	constant-or-data	yes	-
MISSILE_DESTINATION_SPRITE_ID	2	constant-or-data	yes	-
MISSILE_DESTINATION_UNIT_NUM	2	constant-or-data	yes	-
MISSILE_FLAG_DESTROY_AT_DESTINATION	2	constant-or-data	yes	-
MISSILE_FLAG_GUIDED	16	constant-or-data	yes	-
MISSILE_FLAG_HITS_ANY_ARMY	3	constant-or-data	yes	-
MISSILE_FLAG_TERRAIN_FOLLOWING	19	constant-or-data	yes	-
MISSILE_FLAG_USE_START_ELEVATION	1	constant-or-data	yes	-
MISSILE_FLAG_VORTEX	3	constant-or-data	yes	-
MISSILE_ORIGIN_HOTSPOT	2	constant-or-data	yes	-
MISSILE_SOURCE_SPRITE_ID	2	constant-or-data	yes	-
MISSILE_SOURCE_UNIT_NUM	2	constant-or-data	yes	-
MISSILE_SPELLDEF_ID	6	constant-or-data	yes	-
MODAL	4	native-host-call	yes	0x0048f8b0
MODELESS	17	native-host-call	yes	0x0048f7f0
MODIFIER_FLAG_FROM_ARTIFACT	922	constant-or-data	yes	-
MODIFIER_FLAG_FROM_ARTIFACTS	1	constant-or-data	no	-
MODIFIER_FLAG_FROM_LEVEL	8	constant-or-data	yes	-
MODIFIER_FLAG_FROM_SPELL	81	constant-or-data	yes	-
MODIFIER_FLAG_GOOD	4	constant-or-data	yes	-
MODIFIER_FLAG_INFECT	1	constant-or-data	yes	-
MODIFIER_FLAG_PALETTE_EFFECT	3	constant-or-data	yes	-
MODIFIER_FLAG_TEMPORARY_COMBAT	5	constant-or-data	yes	-
MOVE	159	constant-or-data	no	-
MOVE_ACKNOWLEDGE	341	constant-or-data	yes	-
NA	8	script-definition	no	-
NOTIFCATION_PRISONER_ESCAPE	2	constant-or-data	yes	-
NOTIFCATION_PRISONER_PREE	1	constant-or-data	yes	-
NOTIFCATION_PRISONER_RESCUE	1	constant-or-data	yes	-
NOT_DOORWAY	3	constant-or-data	yes	-
NO_DEFEND_ANIM	27	constant-or-data	yes	-
NO_DROP	1	constant-or-data	yes	-
NO_HOTSPOT	12	constant-or-data	yes	-
NUM_SPOTS	14	constant-or-data	no	-
New_AI_Melee_Total	43	script-definition	no	-
New_AI_Missile_Total	29	script-definition	no	-
New_Human_Melee_Total	32	script-definition	no	-
New_Human_Missile_Total	28	script-definition	no	-
OPTION_HEALTH_BAR_WHEN_SELECTED	1	constant-or-data	yes	-
OPTION_PLAYER_HALO_WHEN_SELECTED	1	constant-or-data	yes	-
OPTION_SMALL_HEALTH_BAR_WHEN_ENEMY	1	constant-or-data	yes	-
ORDER	515	constant-or-data	yes	-
ORDER_AIMED_ATTACK	1	constant-or-data	yes	-
ORDER_BERSERK	3	constant-or-data	yes	-
ORDER_CAST_ATTACK_SPELL	5	constant-or-data	yes	-
ORDER_CAST_BREATH	1	constant-or-data	yes	-
ORDER_CAST_DEFEND_SPELL	5	constant-or-data	yes	-
ORDER_CAST_GENERAL_SPELL	5	constant-or-data	yes	-
ORDER_CAST_TERRA_SPELL	5	constant-or-data	yes	-
ORDER_DEFEND	1	constant-or-data	yes	-
ORDER_DETECT_THIEF	2	constant-or-data	yes	-
ORDER_EXECUTE_PRISONERS	2	constant-or-data	yes	-
ORDER_FLAG_ATTACK_IN_RANGE	1	constant-or-data	yes	-
ORDER_FLAG_ATTACK_ON_CONTACT	3	constant-or-data	yes	-
ORDER_FLAG_DETECT_TARGET_FOR_CASTING_SPELL	1	constant-or-data	yes	-
ORDER_FLAG_GUARD_GETIN_MISSILE_ATTACK_POS	1	constant-or-data	yes	-
ORDER_FLAG_IS_WIZARD_DONT_MOVE	2	constant-or-data	yes	-
ORDER_FLAG_STAY_AWAY_FROM_ENEMIES	1	constant-or-data	yes	-
ORDER_FLEE	1	constant-or-data	yes	-
ORDER_FREE_PRISONERS	2	constant-or-data	yes	-
