name	entry_point	behaviour	boundary	instructions	decoded_extent_bytes	arity	arity_candidates	nominal_arity	declared_arity	arity_agrees	loop_carried_operands	operand_state_cap_hit	helper_pops	helper_pushes	inline_pops	inline_pushes	calls	call_targets	tail_calls	indirect_calls	virtual_call_slots	globals_read	constant_refs	globals_written	pointer_write_addresses	global_addresses	constant_addresses	string_refs	import_kinds_at_depth	state_write_depth	calls_mutating_method	direct_imports
armyresponsecode	0x00410480	unknown	complete	54	138	1	1	1	1	yes	no	no	1	0	0	2	3	0x4102e0,0x41be40,0x4d4550	0	0	-	0	0	0	-	-	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
armyspeed	0x004664a0	reads-state	complete	92	258	-	0,1	1	1	yes	no	no	0	0	1	2	6	0x4026a0,0x404ab0,0x407d50,0x421840,0x482ac0,0x4d4550	0	0	-	1	0	0	-	0x5aa12c	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	yes	-
armyspyarmyartifacts	0x00507810	unknown	complete	25	62	-	1,2	2	1	NO	no	no	2	0	0	0	2	0x41be40,0x507b00	0	0	-	0	0	0	-	-	-	0	file-io@6,archive@5,memory@6,thread@5,window-input@3,time@3,other@3	3	no	-
armystopmovingcallback	0x004e5e20	mutates-state	complete	29	100	-	0,1	1	1	yes	no	no	0	0	1	0	1	0x4d4550	0	0	-	0	0	2	-	0x579350,0x579354	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	0	no	-
armystrength	0x0051f000	unknown	complete	93	275	-	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16	-	2	yes	yes	yes	1	0	0	1	4	0x41be40,0x4d4550,0x521e00,0x522080	0	0	-	0	0	0	-	-	-	0	file-io@5,archive@4,memory@6,thread@4,window-input@3,time@2,other@3	1	no	-
armythatdiscovered	0x0040e7d0	reads-state	complete	21	78	0	0	0	0	yes	no	no	0	0	0	1	1	0x4d4550	0	0	-	1	0	0	-	0x55572c	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
armythiefdex	0x00507630	unknown	complete	66	180	1	1	1	1	yes	no	no	1	0	0	1	4	0x41be40,0x4d4550,0x525fc0,0x527e90	0	0	-	0	0	0	-	-	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
armythieflevel	0x005075c0	unknown	complete	30	101	1	1	1	1	yes	no	no	1	0	0	1	3	0x41be40,0x4d4550,0x506010	0	0	-	0	0	0	-	-	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	2	no	-
armyturnstodestination	0x00426ad0	unknown	complete	29	99	1	1	1	1	yes	no	no	1	0	0	1	3	0x41be40,0x426a10,0x4d4550	0	0	-	0	0	0	-	-	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
array	0x004ca7b0	file-or-resource-io	complete	118	28527	-	0,1	1	1	yes	no	no	0	0	1	1	2	0x4d3110,0x4d4550	0	0	-	0	0	0	-	-	-	0	file-io@5,archive@1,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
arrow_scroll	0x00505b10	mutates-state	complete	134	480	-	0,1,2	2	2	yes	no	no	0	0	2	0	3	0x4d4550,0x51ab90,0x5394a0	0	0	-	3	0	2	-	0x5876d0,0x587874,0x587874,0x587878,0x587878	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	0	yes	-
artifactarmy	0x0042bd30	reads-state	complete	21	78	0	0	0	0	yes	no	no	0	0	0	1	1	0x4d4550	0	0	-	1	0	0	-	0x555d74	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
artifactattackmodifications	0x0042c2c0	unknown	complete	34	32	1	1	1	1	yes	no	no	1	0	0	0	2	0x41be40,0x42c1c0	0	0	-	0	0	0	-	-	-	0	file-io@6,archive@5,memory@6,thread@5,window-input@3,time@3,other@3	2	no	-
artifactdefendmodifications	0x0042c2e0	unknown	complete	34	32	1	1	1	1	yes	no	no	1	0	0	0	2	0x41be40,0x42c210	0	0	-	0	0	0	-	-	-	0	file-io@6,archive@5,memory@6,thread@5,window-input@3,time@3,other@3	2	no	-
artifactself	0x0042bdd0	reads-state	complete	21	78	0	0	0	0	yes	no	no	0	0	0	1	1	0x4d4550	0	0	-	1	0	0	-	0x555d6c	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
artifacttype	0x00429a10	mutates-state	complete	38	172	0	0	0	0	yes	no	no	0	0	0	1	3	0x427b90,0x427d30,0x4d4550	0	0	-	2	0	1	-	0x5788cc,0x5788cc,0x5cd340	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	0	yes	-
artifacttypegetuniqueid	0x0042aef0	unknown	complete	142	422	-	0,1,2,3	3	3	yes	no	no	1	0	2	3	5	0x4026a0,0x404ab0,0x41be40,0x42aec0,0x4d4550	0	0	-	0	0	0	-	-	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
artifactunit	0x0042bd80	reads-state	complete	21	78	0	0	0	0	yes	no	no	0	0	0	1	1	0x4d4550	0	0	-	1	0	0	-	0x555d70	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
assignexperience	0x00447010	unknown	complete	4	15	0	0	0	0	yes	no	no	0	0	0	0	1	0x4d41c0	0	0	-	0	1	0	-	-	0x556838	1	file-io@6,archive@4,memory@5,thread@4,window-input@2,time@2,other@2	2	yes	-
astore	0x004cbfc0	operand-only	complete	89	7188	-	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15	-	2	yes	yes	yes	0	0	2	1	1	0x4d4550	0	0	-	0	0	0	-	-	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
atan	0x004cc0e0	floating-point	complete	67	8337	-	0,1	1	1	yes	no	no	0	0	1	1	1	0x4d4550	0	0	-	0	1	0	-	-	0x54dd18	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
attackerfacing	0x00468d00	reads-state	complete	21	78	0	0	0	0	yes	no	no	0	0	0	1	1	0x4d4550	0	0	-	1	0	0	-	0x5aa7d0	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
attackfacingvalue	0x00401420	reads-state	complete	59	165	0	0	0	0	yes	no	no	0	0	0	2	3	0x4a8b50,0x4c6fc0,0x4d4550	0	0	-	2	0	0	-	0x5787ac,0x5787b0	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
attackorder	0x00463be0	reads-state	complete	120	344	-	0,1,2	2	2	yes	no	no	0	0	2	0	6	0x4026a0,0x404ab0,0x404f90,0x47c9e0,0x482ac0,0x4d4550	0	0	-	3	0	0	-	0x5a7d8c,0x5a8078,0x5aa12c	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	yes	-
attackproc	0x004e3430	mutates-state	complete	29	100	-	0,1	1	1	yes	no	no	0	0	1	0	1	0x4d4550	0	0	-	0	0	2	-	0x5a7c6c,0x5a7c70	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	0	no	-
au_to_a_u	0x004e5b20	unknown	complete	90	283	-	0,1	1	1	yes	no	no	0	0	1	2	3	0x404ab0,0x4d4550,0x5394a0	0	0	-	0	0	0	-	-	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
autocalcsethitpoints	0x00529070	unknown	complete	67	207	-	0,1,2	2	2	yes	no	no	1	0	1	0	4	0x41bf10,0x4d4550,0x528ff0,0x5394a0	0	0	-	0	0	0	-	-	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
autoplay	0x004d6cc0	reads-state	complete	19	26	0	0	0	0	yes	no	no	0	0	0	0	3	0x489b70,0x48a400,0x48cc70	0	0	-	2	0	0	-	0x584ae8,0x5aa12c	-	0	time@5	1	yes	-
autoregions	0x004c7860	file-or-resource-io	complete	352	10	0	0	0	0	yes	no	no	0	0	0	0	11	0x43dbb0,0x43dbd0,0x4a8960,0x4c61c0,0x4c72e0,0x4fbe60,0x5047d0,0x53385e,0x533864,0x539eb0,0x539ff0	0	0	-	6	1	0	-	0x55da24,0x55da40,0x584ae8,0x5ae958,0x5ae974,0x5aef04	0x555130	1	archive@0,thread@0	-	yes	KERNEL32.dll!EnterCriticalSection,KERNEL32.dll!LeaveCriticalSection,STORM.dll!#401,STORM.dll!#403
available?	0x0051f2b0	unknown	complete	31	103	1	1	1	1	yes	no	no	1	0	0	1	3	0x41be40,0x4d4550,0x51c170	0	0	-	0	0	0	-	-	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
balkothdeathcounter	0x00487bc0	mutates-state	complete	5	21	0	0	0	0	yes	no	no	0	0	0	0	0	0x487220	1	0	-	2	0	1	-	0x5aa12c,0x5aa154,0x5aa154	-	0	file-io@5,memory@4,thread@3,other@5	0	no	-
bargraph	0x00430a80	file-or-resource-io	complete	213	606	-	1,2,3,4,5,6,7,8	8	2	NO	no	no	7	0	1	1	6	0x4026a0,0x404ab0,0x40adb0,0x4921c0,0x4d41c0,0x4d4550	0	0	-	1	1	0	-	0x5a7b50	0x555f80	1	file-io@5,archive@1,memory@5,thread@4,window-input@2,time@2,other@2	2	yes	-
barteraccept	0x004324f0	reads-state	complete	30	106	0	0	0	0	yes	no	no	0	0	0	0	3	0x431a10,0x432200,0x4d41c0	0	0	-	4	1	0	-	0x584cd4,0x5a7d8c,0x5a7d90,0x5aa12c	0x555ff0	1	file-io@6,archive@4,memory@5,thread@4,window-input@2,time@2,other@2	2	yes	-
barterattack	0x00432720	reads-state	complete	31	108	0	0	0	0	yes	no	no	0	0	0	0	3	0x431a10,0x432310,0x4d41c0	0	0	-	4	1	0	-	0x584cd4,0x5a7d8c,0x5a7d90,0x5aa12c	0x555ff0	1	file-io@6,archive@4,memory@5,thread@4,window-input@2,time@2,other@2	2	yes	-
barterattackautocalc	0x00432790	reads-state	complete	31	108	0	0	0	0	yes	no	no	0	0	0	0	3	0x431a10,0x432310,0x4d41c0	0	0	-	4	1	0	-	0x584cd4,0x5a7d8c,0x5a7d90,0x5aa12c	0x555ff0	1	file-io@6,archive@4,memory@5,thread@4,window-input@2,time@2,other@2	2	yes	-
barterautocalcattackspecified?	0x00432800	reads-state	complete	24	84	0	0	0	0	yes	no	no	0	0	0	1	1	0x4d4550	0	0	-	1	0	0	-	0x584cf1	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
bartercancelrenegotiate	0x004326b0	reads-state	complete	30	106	0	0	0	0	yes	no	no	0	0	0	0	3	0x431a10,0x4322b0,0x4d41c0	0	0	-	4	1	0	-	0x584cd4,0x5a7d8c,0x5a7d90,0x5aa12c	0x555ff0	1	file-io@6,archive@4,memory@5,thread@4,window-input@2,time@2,other@2	1	yes	-
barternotinterested	0x00432560	reads-state	complete	30	106	0	0	0	0	yes	no	no	0	0	0	0	3	0x431a10,0x432230,0x4d41c0	0	0	-	4	1	0	-	0x584cd4,0x5a7d8c,0x5a7d90,0x5aa12c	0x555ff0	1	file-io@6,archive@4,memory@5,thread@4,window-input@2,time@2,other@2	2	yes	-
barterpropose	0x004325d0	reads-state	complete	30	106	0	0	0	0	yes	no	no	0	0	0	0	3	0x431a10,0x4321d0,0x4d41c0	0	0	-	4	1	0	-	0x584cd4,0x5a7d8c,0x5a7d90,0x5aa12c	0x555ff0	1	file-io@6,archive@4,memory@5,thread@4,window-input@2,time@2,other@2	2	yes	-
barterrenegotiate	0x00432640	reads-state	complete	30	106	0	0	0	0	yes	no	no	0	0	0	0	3	0x431a10,0x432260,0x4d41c0	0	0	-	4	1	0	-	0x584cd4,0x5a7d8c,0x5a7d90,0x5aa12c	0x555ff0	1	file-io@6,archive@4,memory@5,thread@4,window-input@2,time@2,other@2	2	yes	-
beep	0x0046b850	reads-state	complete	5	20	0	0	0	0	yes	no	no	0	0	0	0	0	-	0	0	-	1	0	0	-	0x5578e0	-	0	window-input@0,other@0	-	no	KERNEL32.dll!OutputDebugStringA,USER32.dll!MessageBeep
begin	0x004ca070	operand-only	complete	46	148	-	0,1	1	1	yes	no	no	0	0	1	0	1	0x4d4550	0	0	-	0	0	0	-	-	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
berserk	0x00468060	reads-state	complete	120	348	-	0,1,2	2	2	yes	no	no	0	0	2	0	5	0x4026a0,0x404ab0,0x4050e0,0x482ac0,0x4d4550	0	0	-	3	0	0	-	0x5aa12c,0x5cd2f0,0x5cd2f4	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	yes	-
bind	0x004cc8f0	unknown	complete	105	345	-	0,1	1	1	yes	no	no	0	0	1	1	3	0x4d31b0,0x4d35a0,0x4d4550	0	0	-	0	0	0	-	-	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
bitshift	0x004cc090	unknown	complete	123	7357	-	0,1,2	2	2	yes	no	no	0	0	2	1	4	0x4026a0,0x404ab0,0x4d4550,0x5394a0	0	0	-	0	0	0	-	-	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
blackbackbuffer	0x00504cd0	reads-state	complete	2	10	0	0	0	0	yes	no	no	0	0	0	0	0	0x504c30	1	0	-	1	0	0	-	0x584ae8	-	0	archive@2	1	no	-
blackrenderbuffer	0x00504c20	reads-state	complete	2	10	0	0	0	0	yes	no	no	0	0	0	0	0	0x504b80	1	0	-	1	0	0	-	0x584ae8	-	0	archive@2	1	no	-
blankimpplayer	0x0049ef60	reads-state	complete	22	82	0	0	0	0	yes	no	no	0	0	0	1	2	0x492550,0x4d4550	0	0	-	1	0	0	-	0x5a7b50	-	0	file-io@5,archive@2,memory@6,thread@4,window-input@3,time@3,other@3	2	yes	-
blttest	0x004e4460	reads-state	complete	120	360	0	0	0	0	yes	no	no	0	0	0	0	2	0x475360,0x4756f0	0	6	0x58516c+0x1c,0x58516c+0x64,0x58516c+0x80	3	2	0	-	0x584ae8,0x58516c,0x585170	0x572a30,0x572a4c	2	-	-	no	-
break	0x004d9e20	reads-state	complete	19	66	0	0	0	0	yes	no	no	0	0	0	0	0	-	0	0	-	2	0	0	-	0x572670,0x584d54	-	0	window-input@0,other@0	-	no	KERNEL32.dll!DebugBreak,KERNEL32.dll!OutputDebugStringA,USER32.dll!GetFocus,USER32.dll!SetActiveWindow,USER32.dll!SetFocus,USER32.dll!ShowWindow
bugkeyenable	0x0051bc30	stub	complete	1	1	0	0	0	0	yes	no	no	0	0	0	0	0	-	0	0	-	0	0	0	-	-	-	0	-	-	no	-
building_help_callback	0x004d8030	mutates-state	complete	29	100	-	0,1	1	1	yes	no	no	0	0	1	0	1	0x4d4550	0	0	-	0	0	2	-	0x5aa24c,0x5aa250	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	0	no	-
buildingat	0x004e6b50	reads-state	complete	103	318	-	0,1,2	2	2	yes	no	no	0	0	2	1	5	0x4026a0,0x404ab0,0x4a51c0,0x4a8300,0x4d4550	0	0	-	1	0	0	-	0x5ae958	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	yes	-
buildingbartervalue	0x00445b50	unknown	complete	29	99	-	1,2	2	2	yes	no	no	1	0	0	1	3	0x4409e0,0x440e90,0x4d4550	0	0	-	0	0	0	-	-	-	0	file-io@5,archive@4,memory@6,thread@4,window-input@3,time@2,other@3	1	no	-
buildingdestroyedcallback	0x004d85e0	mutates-state	complete	29	100	-	0,1	1	1	yes	no	no	0	0	1	0	1	0x4d4550	0	0	-	0	0	2	-	0x5aa178,0x5aa17c	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	0	no	-
buildingdiplocallback	0x004d8810	mutates-state	complete	29	100	-	0,1	1	1	yes	no	no	0	0	1	0	1	0x4d4550	0	0	-	0	0	2	-	0x5aa1a0,0x5aa1a4	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	0	no	-
buildingmaxlevel	0x00444990	reads-state	complete	151	427	-	0,1	1	1	yes	no	no	0	0	1	1	7	0x4026a0,0x404ab0,0x43dbb0,0x43dbd0,0x43de50,0x482ac0,0x4d4550	0	4	-	1	0	0	-	0x5aa12c	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	yes	-
buildingupgradecallback	0x004d8650	mutates-state	complete	29	100	-	0,1	1	1	yes	no	no	0	0	1	0	1	0x4d4550	0	0	-	0	0	2	-	0x5aa180,0x5aa184	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	0	no	-
button	0x004dd470	file-or-resource-io	complete	213	643	-	0,1,2,3	3	4	NO	no	no	0	0	4	1	8	0x4026a0,0x404ab0,0x41da00,0x492e10,0x492ee0,0x492fd0,0x4d41c0,0x4d4550	0	0	-	2	1	0	-	0x5a7b50,0x5a7b54	0x572864	1	file-io@5,archive@1,memory@5,thread@4,window-input@2,time@2,other@2	1	yes	-
buttonframe	0x004dcdd0	file-or-resource-io	complete	221	614	-	0,1,2,3,4,5,6	6	5	NO	no	no	2	1	4	0	6	0x4026a0,0x404ab0,0x40adb0,0x41d1d0,0x492940,0x4d4550	0	0	-	1	0	0	-	0x5a7b50	-	0	file-io@5,archive@1,memory@6,thread@4,window-input@3,time@3,other@3	1	yes	-
buttonframeautofree	0x004dd240	file-or-resource-io	complete	198	556	-	0,1,2,3,4,5,6,7,8	8	2	NO	no	no	7	1	1	0	6	0x4026a0,0x404ab0,0x40adb0,0x41d1d0,0x492b30,0x4d4550	0	0	-	1	0	0	-	0x5a7b50	-	0	file-io@5,archive@1,memory@6,thread@4,window-input@3,time@3,other@3	1	yes	-
buybuilding	0x00445db0	reads-state	complete	200	574	-	0,1,2,3,4	4	4	yes	no	no	0	0	4	0	6	0x4026a0,0x404ab0,0x44f1c0,0x482ac0,0x4d41c0,0x4d4550	0	0	-	2	1	0	-	0x5aa12c,0x5ae94c	0x556824	1	file-io@5,archive@4,memory@5,thread@4,window-input@2,time@2,other@2	2	yes	-
buybuildingoffaith	0x00445ff0	reads-state	complete	219	618	-	0,1,2,3,4,5	5	2	NO	no	no	4	0	1	0	9	0x4026a0,0x404ab0,0x40adb0,0x44f1c0,0x452a50,0x482ac0,0x4d41c0,0x4d4550,0x50f7b0	0	2	-	3	1	0	-	0x5aa12c,0x5ae94c,0x5ae974	0x556824	1	file-io@5,archive@4,memory@5,thread@4,window-input@2,time@2,other@2	2	yes	-
buyunit	0x00443c30	reads-state	complete	141	398	-	0,1,2	2	2	yes	no	no	0	0	2	0	8	0x4026a0,0x404ab0,0x441350,0x4435c0,0x482ac0,0x4d41c0,0x4d4550,0x5394a0	0	0	-	1	1	0	-	0x5aa12c	0x55676c	1	file-io@5,archive@4,memory@5,thread@4,window-input@2,time@2,other@2	2	yes	-
calclighttables	0x0051af90	reads-state	complete	38	115	-	0,1	1	1	yes	no	no	0	0	1	0	3	0x4d41c0,0x4d4550,0x5116b0	0	0	-	1	1	0	-	0x5876d0	0x573bc4	1	file-io@5,archive@3,memory@5,thread@4,window-input@2,time@2,other@2	2	yes	-
cameraorientation	0x0046a5d0	reads-state	complete	104	355	-	0,1,2	2	2	yes	no	no	0	0	2	0	3	0x469c50,0x4d4550,0x504ce0	0	0	-	2	3	0	-	0x584ae8,0x5876d0	0x54d7e8,0x54d7f0,0x54d818	0	file-io@5,archive@2,memory@6,thread@3,graphics@6,window-input@3,time@2,other@2	1	yes	-
cameraposition	0x0046a400	reads-state	complete	139	459	-	0,1,2,3	3	3	yes	no	no	0	0	3	0	5	0x4026a0,0x404ab0,0x469d00,0x4d4550,0x504ce0	0	0	-	2	1	0	-	0x584ae8,0x5876d0	0x54d818	0	file-io@5,archive@2,memory@6,thread@3,graphics@6,window-input@3,time@2,other@2	1	yes	-
can_flank_attack?	0x00469760	reads-state	complete	108	291	0	0	0	0	yes	no	no	0	0	0	2	6	0x406e10,0x407d50,0x420620,0x421840,0x4d4550,0x4f6000	0	0	-	5	0	0	-	0x5577c8,0x5ae958,0x5ae974,0x5ae98c,0x5ae998	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	yes	-
can_train_hire_multiple	0x004425b0	reads-state	complete	262	711	-	1,2,3,4	4	2	NO	no	no	4	0	0	1	8	0x4026a0,0x404ab0,0x40adb0,0x4409e0,0x441350,0x482ac0,0x4bfdf0,0x4d4550	0	1	-	1	0	0	-	0x5aa12c	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	2	yes	-
canaffordbuilding?	0x00445120	reads-state	complete	222	612	-	1,2,3,4	4	1	NO	no	no	4	1	0	2	10	0x4026a0,0x40adb0,0x41d1d0,0x445830,0x44ede0,0x452a50,0x482ac0,0x4d41c0,0x4d4550,0x50f7b0	0	4	-	2	1	0	-	0x5aa12c,0x5ae974	0x5567d8	1	file-io@5,archive@4,memory@5,thread@4,window-input@2,time@2,other@2	2	yes	-
canaffordbuilding_getresourcesinfo	0x00445390	reads-state	complete	370	1171	-	1,2,3,4	4	1	NO	no	no	4	0	0	5	9	0x4026a0,0x40adb0,0x43d300,0x43e7b0,0x452a50,0x482ac0,0x4d41c0,0x4d4550,0x50f7b0	0	6	-	3	1	0	-	0x5aa12c,0x5ae974,0x5cd31c	0x5567d8	1	file-io@5,archive@4,memory@5,thread@4,window-input@2,time@2,other@2	2	yes	-
canbuildbuilding?	0x00444f50	reads-state	complete	156	460	-	0,1,2,3	3	3	yes	no	no	0	0	3	2	5	0x4026a0,0x404ab0,0x43d300,0x4d41c0,0x4d4550	0	0	-	1	1	0	-	0x5cd31c	0x5567d8	1	file-io@5,archive@4,memory@5,thread@4,window-input@2,time@2,other@2	2	yes	-
cancastspell?	0x00425fd0	unknown	complete	113	343	-	0,1,2	2	2	yes	no	no	1	0	1	2	5	0x4026a0,0x404ab0,0x41bf10,0x41cdf0,0x4d4550	0	0	-	0	0	0	-	-	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
canceldiscoveralarm	0x0040ea30	reads-state	complete	55	176	-	0,1	1	1	yes	no	no	0	0	1	0	4	0x40e120,0x4d41c0,0x4d4550,0x5394a0	0	0	-	1	1	0	-	0x5aeec0	0x555754	1	file-io@5,archive@4,memory@5,thread@4,window-input@2,time@2,other@2	1	yes	-
cancelendofcombattickalarms	0x0040baf0	reads-state	complete	8	24	0	0	0	0	yes	no	no	0	0	0	0	1	0x40b620	0	0	-	2	0	0	-	0x5aee78,0x5af134	-	0	archive@6,thread@6,window-input@5,time@4,other@5	2	yes	-
canceleventalarm	0x0040d170	reads-state	complete	55	176	-	0,1	1	1	yes	no	no	0	0	1	0	4	0x40c9c0,0x4d41c0,0x4d4550,0x5394a0	0	0	-	1	1	0	-	0x5aeea0	0x555754	1	file-io@5,archive@4,memory@5,thread@4,window-input@2,time@2,other@2	1	yes	-
cancelfocus	0x005000e0	reads-state	complete	2	10	0	0	0	0	yes	no	no	0	0	0	0	0	0x5000d0	1	0	-	1	0	0	-	0x584ae8	-	0	archive@3,memory@6,thread@5,window-input@4,time@4,other@2	1	no	-
cancelmovealarm	0x0040e980	reads-state	complete	55	176	-	0,1	1	1	yes	no	no	0	0	1	0	4	0x40d660,0x4d41c0,0x4d4550,0x5394a0	0	0	-	1	1	0	-	0x5aeeb0	0x555754	1	file-io@5,archive@4,memory@5,thread@4,window-input@2,time@2,other@2	1	yes	-
cancelordermode	0x004d9e70	reads-state	complete	7	25	0	0	0	0	yes	no	no	0	0	0	0	1	0x503040	0	0	-	1	0	0	-	0x584ae8	-	0	archive@5,thread@6,window-input@2,time@3,other@6	5	no	-
cancelpathballs	0x004baa10	reads-state	complete	2	10	0	0	0	0	yes	no	no	0	0	0	0	0	0x4ba940	1	0	-	1	0	0	-	0x5a9ddc	-	0	-	-	yes	-
canceltickalarm	0x0040e820	reads-state	complete	55	176	-	0,1	1	1	yes	no	no	0	0	1	0	4	0x40b4d0,0x4d41c0,0x4d4550,0x5394a0	0	0	-	1	1	0	-	0x5aee78	0x555754	1	file-io@5,archive@4,memory@5,thread@4,window-input@2,time@2,other@2	1	yes	-
cancelturnalarm	0x0040e8d0	reads-state	complete	55	176	-	0,1	1	1	yes	no	no	0	0	1	0	4	0x40bf30,0x4d41c0,0x4d4550,0x5394a0	0	0	-	1	1	0	-	0x5aee8c	0x555754	1	file-io@5,archive@4,memory@5,thread@4,window-input@2,time@2,other@2	1	yes	-
candetectthief?	0x005073f0	unknown	complete	31	103	1	1	1	1	yes	no	no	1	0	0	1	3	0x41be40,0x4d4550,0x507150	0	0	-	0	0	0	-	-	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
canhire?	0x00442c30	unknown	complete	81	251	-	0,1,2	2	2	yes	no	no	1	0	1	1	4	0x4409e0,0x441350,0x4d4550,0x5394a0	0	0	-	0	0	0	-	-	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	2	no	-
canhiremultiple	0x00442d30	unknown	complete	123	386	-	0,1,2,3	3	3	yes	no	no	1	0	2	1	6	0x4026a0,0x404ab0,0x4409e0,0x441350,0x4d4550,0x5394a0	0	0	-	0	0	0	-	-	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	2	no	-
canmerge?	0x00520d90	unknown	complete	43	129	-	1,2	2	1	NO	no	no	2	0	0	1	3	0x415610,0x41be40,0x4d4550	0	0	-	0	0	0	-	-	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
canpolymorph?	0x00527960	unknown	complete	85	272	-	0,1,2	2	2	yes	no	no	1	0	1	1	4	0x41bf10,0x4d4550,0x527330,0x5394a0	0	0	-	0	0	0	-	-	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
canstayinside?	0x00443460	reads-state	complete	92	269	-	0,1	1	1	yes	no	no	0	0	1	1	5	0x4026a0,0x404ab0,0x43e7b0,0x482ac0,0x4d4550	0	0	-	2	0	0	-	0x556724,0x5aa12c	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@0	3	yes	KERNEL32.dll!OutputDebugStringA
canstealth?	0x00507460	unknown	complete	31	103	1	1	1	1	yes	no	no	1	0	0	1	3	0x41be40,0x4d4550,0x506340	0	0	-	0	0	0	-	-	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
cant_combine_callback	0x004d7fc0	mutates-state	complete	29	100	-	0,1	1	1	yes	no	no	0	0	1	0	1	0x4d4550	0	0	-	0	0	2	-	0x5aa158,0x5aa15c	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	0	no	-
cantmovehere	0x00458330	reads-state	complete	104	311	-	0,1,2	2	2	yes	no	no	0	0	2	0	3	0x4562f0,0x4d4550,0x5394a0	0	0	-	1	0	0	-	0x5ae958	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	yes	-
cantortureorinterrogate?	0x004c38f0	operand-only	complete	50	138	1	1	1	1	yes	no	no	1	0	0	2	2	0x41be40,0x4d4550	0	0	-	0	0	0	-	-	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
